Date,Dividends,Stock Splits
1985-06-25,0.0,1.5
1986-08-05,0.0,2.0
1990-07-26,0.00625,0.0
1990-10-26,0.00625,0.0
1991-01-28,0.00625,0.0
1991-04-25,0.00625,0.0
1991-07-26,0.0075,0.0
1991-10-28,0.0075,0.0
1992-01-28,0.0075,0.0
1992-04-27,0.0075,0.0
1992-07-28,0.0075,0.0
1992-10-27,0.0075,0.0
1993-01-26,0.0075,0.0
1993-04-27,0.0075,0.0
1993-07-27,0.00925,0.0
1993-10-26,0.00925,0.0
1994-01-26,0.00925,0.0
1994-02-16,0.0,2.0
1994-04-26,0.01,0.0
1994-07-26,0.01,0.0
1994-10-26,0.01,0.0
1995-01-26,0.01,0.0
1995-04-25,0.01,0.0
1995-07-28,0.0125,0.0
1995-10-30,0.0125,0.0
1996-01-30,0.0125,0.0
1996-04-29,0.0125,0.0
1996-04-30,0.025,0.0
1996-07-29,0.025,0.0
1996-07-30,0.0125,0.0
1996-10-29,0.025,0.0
1996-10-30,0.0125,0.0
1997-01-30,0.0125,0.0
1997-04-29,0.0125,0.0
1997-07-30,0.015,0.0
1997-10-30,0.015,0.0
1998-01-29,0.015,0.0
1998-02-17,0.0,2.0
1998-04-29,0.015,0.0
1998-07-30,0.015,0.0
1998-10-29,0.015,0.0
1999-01-28,0.015,0.0
1999-04-29,0.015,0.0
1999-07-29,0.015,0.0
1999-10-28,0.015,0.0
2000-01-28,0.015,0.0
2000-04-27,0.015,0.0
2000-07-28,0.02,0.0
2000-10-30,0.02,0.0
2001-01-30,0.02,0.0
2001-04-27,0.02,0.0
2001-07-30,0.02,0.0
2001-10-30,0.02,0.0
2002-01-30,0.025,0.0
2002-04-29,0.025,0.0
2002-07-30,0.025,0.0
2002-10-30,0.025,0.0
2003-01-30,0.025,0.0
2003-04-29,0.025,0.0
2003-07-30,0.035,0.0
2003-10-30,0.035,0.0
2004-01-29,0.035,0.0
2004-04-29,0.035,0.0
2004-07-29,0.04,0.0
2004-10-28,0.04,0.0
2005-01-28,0.04,0.0
2005-04-28,0.04,0.0
2005-07-28,0.045,0.0
2005-10-28,0.045,0.0
2006-01-30,0.045,0.0
2006-04-27,0.045,0.0
2006-07-28,0.05,0.0
2006-10-30,0.05,0.0
2007-01-30,0.05,0.0
2007-04-27,0.05,0.0
2007-07-30,0.065,0.0
2007-10-30,0.065,0.0
2008-01-30,0.065,0.0
2008-04-29,0.065,0.0
2008-07-30,0.075,0.0
2008-10-30,0.075,0.0
2009-01-29,0.075,0.0
2009-04-29,0.075,0.0
2009-07-30,0.085,0.0
2009-10-29,0.085,0.0
2010-01-28,0.085,0.0
2010-04-29,0.085,0.0
2010-07-29,0.1,0.0
2010-10-28,0.135,0.0
2011-01-28,0.135,0.0
2011-04-28,0.135,0.0
2011-07-28,0.15,0.0
2011-10-28,0.15,0.0
2012-01-30,0.15,0.0
2012-04-27,0.15,0.0
2012-07-30,0.165,0.0
2012-10-31,0.165,0.0
2013-01-30,0.165,0.0
2013-04-29,0.165,0.0
2013-07-30,0.18,0.0
2013-10-30,0.18,0.0
2014-01-30,0.18,0.0
2014-04-29,0.18,0.0
2014-07-30,0.2,0.0
2014-10-30,0.2,0.0
2015-01-29,0.2,0.0
2015-04-29,0.2,0.0
2015-07-30,0.22,0.0
2015-10-29,0.22,0.0
2016-01-28,0.22,0.0
2016-04-28,0.22,0.0
2016-07-28,0.24,0.0
2016-10-28,0.24,0.0
2017-01-30,0.24,0.0
2017-04-27,0.24,0.0
2017-07-28,0.26,0.0
2017-08-30,0.26,0.0
2017-10-31,0.26,0.0
2018-01-31,0.26,0.0
2018-04-30,0.26,0.0
2018-07-31,0.29,0.0
2018-10-31,0.29,0.0
2019-01-31,0.29,0.0
2019-04-30,0.29,0.0
2019-07-31,0.32,0.0
2019-10-31,0.32,0.0
2020-01-31,0.32,0.0
2020-04-30,0.32,0.0
2020-07-31,0.32,0.0
2020-10-30,0.32,0.0
2021-01-29,0.34,0.0
2021-04-30,0.34,0.0
2021-07-30,0.34,0.0
