Date,Dividends,Stock Splits
1984-12-10,0.1,0.0
1985-02-25,0.1,0.0
1985-05-24,0.1,0.0
1985-08-22,0.1,0.0
1985-12-09,0.1,0.0
1986-02-24,0.1,0.0
1986-05-21,0.1256,0.0
1986-08-25,0.1256,0.0
1986-11-24,0.1256,0.0
1987-02-17,0.1376,0.0
1987-05-28,0.1376,0.0
1987-08-27,0.1376,0.0
1987-12-09,0.1376,0.0
1988-02-24,0.1376,0.0
1988-05-25,0.1376,0.0
1988-08-26,0.1376,0.0
1988-11-25,0.1376,0.0
1989-02-23,0.1376,0.0
1989-05-25,0.1376,0.0
1989-08-28,0.152,0.0
1989-11-27,0.152,0.0
1990-02-23,0.00944,0.0
1990-05-25,0.00944,0.0
1990-08-27,0.00944,0.0
1990-11-26,0.00944,0.0
1991-02-25,0.00944,0.0
1991-05-24,0.00944,0.0
1991-08-27,0.00944,0.0
1991-11-22,0.00944,0.0
1992-02-24,0.00944,0.0
1992-05-26,0.0095,0.0
1992-08-26,0.0095,0.0
1992-11-24,0.0095,0.0
1993-02-23,0.0095,0.0
1993-05-25,0.01031,0.0
1993-08-26,0.01031,0.0
1993-11-24,0.01031,0.0
1994-02-23,0.01031,0.0
1994-05-25,0.01138,0.0
1994-08-26,0.01138,0.0
1994-11-25,0.01138,0.0
1995-02-23,0.01138,0.0
1995-05-25,0.0125,0.0
1995-08-30,0.0125,0.0
1995-11-29,0.0125,0.0
1996-02-27,0.0125,0.0
1996-05-29,0.01375,0.0
1996-08-28,0.01375,0.0
1996-11-26,0.01375,0.0
1997-02-26,0.01375,0.0
1997-04-21,0.0,2.0
1997-05-28,0.01563,0.0
1997-08-27,0.01563,0.0
1997-11-26,0.01563,0.0
1998-02-25,0.01875,0.0
1998-05-28,0.01875,0.0
1998-08-28,0.01875,0.0
1998-11-27,0.01875,0.0
1999-02-24,0.0225,0.0
1999-05-27,0.0225,0.0
1999-08-30,0.0225,0.0
1999-11-29,0.0225,0.0
2000-02-25,0.02688,0.0
2000-05-30,0.02688,0.0
2000-08-30,0.02688,0.0
2000-11-29,0.02688,0.0
2001-02-26,0.03125,0.0
2001-05-30,0.03125,0.0
2001-08-29,0.03125,0.0
2001-11-28,0.03125,0.0
2002-02-26,0.03125,0.0
2002-05-29,0.03125,0.0
2002-08-28,0.0325,0.0
2002-11-26,0.0325,0.0
2003-02-26,0.0325,0.0
2003-05-28,0.0325,0.0
2003-08-27,0.03375,0.0
2003-11-26,0.03375,0.0
2004-02-25,0.03375,0.0
2004-05-27,0.03375,0.0
2004-08-30,0.035,0.0
2004-11-29,0.0175,0.0
2004-12-13,0.0,2.0
2005-02-24,0.035,0.0
2005-05-27,0.035,0.0
2005-08-30,0.0375,0.0
2005-11-29,0.0375,0.0
2006-02-24,0.0375,0.0
2006-05-30,0.0375,0.0
2006-06-16,0.0,2.0
2006-08-30,0.04,0.0
2006-11-29,0.04,0.0
2007-02-26,0.04,0.0
2007-05-30,0.04,0.0
2007-08-29,0.045,0.0
2007-11-28,0.045,0.0
2008-02-27,0.045,0.0
2008-05-28,0.045,0.0
2008-08-27,0.055,0.0
2008-11-26,0.055,0.0
2009-02-25,0.055,0.0
2009-05-28,0.055,0.0
2009-08-28,0.06,0.0
2009-11-27,0.06,0.0
2010-02-24,0.06,0.0
2010-05-26,0.06,0.0
2010-08-27,0.07,0.0
2010-11-26,0.07,0.0
2011-02-24,0.07,0.0
2011-05-26,0.07,0.0
2011-08-29,0.08,0.0
2011-11-28,0.08,0.0
2012-02-27,0.08,0.0
2012-05-29,0.08,0.0
2012-08-29,0.085,0.0
2012-11-28,0.085,0.0
2013-02-26,0.085,0.0
2013-05-29,0.085,0.0
2013-08-28,0.09,0.0
2013-11-26,0.09,0.0
2014-02-26,0.09,0.0
2014-05-28,0.09,0.0
2014-08-27,0.095,0.0
2014-11-25,0.095,0.0
2015-02-25,0.095,0.0
2015-05-27,0.095,0.0
2015-08-27,0.1,0.0
2015-11-25,0.1,0.0
2016-02-25,0.1,0.0
2016-05-26,0.1,0.0
2016-08-29,0.115,0.0
2016-09-16,0.0,2.0
2016-11-28,0.115,0.0
2017-02-24,0.115,0.0
2017-05-26,0.115,0.0
2017-08-29,0.13,0.0
2017-11-29,0.13,0.0
2018-02-27,0.13,0.0
2018-05-30,0.13,0.0
2018-08-30,0.15,0.0
2018-11-29,0.15,0.0
2019-02-27,0.15,0.0
2019-05-30,0.15,0.0
2019-08-29,0.17,0.0
2019-11-27,0.17,0.0
2020-02-27,0.17,0.0
2020-05-28,0.17,0.0
2020-08-27,0.18,0.0
2020-11-25,0.18,0.0
2021-02-25,0.18,0.0
2021-05-27,0.18,0.0
2021-08-26,0.2,0.0
2021-11-24,0.2,0.0
