,info
zip,78735
sector,Real Estate
longBusinessSummary,"Digital Realty supports the world's leading enterprises and service providers by delivering the full spectrum of data center, colocation and interconnection solutions. PlatformDIGITALR, the company's global data center platform, provides customers a trusted foundation and proven Pervasive Datacenter Architecture PDxTM solution methodology for scaling digital business and efficiently managing data gravity challenges. Digital Realty's global data center footprint gives customers access to the connected communities that matter to them with more than 284 facilities in 48 metros across 23 countries on six continents."
city,Austin
phone,737-281-0101
state,TX
country,United States
companyOfficers,[]
website,https://www.digitalrealty.com
maxAge,1
address1,5707 Southwest Parkway
industry,REIT—Office
address2,"Building 1, Suite 275"
ebitdaMargins,0.51523
profitMargins,0.38067
grossMargins,0.60783
operatingCashflow,
revenueGrowth,0.009
operatingMargins,0.1847
ebitda,2313445376
targetLowPrice,150
recommendationKey,buy
grossProfits,2729270000
freeCashflow,
targetMedianPrice,172
currentPrice,135.2
earningsGrowth,22.524
currentRatio,0.614
returnOnAssets,0.0143099995
numberOfAnalystOpinions,21
targetMeanPrice,171.1
debtToEquity,80.763
returnOnEquity,0.09442
targetHighPrice,195
totalCash,142698000
totalDebt,14960397312
totalRevenue,4490165248
totalCashPerShare,0.502
financialCurrency,USD
revenuePerShare,15.896
quickRatio,0.614
recommendationMean,2.2
exchange,NYQ
shortName,"Digital Realty Trust, Inc."
longName,"Digital Realty Trust, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,DLR
messageBoardId,finmb_11041860
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,12.142
beta3Year,
enterpriseToEbitda,23.567
52WeekChange,-0.017441869
morningStarRiskRating,
forwardEps,1.52
revenueQuarterlyGrowth,
sharesOutstanding,283787008
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,60.731
sharesShort,9311804
sharesPercentSharesOut,0.0328
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,1.00638
netIncomeToCommon,1681497984
trailingEps,5.94
lastDividendValue,1.16
SandP52WeekChange,0.12185478
priceToBook,2.2262106
heldPercentInsiders,0.00131
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,6.46
sharesShortPreviousMonthDate,1640908800
floatShares,283920131
beta,0.302337
enterpriseValue,54521511936
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1639440000
morningStarOverallRating,
earningsQuarterlyGrowth,17.509
priceToSalesTrailing12Months,8.759342
dateShortInterest,1643587200
pegRatio,2.36
ytdReturn,
forwardPE,88.947365
lastCapGain,
shortPercentOfFloat,0.0387
sharesShortPriorMonth,9957626
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,137.76
regularMarketOpen,135.59
twoHundredDayAverage,156.24205
trailingAnnualDividendYield,0.033681765
payoutRatio,1.9492
volume24Hr,
regularMarketDayHigh,136.1503
navPrice,
averageDailyVolume10Day,2343890
regularMarketPreviousClose,137.76
fiftyDayAverage,157.3138
trailingAnnualDividendRate,4.64
open,135.59
toCurrency,
averageVolume10days,2343890
expireDate,
algorithm,
dividendRate,4.64
exDividendDate,1639440000
circulatingSupply,
startDate,
regularMarketDayLow,131.12
currency,USD
trailingPE,22.760942
regularMarketVolume,3174429
lastMarket,
maxSupply,
openInterest,
marketCap,39330893824
volumeAllCurrencies,
strikePrice,
averageVolume,1537087
dayLow,131.12
ask,135.18
askSize,1000
volume,3174429
fiftyTwoWeekHigh,178.22
fromCurrency,
fiveYearAvgDividendYield,3.26
fiftyTwoWeekLow,124.65
bid,131
tradeable,False
dividendYield,0.0343
bidSize,1100
dayHigh,136.1503
regularMarketPrice,135.2
preMarketPrice,
logo_url,https://logo.clearbit.com/digitalrealty.com
