,info
zip,85072-3999
sector,Utilities
fullTimeEmployees,6026
longBusinessSummary,"Pinnacle West Capital Corporation, through its subsidiary, Arizona Public Service Company, provides retail and wholesale electric services primarily in the state of Arizona. The company engages in the generation, transmission, and distribution of electricity using coal, nuclear, gas, oil, and solar generating facilities. Its transmission facilities include approximately 5,728 pole miles of overhead lines and approximately 74 miles of underground lines; and distribution facilities comprise approximately 11,225 miles of overhead lines and approximately 22,453 miles of underground primary cable, as well as owns and maintains 80 transmission substations and 443 distribution substations. The company also owns or leases approximately 6,321 megawatts of regulated generation capacity. It serves approximately 1.3 million customers. The company was incorporated in 1985 and is headquartered in Phoenix, Arizona."
city,Phoenix
phone,602 250 1000
state,AZ
country,United States
companyOfficers,[]
website,https://www.pinnaclewest.com
maxAge,1
address1,400 North Fifth Street
fax,602 250 2789
industry,Utilities—Regulated Electric
address2,P.O. Box 53999
ebitdaMargins,0.42373002
profitMargins,0.15263
grossMargins,0.45169
operatingCashflow,854859008
revenueGrowth,0.043
operatingMargins,0.2361
ebitda,1587264000
targetLowPrice,56
recommendationKey,hold
grossProfits,1634653000
freeCashflow,-491845248
targetMedianPrice,68
currentPrice,68.92
earningsGrowth,-0.023
currentRatio,1.036
returnOnAssets,0.02678
numberOfAnalystOpinions,13
targetMeanPrice,67.46
debtToEquity,123.61
returnOnEquity,0.09701
targetHighPrice,83
totalCash,25688000
totalDebt,7647071232
totalRevenue,3745938944
totalCashPerShare,0.228
financialCurrency,USD
revenuePerShare,33.195
quickRatio,0.377
recommendationMean,3.3
exchange,NYQ
shortName,Pinnacle West Capital Corporati
longName,Pinnacle West Capital Corporation
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,PNW
messageBoardId,finmb_296957
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,4.143
beta3Year,
enterpriseToEbitda,9.777
52WeekChange,-0.07601553
morningStarRiskRating,
forwardEps,3.97
revenueQuarterlyGrowth,
sharesOutstanding,112819000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,53.759
sharesShort,2246586
sharesPercentSharesOut,0.0199
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.86212
netIncomeToCommon,571745024
trailingEps,5.043
lastDividendValue,0.85
SandP52WeekChange,0.12185478
priceToBook,1.282018
heldPercentInsiders,0.0023700001
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,2.31
sharesShortPreviousMonthDate,1640908800
floatShares,112501802
beta,0.275484
enterpriseValue,15518437376
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1643587200
morningStarOverallRating,
earningsQuarterlyGrowth,-0.019
priceToSalesTrailing12Months,2.0757108
dateShortInterest,1643587200
pegRatio,130.7
ytdReturn,
forwardPE,17.3602
lastCapGain,
shortPercentOfFloat,0.0225
sharesShortPriorMonth,1839615
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,68.76
regularMarketOpen,68.49
twoHundredDayAverage,74.94295
trailingAnnualDividendYield,0.048283882
payoutRatio,0.65870005
volume24Hr,
regularMarketDayHigh,69.46
navPrice,
averageDailyVolume10Day,661670
regularMarketPreviousClose,68.76
fiftyDayAverage,69.5066
trailingAnnualDividendRate,3.32
open,68.49
toCurrency,
averageVolume10days,661670
expireDate,
algorithm,
dividendRate,3.4
exDividendDate,1643587200
circulatingSupply,
startDate,
regularMarketDayLow,68.3
currency,USD
trailingPE,13.666468
regularMarketVolume,858073
lastMarket,
maxSupply,
openInterest,
marketCap,7775485440
volumeAllCurrencies,
strikePrice,
averageVolume,1053922
dayLow,68.3
ask,68.64
askSize,4000
volume,858073
fiftyTwoWeekHigh,88.54
fromCurrency,
fiveYearAvgDividendYield,3.6
fiftyTwoWeekLow,62.78
bid,68
tradeable,False
dividendYield,0.0493
bidSize,800
dayHigh,69.46
regularMarketPrice,68.92
preMarketPrice,
logo_url,https://logo.clearbit.com/pinnaclewest.com
