,info
zip,23238
sector,Consumer Cyclical
fullTimeEmployees,27000
longBusinessSummary,"CarMax, Inc., through its subsidiaries, operates as a retailer of used vehicles in the United States. The company operates in two segments, CarMax Sales Operations and CarMax Auto Finance. It offers customers a range of makes and models of used vehicles, including domestic, imported, and luxury vehicles; and extended protection plans to customers at the time of sale, as well as sells vehicles that are approximately 10 years old and has more than 100,000 miles through whole auctions. The company also provides reconditioning and vehicle repair services; and financing alternatives for retail customers across a range of credit spectrum through its CarMax Auto Finance and arrangements with various financial institutions. As of February 28, 2021, it operated approximately 220 used car stores and 1 new car franchises. CarMax, Inc. was founded in 1993 and is based in Richmond, Virginia."
city,Richmond
phone,804 747 0422
state,VA
country,United States
companyOfficers,[]
website,https://www.carmax.com
maxAge,1
address1,12800 Tuckahoe Creek Parkway
industry,Auto & Truck Dealerships
ebitdaMargins,0.06152
profitMargins,0.039219998
grossMargins,0.13103
operatingCashflow,-2283270912
revenueGrowth,0.618
operatingMargins,0.052950002
ebitda,1884608000
targetLowPrice,87
recommendationKey,buy
grossProfits,2941935000
freeCashflow,-771840000
targetMedianPrice,145
currentPrice,105.64
earningsGrowth,0.148
currentRatio,2.895
returnOnAssets,0.0436
numberOfAnalystOpinions,13
targetMeanPrice,143.77
debtToEquity,366.507
returnOnEquity,0.26009
targetHighPrice,195
totalCash,62598000
totalDebt,18727782400
totalRevenue,30633273344
totalCashPerShare,0.387
financialCurrency,USD
revenuePerShare,188.215
quickRatio,0.304
recommendationMean,1.8
exchange,NYQ
shortName,CarMax Inc
longName,"CarMax, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,KMX
messageBoardId,finmb_356805
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,1.167
beta3Year,
enterpriseToEbitda,18.967
52WeekChange,-0.11509466
morningStarRiskRating,
forwardEps,7.49
revenueQuarterlyGrowth,
sharesOutstanding,161680000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,31.567
sharesShort,7554936
sharesPercentSharesOut,0.0467
fundFamily,
lastFiscalYearEnd,1614470400
heldPercentInstitutions,0.9834
netIncomeToCommon,1201405952
trailingEps,7.259
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,3.3465328
heldPercentInsiders,0.0030899998
nextFiscalYearEnd,1677542400
yield,
mostRecentQuarter,1638230400
shortRatio,4.44
sharesShortPreviousMonthDate,1640908800
floatShares,160999194
beta,1.487319
enterpriseValue,35745046528
priceHint,2
threeYearAverageReturn,
lastSplitDate,1174953600
lastSplitFactor,2:1
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,0.145
priceToSalesTrailing12Months,0.5575596
dateShortInterest,1643587200
pegRatio,0.89
ytdReturn,
forwardPE,14.104139
lastCapGain,
shortPercentOfFloat,0.0525
sharesShortPriorMonth,5247389
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,107.48
regularMarketOpen,107.14
twoHundredDayAverage,129.06206
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,108.34
navPrice,
averageDailyVolume10Day,1348720
regularMarketPreviousClose,107.48
fiftyDayAverage,119.5162
trailingAnnualDividendRate,0
open,107.14
toCurrency,
averageVolume10days,1348720
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,105.475
currency,USD
trailingPE,14.552969
regularMarketVolume,1521817
lastMarket,
maxSupply,
openInterest,
marketCap,17079875584
volumeAllCurrencies,
strikePrice,
averageVolume,1390296
dayLow,105.475
ask,106.9
askSize,800
volume,1521817
fiftyTwoWeekHigh,155.98
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,102.47
bid,105
tradeable,False
dividendYield,
bidSize,900
dayHigh,108.34
regularMarketPrice,105.64
preMarketPrice,
logo_url,https://logo.clearbit.com/carmax.com
