,info
zip,75244
sector,Healthcare
fullTimeEmployees,2100
longBusinessSummary,"Signify Health, Inc. operates a healthcare platform that utilizes analytics, technology, and healthcare provider networks in the United States. The company operates in two segments, Home & Community Services and Episodes of Care Services. The Home & Community Services segment offers health evaluations performed within the patient's home or at a healthcare provider facility primarily to Medicare Advantage health plans; diagnostic screening and other ancillary services; and services to address healthcare concerns related to social determinants of health. The Episodes of Care Services segment provides services to enhance the healthcare delivery through developing and managing episodic payment programs in partnership with healthcare providers primarily under the Medicare Bundled Payment for Care Improvement Advanced program with Centers for Medicare and Medicaid Services; and care management services. Its customers include health plans, governments, employers, health systems, and physician groups. The company was founded in 2017 and is headquartered in Dallas, Texas with additional offices in Austin, New York, Norwalk, and Rapid City."
city,Dallas
phone,972 715 3800
state,TX
country,United States
companyOfficers,[]
website,https://www.signifyhealth.com
maxAge,1
address1,4055 Valley View Lane
industry,Health Information Services
address2,Suite 700
ebitdaMargins,0.17313999
profitMargins,-0.02228
grossMargins,0.48797
operatingCashflow,126200000
revenueGrowth,0.288
operatingMargins,0.0867
ebitda,136000000
targetLowPrice,19
recommendationKey,buy
grossProfits,308000000
freeCashflow,34575000
targetMedianPrice,28
currentPrice,13.64
earningsGrowth,
currentRatio,5.55
returnOnAssets,0.02368
numberOfAnalystOpinions,8
targetMeanPrice,26.75
debtToEquity,23.22
returnOnEquity,-0.01684
targetHighPrice,34
totalCash,678800000
totalDebt,338900000
totalRevenue,785500032
totalCashPerShare,3.983
financialCurrency,USD
revenuePerShare,4.611
quickRatio,5.408
recommendationMean,2.1
exchange,NYQ
shortName,"Signify Health, Inc."
longName,"Signify Health, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,SGFY
messageBoardId,finmb_701692544
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,2.985
beta3Year,
enterpriseToEbitda,17.241
52WeekChange,-0.6227876
morningStarRiskRating,
forwardEps,0.24
revenueQuarterlyGrowth,
sharesOutstanding,170420992
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,6.454
sharesShort,7110100
sharesPercentSharesOut,0.0417
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,1.14482
netIncomeToCommon,-17500000
trailingEps,-0.105
lastDividendValue,
SandP52WeekChange,0.12359536
priceToBook,2.113418
heldPercentInsiders,0.05017
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,5.21
sharesShortPreviousMonthDate,1640908800
floatShares,63241357
beta,
enterpriseValue,2344736000
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,3.9401107
dateShortInterest,1643587200
pegRatio,-2.45
ytdReturn,
forwardPE,56.833336
lastCapGain,
shortPercentOfFloat,0.108500004
sharesShortPriorMonth,6334312
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,13.82
regularMarketOpen,14.13
twoHundredDayAverage,20.9615
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,14.61
navPrice,
averageDailyVolume10Day,1514310
regularMarketPreviousClose,13.82
fiftyDayAverage,13.4434
trailingAnnualDividendRate,0
open,14.13
toCurrency,
averageVolume10days,1514310
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,13.33
currency,USD
regularMarketVolume,1555192
lastMarket,
maxSupply,
openInterest,
marketCap,3094957056
volumeAllCurrencies,
strikePrice,
averageVolume,1288454
dayLow,13.33
ask,13.65
askSize,800
volume,1555192
fiftyTwoWeekHigh,40.79
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,11.11
bid,13.3
tradeable,False
dividendYield,
bidSize,1000
dayHigh,14.61
regularMarketPrice,13.64
preMarketPrice,
logo_url,https://logo.clearbit.com/signifyhealth.com
