,info
zip,95054-1191
sector,Financial Services
fullTimeEmployees,6567
longBusinessSummary,"SVB Financial Group, a diversified financial services company, provides various banking and financial products and services. The company operates through four segments: Global Commercial Bank, SVB Private Bank, SVB Capital, and SVB Leerink. The Global Commercial Bank segment offers deposit products, such as business and analysis checking, money market, multi-currency, in-country bank, and sweep accounts, as well as merchant, remote capture, lockbox, electronic deposit capture, and fraud control services; credit solutions comprising term loans, equipment and asset-based loans, revolving lines of credit, and credit card programs, as well as mezzanine lending, acquisition finance, and corporate working capital facilities; and payment and cash management products and services, including wire transfer and automated clearing house payment, bill pay, debit and credit cards, account analysis, and disbursement, as well as online and mobile banking services. This segment also provides foreign exchange services; export, import, and standby letter of credit; investment services and solutions; investment advisory services; vineyard development loans; and debt fund investment services. The SVB Private Bank segment offers private banking services, such as mortgages, home equity and capital call lines of credit, restricted stock purchase loans, and other secured and unsecured lending products, as well as cash and wealth management services. The SVB Capital segment provides venture capital investment services that manage funds on behalf of third party limited partner investors. The SVB Leerink segment engages in equity and convertible capital markets, mergers and acquisitions, equity research and sales, trading, and investment banking services. It operates through 30 offices in the United States; and offices in Canada, the United Kingdom, Israel, Germany, Denmark, India, Hong Kong, and China. SVB Financial Group was founded in 1983 and is headquartered in Santa Clara, California."
city,Santa Clara
phone,408 654 7400
state,CA
country,United States
companyOfficers,[]
website,https://www.svb.com
maxAge,1
address1,3003 Tasman Drive
fax,408 496 2405
industry,Banks—Regional
ebitdaMargins,0
profitMargins,0.31636
grossMargins,0
operatingCashflow,
revenueGrowth,0.16
operatingMargins,0.50069
ebitda,
targetLowPrice,637
recommendationKey,buy
grossProfits,5794000000
freeCashflow,
targetMedianPrice,800
currentPrice,613.13
earningsGrowth,-0.159
currentRatio,
returnOnAssets,0.01268
numberOfAnalystOpinions,21
targetMeanPrice,815.24
debtToEquity,
returnOnEquity,0.16555999
targetHighPrice,1100
totalCash,14618999808
totalDebt,3079000064
totalRevenue,5793999872
totalCashPerShare,248.841
financialCurrency,USD
revenuePerShare,103.904
quickRatio,
recommendationMean,2.2
exchange,NMS
shortName,SVB Financial Group
longName,SVB Financial Group
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,SIVB
messageBoardId,finmb_187662
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,4.919
beta3Year,
enterpriseToEbitda,
52WeekChange,0.1423434
morningStarRiskRating,
forwardEps,40.57
revenueQuarterlyGrowth,
sharesOutstanding,58748500
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,214.303
sharesShort,638021
sharesPercentSharesOut,0.0109
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.92311996
netIncomeToCommon,1770000000
trailingEps,31.25
lastDividendValue,0.00375
SandP52WeekChange,0.12185478
priceToBook,2.8610427
heldPercentInsiders,0.00377
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,1.15
sharesShortPreviousMonthDate,1640908800
floatShares,58445327
beta,1.898557
enterpriseValue,28499447808
priceHint,2
threeYearAverageReturn,
lastSplitDate,958435200
lastSplitFactor,2:1
legalType,
lastDividendDate,705628800
morningStarOverallRating,
earningsQuarterlyGrowth,0.003
priceToSalesTrailing12Months,6.216857
dateShortInterest,1643587200
pegRatio,2.65
ytdReturn,
forwardPE,15.112891
lastCapGain,
shortPercentOfFloat,0.012
sharesShortPriorMonth,356734
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,620.8
regularMarketOpen,621.39
twoHundredDayAverage,628.3765
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,627.37
navPrice,
averageDailyVolume10Day,391850
regularMarketPreviousClose,620.8
fiftyDayAverage,653.4064
trailingAnnualDividendRate,0
open,621.39
toCurrency,
averageVolume10days,391850
expireDate,
algorithm,
dividendRate,
exDividendDate,697680000
circulatingSupply,
startDate,
regularMarketDayLow,607.75
currency,USD
trailingPE,19.620161
regularMarketVolume,323272
lastMarket,
maxSupply,
openInterest,
marketCap,36020469760
volumeAllCurrencies,
strikePrice,
averageVolume,439425
dayLow,607.75
ask,725
askSize,1100
volume,323272
fiftyTwoWeekHigh,763.22
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,467.22
bid,530
tradeable,False
dividendYield,
bidSize,1300
dayHigh,627.37
regularMarketPrice,613.13
preMarketPrice,
logo_url,https://logo.clearbit.com/svb.com
