,info
zip,90067
sector,Financial Services
fullTimeEmployees,2100
longBusinessSummary,"Ares Management Corporation operates as an alternative asset manager in the United States, Europe, and Asia. The company's Tradable Credit Group segment manages various types of investment funds, such as commingled and separately managed accounts for institutional investors, and publicly traded vehicles and sub-advised funds for retail investors in the tradable and non-investment grade corporate credit markets. Its Direct Lending Group segment provides financing solutions to small-to-medium sized companies. The company's Private Equity Group segment focuses on majority or shared-control investments primarily in under-capitalized companies. Its Real Estate Group segment invests in new developments and the repositioning of assets, with a focus on control or majority-control investments; and originates and invests in a range of self-originated financing opportunities for middle-market owners and operators of commercial real estate. The firm was previously known as Ares Management, L.P. Ares Management Corporation was founded in 1997 and is headquartered in Los Angeles, California with additional offices in the United States, Europe and Asia. Ares Management GP LLC is the general partner of the company."
city,Los Angeles
phone,310-201-4100
state,CA
country,United States
companyOfficers,[]
website,https://www.aresmgmt.com
maxAge,1
address1,2000 Avenue of the Stars
industry,Asset Management
address2,12th Floor
ebitdaMargins,0.21311001
profitMargins,0.09706
grossMargins,0.31069002
operatingCashflow,
revenueGrowth,0.991
operatingMargins,0.19041
ebitda,897664000
targetLowPrice,86
recommendationKey,buy
grossProfits,1308672000
freeCashflow,
targetMedianPrice,95.5
currentPrice,81.87
earningsGrowth,0.342
currentRatio,
returnOnAssets,
numberOfAnalystOpinions,10
targetMeanPrice,97.6
debtToEquity,252.804
returnOnEquity,0.25468
targetHighPrice,125
totalCash,1877145984
totalDebt,11728017408
totalRevenue,4212090880
totalCashPerShare,10.971
financialCurrency,USD
revenuePerShare,25.73
quickRatio,
recommendationMean,2
exchange,NYQ
shortName,Ares Management Corporation
longName,Ares Management Corporation
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,ARES
messageBoardId,finmb_44707236
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,6.307
beta3Year,
enterpriseToEbitda,29.594
52WeekChange,0.52203393
morningStarRiskRating,
forwardEps,4.13
revenueQuarterlyGrowth,
sharesOutstanding,167614000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,10.249
sharesShort,1272289
sharesPercentSharesOut,0.0074
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.73132
netIncomeToCommon,386748000
trailingEps,2.15
lastDividendValue,0.47
SandP52WeekChange,0.13729191
priceToBook,7.988097
heldPercentInsiders,0.22614
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,1.79
sharesShortPreviousMonthDate,1640908800
floatShares,144929765
beta,1.033814
enterpriseValue,26565367808
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1639612800
morningStarOverallRating,
earningsQuarterlyGrowth,0.566
priceToSalesTrailing12Months,3.393547
dateShortInterest,1643587200
pegRatio,0.91
ytdReturn,
forwardPE,19.823244
lastCapGain,
shortPercentOfFloat,0.0094
sharesShortPriorMonth,956524
impliedSharesOutstanding,3489910
category,
fiveYearAverageReturn,
previousClose,80.82
regularMarketOpen,80.05
twoHundredDayAverage,72.5135
trailingAnnualDividendYield,0.02326157
payoutRatio,0.91410005
volume24Hr,
regularMarketDayHigh,81.96
navPrice,
averageDailyVolume10Day,1076660
regularMarketPreviousClose,80.82
fiftyDayAverage,77.6938
trailingAnnualDividendRate,1.88
open,80.05
toCurrency,
averageVolume10days,1076660
expireDate,
algorithm,
dividendRate,2.44
exDividendDate,1647388800
circulatingSupply,
startDate,
regularMarketDayLow,80.28
currency,USD
trailingPE,38.07907
regularMarketVolume,137236
lastMarket,
maxSupply,
openInterest,
marketCap,14293928960
volumeAllCurrencies,
strikePrice,
averageVolume,744111
dayLow,80.28
ask,81.66
askSize,1000
volume,137236
fiftyTwoWeekHigh,90.08
fromCurrency,
fiveYearAvgDividendYield,4.15
fiftyTwoWeekLow,47.77
bid,81.47
tradeable,False
dividendYield,0.030199999
bidSize,900
dayHigh,81.96
regularMarketPrice,81.87
preMarketPrice,
logo_url,https://logo.clearbit.com/aresmgmt.com
