,info
zip,55474
sector,Financial Services
fullTimeEmployees,12300
longBusinessSummary,"Ameriprise Financial, Inc., through its subsidiaries, provides various financial products and services to individual and institutional clients in the United States and internationally. It operates through four segments: Advice & Wealth Management, Asset Management, Retirement & Protection Solutions, and Corporate & Other. The Advice & Wealth Management segment provides financial planning and advice; brokerage products and services for retail and institutional clients; discretionary and non-discretionary investment advisory accounts; mutual funds; insurance and annuities products; cash management and banking products; and face-amount certificates. The Asset Management segment offers investment management and advice, and investment products to retail, high net worth, and institutional clients through unaffiliated third-party financial institutions and institutional sales force. This segment products also include U.S. mutual funds and their non-U.S. equivalents, exchange-traded funds, variable product funds underlying insurance, and annuity separate accounts; and institutional asset management products, such as traditional asset classes, separately managed accounts, individually managed accounts, collateralized loan obligations, hedge funds, collective funds, and property and infrastructure funds. The Retirement & Protection Solutions segment provides variable annuity products to individual clients, as well as life and DI insurance products to retail clients. The company was formerly known as American Express Financial Corporation and changed its name to Ameriprise Financial, Inc. in September 2005. Ameriprise Financial, Inc. was founded in 1894 and is headquartered in Minneapolis, Minnesota."
city,Minneapolis
phone,612 671 2052
state,MN
country,United States
companyOfficers,[]
website,https://www.ameriprise.com
maxAge,1
address1,55 Ameriprise Financial Center
industry,Asset Management
ebitdaMargins,0.28120002
profitMargins,0.17374
grossMargins,0.52494
operatingCashflow,758000000
revenueGrowth,0.18
operatingMargins,0.26939
ebitda,3619000064
targetLowPrice,325
recommendationKey,buy
grossProfits,5816000000
freeCashflow,-7581000192
targetMedianPrice,360
currentPrice,300.56
earningsGrowth,3.174
currentRatio,3.495
returnOnAssets,0.01316
numberOfAnalystOpinions,10
targetMeanPrice,359
debtToEquity,53.333
returnOnEquity,0.37982
targetHighPrice,380
totalCash,7127000064
totalDebt,3032000000
totalRevenue,12869999616
totalCashPerShare,63.697
financialCurrency,USD
revenuePerShare,108.288
quickRatio,2.732
recommendationMean,1.7
exchange,NYQ
shortName,"Ameriprise Financial, Inc."
longName,"Ameriprise Financial, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,AMP
messageBoardId,finmb_4165019
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,2.285
beta3Year,
enterpriseToEbitda,8.125
52WeekChange,0.33061802
morningStarRiskRating,
forwardEps,29.61
revenueQuarterlyGrowth,
sharesOutstanding,110900000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,50.775
sharesShort,939351
sharesPercentSharesOut,0.0085
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.83953005
netIncomeToCommon,2236000000
trailingEps,18.396
lastDividendValue,1.13
SandP52WeekChange,0.12185478
priceToBook,5.9194484
heldPercentInsiders,0.00303
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1640908800
shortRatio,1.42
sharesShortPreviousMonthDate,1640908800
floatShares,111374005
beta,1.555942
enterpriseValue,29404811264
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1644451200
morningStarOverallRating,
earningsQuarterlyGrowth,2.96
priceToSalesTrailing12Months,2.5899072
dateShortInterest,1643587200
pegRatio,0.47
ytdReturn,
forwardPE,10.150624
lastCapGain,
shortPercentOfFloat,0.0097
sharesShortPriorMonth,783943
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,299.4
regularMarketOpen,298.35
twoHundredDayAverage,279.5745
trailingAnnualDividendYield,0.014495659
payoutRatio,
volume24Hr,
regularMarketDayHigh,304.55
navPrice,
averageDailyVolume10Day,701180
regularMarketPreviousClose,299.4
fiftyDayAverage,306.8996
trailingAnnualDividendRate,4.34
open,298.35
toCurrency,
averageVolume10days,701180
expireDate,
algorithm,
dividendRate,4.52
exDividendDate,1644451200
circulatingSupply,
startDate,
regularMarketDayLow,298.35
currency,USD
trailingPE,16.338335
regularMarketVolume,631063
lastMarket,
maxSupply,
openInterest,
marketCap,33332103168
volumeAllCurrencies,
strikePrice,
averageVolume,669545
dayLow,298.35
ask,322.72
askSize,800
volume,631063
fiftyTwoWeekHigh,332.37
fromCurrency,
fiveYearAvgDividendYield,2.31
fiftyTwoWeekLow,213.38
bid,287.92
tradeable,False
dividendYield,0.0150999995
bidSize,800
dayHigh,304.55
regularMarketPrice,300.56
preMarketPrice,
logo_url,https://logo.clearbit.com/ameriprise.com
