,info
zip,91770
sector,Utilities
fullTimeEmployees,13351
longBusinessSummary,"Edison International, through its subsidiaries, generates and distributes electric power. As of March 03, 2021, it delivered electricity to 15 million residential, commercial, industrial, public authorities, agricultural, and other customers across Southern, Central, and Coastal California. Edison International also provides energy solutions to commercial and industrial users. Its transmission facilities consist of lines ranging from 55 kV to 500 kV and substations; and distribution system consists of approximately 39,000 circuit-miles of overhead lines, approximately 31,000 circuit-miles of underground lines, and 800 substations. The company was founded in 1886 and is headquartered in Rosemead, California."
city,Rosemead
phone,626-302-2222
state,CA
country,United States
companyOfficers,[]
website,https://www.edison.com
maxAge,1
address1,2244 Walnut Grove Avenue
fax,626-302-2117
industry,Utilities—Regulated Electric
address2,PO Box 976
ebitdaMargins,0.36216
profitMargins,0.05173
grossMargins,0.57484
operatingCashflow,-224000000
revenueGrowth,0.141
operatingMargins,0.22584999
ebitda,5335000064
targetLowPrice,58
recommendationKey,buy
grossProfits,7112000000
freeCashflow,-2443624960
targetMedianPrice,72
currentPrice,59.94
earningsGrowth,
currentRatio,0.673
returnOnAssets,0.02937
numberOfAnalystOpinions,15
targetMeanPrice,71.43
debtToEquity,171.377
returnOnEquity,0.04705
targetHighPrice,82
totalCash,524000000
totalDebt,28692000768
totalRevenue,14730999808
totalCashPerShare,1.379
financialCurrency,USD
revenuePerShare,38.791
quickRatio,0.364
recommendationMean,2.2
exchange,NYQ
shortName,Edison International
longName,Edison International
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,EIX
messageBoardId,finmb_301891
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,3.671
beta3Year,
enterpriseToEbitda,10.136
52WeekChange,0.08292687
morningStarRiskRating,
forwardEps,4.56
revenueQuarterlyGrowth,
sharesOutstanding,379908000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,35.816
sharesShort,5264295
sharesPercentSharesOut,0.0139
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.91407996
netIncomeToCommon,762000000
trailingEps,2.007
lastDividendValue,0.7
SandP52WeekChange,0.12185478
priceToBook,1.6735536
heldPercentInsiders,0.00114
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,2.12
sharesShortPreviousMonthDate,1640908800
floatShares,379505553
beta,0.708105
enterpriseValue,54075699200
priceHint,2
threeYearAverageReturn,
lastSplitDate,740707200
lastSplitFactor,2:1
legalType,
lastDividendDate,1640822400
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,1.5458343
dateShortInterest,1643587200
pegRatio,2.33
ytdReturn,
forwardPE,13.144736
lastCapGain,
shortPercentOfFloat,0.017
sharesShortPriorMonth,5788367
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,60.25
regularMarketOpen,60.08
twoHundredDayAverage,60.1367
trailingAnnualDividendYield,0.043983404
payoutRatio,1.3053999
volume24Hr,
regularMarketDayHigh,60.48
navPrice,
averageDailyVolume10Day,2013410
regularMarketPreviousClose,60.25
fiftyDayAverage,64.1544
trailingAnnualDividendRate,2.65
open,60.08
toCurrency,
averageVolume10days,2013410
expireDate,
algorithm,
dividendRate,2.8
exDividendDate,1640822400
circulatingSupply,
startDate,
regularMarketDayLow,59.75
currency,USD
trailingPE,29.86547
regularMarketVolume,4279017
lastMarket,
maxSupply,
openInterest,
marketCap,22771685376
volumeAllCurrencies,
strikePrice,
averageVolume,2190059
dayLow,59.75
ask,59.94
askSize,800
volume,4279017
fiftyTwoWeekHigh,68.62
fromCurrency,
fiveYearAvgDividendYield,3.81
fiftyTwoWeekLow,53.92
bid,59.91
tradeable,False
dividendYield,0.0467
bidSize,1000
dayHigh,60.48
regularMarketPrice,59.94
preMarketPrice,
logo_url,https://logo.clearbit.com/edison.com
