,info
zip,2800
sector,Healthcare
fullTimeEmployees,1319
longBusinessSummary,"Galapagos NV, a clinical-stage biotechnology company, discovers, develops, and commercializes various small molecule medicines. Its clinical stage programs include filgotinib, a JAK1 inhibitor that is in various phases of clinical trials for the treatment of rheumatoid arthritis, Crohn's disease, ulcerative colitis, small bowel CD, fistulizing CD, SjÃ¶gren's syndrome, ankylosing spondylitis, psoriatic arthritis, cutaneous lupus erythematosus, lupus membranous nephropathy, and uveitis. The company's clinical stage programs also comprise GLPG1690, an autotaxin inhibitor that is in ISABELA I and II trials for idiopathic pulmonary fibrosis (IPF), and NOVESA Phase II proof-of-concept trial for systemic sclerosis; and GLPG1205, a GPR84 inhibitor, which is in the PINTA Phase II proof of concept trial for treating IPF. In addition, it engages in the development of GLPG1972, which is in the ROCCELLA Phase 2b trial for treating osteoarthritis; and Toledo molecules, including GLPG3312, GLPG3970, and GLPG4399 for inflammation. The company has collaboration agreements with Gilead Sciences, Inc.; AbbVie S.Ã  r.l.; Novartis Pharma AG; Les Laboratoires Servier and Institut de Recherches Servier; and Ryvu Therapeutics S.A. Galapagos NV was founded in 1999 and is headquartered in Mechelen, Belgium."
city,Mechelen
phone,32 1 534 29 00
country,Belgium
companyOfficers,[]
website,https://www.glpg.com
maxAge,1
address1,Generaal De Wittelaan L11 A3
fax,32 1 534 29 01
industry,Biotechnology
ebitdaMargins,-0.30962
profitMargins,-0.33727002
grossMargins,0.03049
operatingCashflow,-377223008
revenueGrowth,-0.497
operatingMargins,-0.3548
ebitda,-162922000
targetLowPrice,61.2
recommendationKey,hold
grossProfits,6593000
freeCashflow,-93415128
targetMedianPrice,68.72
currentPrice,64.51
earningsGrowth,
currentRatio,8.716
returnOnAssets,-0.02111
numberOfAnalystOpinions,6
targetMeanPrice,73.23
debtToEquity,1.008
returnOnEquity,-0.075430006
targetHighPrice,100.32
totalCash,4874165248
totalDebt,26390000
totalRevenue,526195008
totalCashPerShare,74.381
financialCurrency,EUR
revenuePerShare,8.034
quickRatio,8.69
recommendationMean,2.6
exchange,NMS
shortName,Galapagos NV
longName,Galapagos NV
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,GLPG
messageBoardId,finmb_1716658
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,-0.682
beta3Year,
enterpriseToEbitda,2.203
52WeekChange,-0.37541592
morningStarRiskRating,
forwardEps,-3.67
revenueQuarterlyGrowth,
sharesOutstanding,65552700
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,39.942
sharesShort,377210
sharesPercentSharesOut,0.0058
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.13194999
netIncomeToCommon,-201010000
trailingEps,-3.044
lastDividendValue,
SandP52WeekChange,0.1853534
priceToBook,1.6150919
heldPercentInsiders,0
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,1.57
sharesShortPreviousMonthDate,1639526400
floatShares,43453679
beta,0.443482
enterpriseValue,-358961696
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,8.036573
dateShortInterest,1642118400
pegRatio,-23.38
ytdReturn,
forwardPE,-17.577658
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,717828
impliedSharesOutstanding,
category,
fiveYearAverageReturn,
previousClose,65.7
regularMarketOpen,63.8
twoHundredDayAverage,60.82085
trailingAnnualDividendYield,
payoutRatio,0
volume24Hr,
regularMarketDayHigh,65.25
navPrice,
averageDailyVolume10Day,894680
regularMarketPreviousClose,65.7
fiftyDayAverage,53.8124
trailingAnnualDividendRate,
open,63.8
toCurrency,
averageVolume10days,894680
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,63.695
currency,USD
regularMarketVolume,221438
lastMarket,
maxSupply,
openInterest,
marketCap,4228804864
volumeAllCurrencies,
strikePrice,
averageVolume,364806
dayLow,63.695
ask,64.34
askSize,1100
volume,221438
fiftyTwoWeekHigh,109.72
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,46.41
bid,64.19
tradeable,False
dividendYield,
bidSize,1100
dayHigh,65.25
regularMarketPrice,64.51
preMarketPrice,63.79
logo_url,https://logo.clearbit.com/glpg.com
