,info
zip,94089
sector,Technology
fullTimeEmployees,1000
longBusinessSummary,"JFrog Ltd. provides DevOps platform in the United States. The company's products include JFrog Artifactory, a package repository that allows teams and organizations to store, update, and manage their software packages at any scale; JFrog Pipelines, an integration/continuous delivery tool for automating and orchestrating the movement of software packages; JFrog Xray, which scan JFrog Artifactory; and JFrog Distribution that provides software package distribution with enterprise-grade performance. Its products include JFrog Artifactory Edge that utilizes and leverages metadata from JFrog Artifactory to facilitate the transfer of the incremental changes in software packages from their previous versions; JFrog Mission Control, a platform control panel that provides a view of moving pieces of an organization's software supply chain workflow; JFrog Insight, a DevOps intelligence tool; and JFrog Connect, a device management solution that allows companies to manage software updates and monitor performance across IoT device fleets from anywhere in the world. The company's products also comprise JFrog Pro, JFrog Pro Team, JFrog Pro X, JFrog Enterprise, JFrog Enterprise X, and JFrog Enterprise Plus products that offer ongoing updates, upgrades, and bug fixes, as well as cluster configuration, multi-site replication, and SLA support. It serves technology, financial services, retail, healthcare, and telecommunications organizations. JFrog Ltd. was incorporated in 2008 and is headquartered in Sunnyvale, California."
city,Sunnyvale
phone,408 329 1540
state,CA
country,United States
companyOfficers,[]
website,https://www.jfrog.com
maxAge,1
address1,270 East Caribbean Drive
industry,Software—Application
ebitdaMargins,-0.26534998
profitMargins,-0.31063998
grossMargins,0.79772
operatingCashflow,27902000
revenueGrowth,0.388
operatingMargins,-0.28373
ebitda,-54843000
targetLowPrice,30
recommendationKey,buy
grossProfits,164876000
freeCashflow,46097752
targetMedianPrice,42.5
currentPrice,23.57
earningsGrowth,
currentRatio,2.847
returnOnAssets,-0.04754
numberOfAnalystOpinions,8
targetMeanPrice,42
debtToEquity,4.276
returnOnEquity,-0.10767999
targetHighPrice,60
totalCash,421128000
totalDebt,27307000
totalRevenue,206683008
totalCashPerShare,4.324
financialCurrency,USD
revenuePerShare,2.181
quickRatio,2.691
recommendationMean,2.3
exchange,NMS
shortName,JFrog Ltd.
longName,JFrog Ltd.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,FROG
messageBoardId,finmb_212579473
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,9.2
beta3Year,
enterpriseToEbitda,-34.672
52WeekChange,-0.6158736
morningStarRiskRating,
forwardEps,0.09
revenueQuarterlyGrowth,
sharesOutstanding,97384896
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,6.562
sharesShort,4731636
sharesPercentSharesOut,0.049099997
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.62956
netIncomeToCommon,-64203000
trailingEps,-0.677
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,3.5918927
heldPercentInsiders,0.32215
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,6.2
sharesShortPreviousMonthDate,1640908800
floatShares,50521324
beta,
enterpriseValue,1901540480
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,11.105713
dateShortInterest,1643587200
pegRatio,-297.95
ytdReturn,
forwardPE,261.8889
lastCapGain,
shortPercentOfFloat,0.077800006
sharesShortPriorMonth,4819288
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,24.73
regularMarketOpen,24.52
twoHundredDayAverage,35.9346
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,24.76
navPrice,
averageDailyVolume10Day,956080
regularMarketPreviousClose,24.73
fiftyDayAverage,27.4488
trailingAnnualDividendRate,0
open,24.52
toCurrency,
averageVolume10days,956080
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,23.28
currency,USD
regularMarketVolume,1090608
lastMarket,
maxSupply,
openInterest,
marketCap,2295362048
volumeAllCurrencies,
strikePrice,
averageVolume,860545
dayLow,23.28
ask,23.57
askSize,800
volume,1090608
fiftyTwoWeekHigh,65.92
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,22.8
bid,22.8
tradeable,False
dividendYield,
bidSize,800
dayHigh,24.76
regularMarketPrice,23.57
preMarketPrice,
logo_url,https://logo.clearbit.com/jfrog.com
