,info
zip,04092
sector,Healthcare
fullTimeEmployees,10350
longBusinessSummary,"IDEXX Laboratories, Inc. develops, manufactures, and distributes products and services primarily for the companion animal veterinary, livestock and poultry, dairy, and water testing markets worldwide. The company operates through CAG; Water Quality Products; LPD; and Other segments. It provides point-of-care veterinary diagnostic products, including instruments, consumables, and rapid assay test kits; veterinary reference laboratory diagnostic and consulting services; practice management and diagnostic imaging systems and services for veterinarians; and health monitoring, biological materials testing, and laboratory animal diagnostic instruments and services for biomedical research community. The company also offers diagnostic and health-monitoring products for livestock, poultry, and dairy; products that test water for various microbiological contaminants; and point-of-care electrolytes and blood gas analyzers and SARS-CoV-2 RT-PCR that are used in the human point-of-care medical diagnostics market; in-clinic chemistry, blood and urine chemistry, hematology, and SediVue Dx analyzers; SNAP rapid assays test kits. In addition, it provides Colilert, Colilert-18, and Colisure tests, which detect the presence of total coliforms and E. coli in water; Enterolert, Pseudalert, Filta-Max and Filta-Max xpress, Legiolert, and Quanti-Tray products; veterinary software and services for independent veterinary clinics and corporate groups. The company markets its products through marketing, customer service, sales, and technical service groups, as well as through independent distributors and other resellers. IDEXX Laboratories, Inc. was incorporated in 1983 and is headquartered in Westbrook, Maine."
city,Westbrook
phone,207 556 0300
state,ME
country,United States
companyOfficers,[]
website,https://www.idexx.com
maxAge,1
address1,One IDEXX Drive
fax,207 556 4346
industry,Diagnostics & Research
ebitdaMargins,0.3224
profitMargins,0.23165001
grossMargins,0.58763003
operatingCashflow,755545984
revenueGrowth,0.111
operatingMargins,0.28987
ebitda,1036624000
targetLowPrice,605
recommendationKey,buy
grossProfits,1889432000
freeCashflow,534410496
targetMedianPrice,700
currentPrice,489.45
earningsGrowth,-0.061
currentRatio,1.252
returnOnAssets,0.24622
numberOfAnalystOpinions,7
targetMeanPrice,682.43
debtToEquity,149.425
returnOnEquity,1.1261699
targetHighPrice,750
totalCash,144454000
totalDebt,1031022976
totalRevenue,3215360000
totalCashPerShare,1.715
financialCurrency,USD
revenuePerShare,37.739
quickRatio,0.747
recommendationMean,2.1
exchange,NMS
shortName,"IDEXX Laboratories, Inc."
longName,"IDEXX Laboratories, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,IDXX
messageBoardId,finmb_29729
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,13.1
beta3Year,
enterpriseToEbitda,40.634
52WeekChange,-0.0883947
morningStarRiskRating,
forwardEps,11.02
revenueQuarterlyGrowth,
sharesOutstanding,84793600
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,8.16
sharesShort,840983
sharesPercentSharesOut,0.0099
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.87328005
netIncomeToCommon,744844992
trailingEps,8.6
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,59.98162
heldPercentInsiders,0.0094
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,1.47
sharesShortPreviousMonthDate,1640908800
floatShares,83394799
beta,1.054699
enterpriseValue,42122285056
priceHint,2
threeYearAverageReturn,
lastSplitDate,1434412800
lastSplitFactor,2:1
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,-0.069
priceToSalesTrailing12Months,12.907491
dateShortInterest,1643587200
pegRatio,2.15
ytdReturn,
forwardPE,44.4147
lastCapGain,
shortPercentOfFloat,0.0112
sharesShortPriorMonth,862427
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,493.35
regularMarketOpen,495.04
twoHundredDayAverage,613.337
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,497
navPrice,
averageDailyVolume10Day,426440
regularMarketPreviousClose,493.35
fiftyDayAverage,558.6678
trailingAnnualDividendRate,0
open,495.04
toCurrency,
averageVolume10days,426440
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,486.11
currency,USD
trailingPE,56.91279
regularMarketVolume,497354
lastMarket,
maxSupply,
openInterest,
marketCap,41502228480
volumeAllCurrencies,
strikePrice,
averageVolume,476975
dayLow,486.11
ask,491.29
askSize,900
volume,497354
fiftyTwoWeekHigh,706.95
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,460.36
bid,489.45
tradeable,False
dividendYield,
bidSize,900
dayHigh,497
regularMarketPrice,489.45
preMarketPrice,
logo_url,https://logo.clearbit.com/idexx.com
