,info
zip,22102
sector,Technology
fullTimeEmployees,4000
longBusinessSummary,"Cvent Holding Corp. provides a cloud-based enterprise event marketing and management platform for meetings and events value ecosystem in North America and internationally. The company's Event Cloud consists of event marketing and management solutions that enables marketers and planners to maximize engagement and ROI from their virtual in-person or hybrid events. Its Hospitality Cloud provides hotels, venues, and destinations with online marketing solutions for marketing their events business to planners; and software solutions that automate the events sales cycle and enhancing collaboration with planners to design and manage events. The company sells its platform primarily through a direct inside sales team. Cvent Holding Corp. was founded in 1999 and is headquartered in Tysons, Virginia."
city,Tysons
phone,703 226 3500
state,VA
country,United States
companyOfficers,[]
website,https://www.cvent.com
maxAge,1
address1,1765 Greensboro Station Place
industry,Software—Application
address2,7th Floor
ebitdaMargins,0.03931
profitMargins,-0.16580999
grossMargins,0.62749
operatingCashflow,96827000
revenueGrowth,0.131
operatingMargins,-0.09149
ebitda,19249000
targetLowPrice,8
recommendationKey,buy
grossProfits,322450000
freeCashflow,
targetMedianPrice,11
currentPrice,6.6
earningsGrowth,
currentRatio,0.692
returnOnAssets,
numberOfAnalystOpinions,3
targetMeanPrice,10
debtToEquity,71.227
returnOnEquity,
targetHighPrice,11
totalCash,118102000
totalDebt,798580992
totalRevenue,489643008
totalCashPerShare,128.685
financialCurrency,USD
revenuePerShare,533.655
quickRatio,0.581
recommendationMean,2.2
exchange,NGM
shortName,Cvent Holding Corp.
longName,Cvent Holding Corp.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,CVT
messageBoardId,finmb_515923
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,1.402
beta3Year,
enterpriseToEbitda,35.66
52WeekChange,-0.48853755
morningStarRiskRating,
forwardEps,0.12
revenueQuarterlyGrowth,
sharesOutstanding,481121984
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,1221.644
sharesShort,188260
sharesPercentSharesOut,0.0004
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.93504995
netIncomeToCommon,-81187000
trailingEps,-88.484
lastDividendValue,
SandP52WeekChange,0.13729191
priceToBook,0.0054025557
heldPercentInsiders,0.03483
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,1.15
sharesShortPreviousMonthDate,1640908800
floatShares,111159
beta,
enterpriseValue,686416896
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,6.485143
dateShortInterest,1643587200
pegRatio,
ytdReturn,
forwardPE,55
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,212769
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,6.47
regularMarketOpen,6.46
twoHundredDayAverage,9.400025
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,7.09
navPrice,
averageDailyVolume10Day,115010
regularMarketPreviousClose,6.47
fiftyDayAverage,7.5772
trailingAnnualDividendRate,0
open,6.46
toCurrency,
averageVolume10days,115010
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,6.41
currency,USD
regularMarketVolume,38810
lastMarket,
maxSupply,
openInterest,
marketCap,3175405056
volumeAllCurrencies,
strikePrice,
averageVolume,346946
dayLow,6.41
ask,7
askSize,900
volume,38810
fiftyTwoWeekHigh,13.279
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,6
bid,6.85
tradeable,False
dividendYield,
bidSize,1300
dayHigh,7.09
regularMarketPrice,6.6
preMarketPrice,
logo_url,https://logo.clearbit.com/cvent.com
