,info
zip,2000
sector,Technology
fullTimeEmployees,7388
longBusinessSummary,"Atlassian Corporation Plc, through its subsidiaries, designs, develops, licenses, and maintains various software products worldwide. Its products include JIRA, a workflow management system for teams to plan, track, collaborate, and manage work, and projects; Jira Service Management, a service desk product for creating and managing service experiences for various service team providers, including IT, legal, and HR teams; Jira Align for enterprise agile planning; Opsgenie, an incident management tool that centralizes alerts and notifies right people at right time; and Statuspage for incident communication. The company also provides Confluence, a remote-friendly team workspace used to build, organize, and collaborate on work virtually for team content creation and sharing; and Trello, a collaboration product, that manages projects, organizes tasks, and builds team spirit for capturing and adding structure to fluid, fast-forming work for teams. In addition, it offers Bitbucket for code sharing and management; and various other products, such as Atlassian cloud apps, Bamboo, Crowd, Crucible, Fisheye, Halp, Sourcetree, and Statuspage. Atlassian Corporation Plc was founded in 2002 and is headquartered in Sydney, Australia."
city,Sydney
phone,61 2 9262 1443
state,NSW
country,Australia
companyOfficers,[]
website,https://www.atlassian.com
maxAge,1
address1,341 George Street
industry,Software—Application
address2,Level 6
ebitdaMargins,0.03023
profitMargins,-0.21837
grossMargins,0.83778
operatingCashflow,861473024
revenueGrowth,0.373
operatingMargins,0.01742
ebitda,73480000
targetLowPrice,330
recommendationKey,buy
grossProfits,1754821000
freeCashflow,-356506368
targetMedianPrice,408
currentPrice,298.07
earningsGrowth,
currentRatio,1.075
returnOnAssets,0.00837
numberOfAnalystOpinions,20
targetMeanPrice,427
debtToEquity,1074.681
returnOnEquity,-3.62616
targetHighPrice,600
totalCash,986022976
totalDebt,1328574976
totalRevenue,2430817024
totalCashPerShare,3.89
financialCurrency,USD
revenuePerShare,9.66
quickRatio,0.984
recommendationMean,1.9
exchange,NMS
shortName,Atlassian Corporation Plc
longName,Atlassian Corporation Plc
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,TEAM
messageBoardId,finmb_253891410
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,31.224
beta3Year,
enterpriseToEbitda,1032.925
52WeekChange,0.2367537
morningStarRiskRating,
forwardEps,1.98
revenueQuarterlyGrowth,
sharesOutstanding,141154000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,0.488
sharesShort,3912252
sharesPercentSharesOut,0.0154
fundFamily,
lastFiscalYearEnd,1625011200
heldPercentInstitutions,0.91686994
netIncomeToCommon,-530807008
trailingEps,-2.109
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,610.7992
heldPercentInsiders,0.0057
nextFiscalYearEnd,1688083200
yield,
mostRecentQuarter,1640908800
shortRatio,1.39
sharesShortPreviousMonthDate,1640908800
floatShares,138981718
beta,0.919443
enterpriseValue,75899346944
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,31.082912
dateShortInterest,1643587200
pegRatio,10.95
ytdReturn,
forwardPE,150.5404
lastCapGain,
shortPercentOfFloat,0.0279
sharesShortPriorMonth,2893261
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,304
regularMarketOpen,304.2
twoHundredDayAverage,333.6074
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,310.97
navPrice,
averageDailyVolume10Day,1583820
regularMarketPreviousClose,304
fiftyDayAverage,331.4092
trailingAnnualDividendRate,0
open,304.2
toCurrency,
averageVolume10days,1583820
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,297.04
currency,USD
regularMarketVolume,1609878
lastMarket,
maxSupply,
openInterest,
marketCap,75556872192
volumeAllCurrencies,
strikePrice,
averageVolume,1964933
dayLow,297.04
ask,297
askSize,900
volume,1609878
fiftyTwoWeekHigh,483.13
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,198.8
bid,290
tradeable,False
dividendYield,
bidSize,800
dayHigh,310.97
regularMarketPrice,298.07
preMarketPrice,
logo_url,https://logo.clearbit.com/atlassian.com
