,info
zip,C1106BKK
sector,Energy
longBusinessSummary,"YPF Sociedad AnÃ³nima, an energy company, operates in the oil and gas upstream and downstream activities in Argentina. The company's upstream operations consist of the exploration, development, and production of crude oil, natural gas, and liquefied petroleum gas (LPG). Its downstream operations include the refining, marketing, transportation, and distribution of oil, petroleum products, petroleum derivatives, petrochemicals, LPG, and bio-fuels, as well as in gas separation and natural gas distribution operations. As of December 31, 2020, it had interests in 123 oil and gas fields; approximately 483 million barrels (mmbbl) of oil; and approximately 2,110 billion cubic feet (bcf) of gas. It also had a retail distribution network of 1,632 YPF-branded service stations; 20 exploration permits, including 16 onshore and four offshore exploration permits, as well as 103 production concessions; and 36 crude oil treatment plants and 11 pumping plants. In addition, the company owns and operates three refineries with combined annual refining capacity of approximately 116 mmbbl; approximately 2,800 kilometers of crude oil pipelines with approximately 640,000 barrels of aggregate daily transportation capacity of refined products; and crude oil tankage of approximately 7 mmbbl, as well as maintains terminal facilities at five Argentine ports. Further, it participates in 18 power generation plants with an aggregate installed capacity of 2,858 megawatts; offers diesel, fertilizers, lubricants, phytosanitary products, and ensiling bags; and supplies diesel, gasoline, fuel oil, coal, asphalts, paraffin, and sulfur, CO2, decanted oil, and aromatic extract. The company was founded in 1977 and is headquartered in Buenos Aires, Argentina."
city,Buenos Aires
phone,54 11 5441 2000
country,Argentina
companyOfficers,[]
website,https://www.ypf.com
maxAge,1
address1,Macacha GUeemes 515
fax,54 11 5775 2165
industry,Oil & Gas Integrated
ebitdaMargins,0.28118
profitMargins,0.018
grossMargins,0.18698
operatingCashflow,360714993664
revenueGrowth,1.038
operatingMargins,0.056789998
ebitda,306991988736
targetLowPrice,1.3
recommendationKey,underperform
grossProfits,47343000000
freeCashflow,55304749056
targetMedianPrice,4.15
currentPrice,4.29
earningsGrowth,
currentRatio,1.165
returnOnAssets,0.019299999
numberOfAnalystOpinions,10
targetMeanPrice,3.91
debtToEquity,100.222
returnOnEquity,0.025610002
targetHighPrice,5.7
totalCash,101963997184
totalDebt,787015008256
totalRevenue,1091793977344
totalCashPerShare,259.244
financialCurrency,ARS
revenuePerShare,2780.256
quickRatio,0.742
recommendationMean,3.6
exchange,NYQ
shortName,YPF Sociedad Anonima
longName,YPF Sociedad Anónima
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,YPF
messageBoardId,finmb_382296
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,0.636
beta3Year,
enterpriseToEbitda,2.261
52WeekChange,0.043795586
morningStarRiskRating,
forwardEps,1.71
revenueQuarterlyGrowth,
sharesOutstanding,393312992
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,1977.561
sharesShort,7258550
sharesPercentSharesOut,0.0185
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.1004
netIncomeToCommon,19651999744
trailingEps,0.469
lastDividendValue,0.138
SandP52WeekChange,0.12185478
priceToBook,0.0021693388
heldPercentInsiders,0
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,3.01
sharesShortPreviousMonthDate,1640908800
floatShares,192672138
beta,2.089117
enterpriseValue,694210330624
priceHint,4
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1562630400
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,0.0015454498
dateShortInterest,1643587200
pegRatio,2.25
ytdReturn,
forwardPE,2.508772
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,4159946
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,4.32
regularMarketOpen,4.26
twoHundredDayAverage,4.4604
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,4.375
navPrice,
averageDailyVolume10Day,2055890
regularMarketPreviousClose,4.32
fiftyDayAverage,4.0482
trailingAnnualDividendRate,0
open,4.26
toCurrency,
averageVolume10days,2055890
expireDate,
algorithm,
dividendRate,
exDividendDate,1562630400
circulatingSupply,
startDate,
regularMarketDayLow,4.24
currency,USD
trailingPE,9.147121
regularMarketVolume,1623288
lastMarket,
maxSupply,
openInterest,
marketCap,1687312768
volumeAllCurrencies,
strikePrice,
averageVolume,2855291
dayLow,4.24
ask,4.28
askSize,4000
volume,1623288
fiftyTwoWeekHigh,5.86
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,3.34
bid,3.4
tradeable,False
dividendYield,
bidSize,1100
dayHigh,4.375
regularMarketPrice,4.29
preMarketPrice,
logo_url,https://logo.clearbit.com/ypf.com
