,info
zip,04344-902
sector,Financial Services
fullTimeEmployees,99600
longBusinessSummary,"ItaÃº Unibanco Holding S.A. provides a range of financial products and services in Brazil and internationally. The company operates through three segments: Retail Banking, Wholesale Banking, and Activities with the Market + Corporation. It offers various deposit products, as well as loans and credit cards; investment banking services; real estate lending services; financing and investment services; and leasing and foreign exchange services. The company also provides property and casualty insurance products covering loss, damage, or liabilities for assets or persons, as well as life insurance products covering death and personal accident; and reinsurance products. It serves retail customers, account and non-account holders, individuals and legal entities, high income clients, microenterprises, and companies. The company was formerly known as ItaÃº Unibanco Banco MÃºltiplo S.A. and changed its name to ItaÃº Unibanco Holding S.A. in April 2009. The company was incorporated in 1924 and is headquartered in SÃ£o Paulo, Brazil. ItaÃº Unibanco Holding S.A. operates a subsidiary of IUPAR - ItaÃº Unibanco ParticipaÃ§Ãµes S.A."
city,SÃ£o Paulo
phone,55 11 5019 1267
state,SP
country,Brazil
companyOfficers,[]
website,https://www.itau.com.br
maxAge,1
address1,PraCa Alfredo Egydio de Souza Aranha
industry,Banks—Regional
address2,"100,Torre Olavo Setubal Parque Jabaquara"
ebitdaMargins,0
profitMargins,0.23893999
grossMargins,0
operatingCashflow,18744000512
revenueGrowth,-0.108
operatingMargins,0.40214002
ebitda,
targetLowPrice,4.5
recommendationKey,buy
grossProfits,111995000000
freeCashflow,
targetMedianPrice,5.8
currentPrice,5.06
earningsGrowth,-0.275
currentRatio,
returnOnAssets,0.01388
numberOfAnalystOpinions,7
targetMeanPrice,5.79
debtToEquity,
returnOnEquity,0.17796
targetHighPrice,7.2
totalCash,376617992192
totalDebt,637271015424
totalRevenue,111995002880
totalCashPerShare,38.509
financialCurrency,BRL
revenuePerShare,11.455
quickRatio,
recommendationMean,2.1
exchange,NYQ
shortName,Itau Unibanco Banco Holding SA
longName,Itaú Unibanco Holding S.A.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,ITUB
messageBoardId,finmb_873831
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,2.873
beta3Year,
enterpriseToEbitda,
52WeekChange,0.3199526
morningStarRiskRating,
forwardEps,0.58
revenueQuarterlyGrowth,
sharesOutstanding,9779890176
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,15.63
sharesShort,38832456
sharesPercentSharesOut,0.004
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.22833
netIncomeToCommon,26759999488
trailingEps,0.526
lastDividendValue,0.003
SandP52WeekChange,0.12185478
priceToBook,0.3237364
heldPercentInsiders,2.0000001e-05
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,0.87
sharesShortPreviousMonthDate,1640908800
floatShares,5271654443
beta,0.911777
enterpriseValue,321751252992
priceHint,2
threeYearAverageReturn,
lastSplitDate,1633305600
lastSplitFactor,1213:1000
legalType,
lastDividendDate,1643673600
morningStarOverallRating,
earningsQuarterlyGrowth,-0.266
priceToSalesTrailing12Months,0.44186115
dateShortInterest,1643587200
pegRatio,0.46
ytdReturn,
forwardPE,8.724138
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,24446051
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,5.01
regularMarketOpen,5.08
twoHundredDayAverage,4.481153
trailingAnnualDividendYield,0.12714571
payoutRatio,0.2168
volume24Hr,
regularMarketDayHigh,5.12
navPrice,
averageDailyVolume10Day,56939710
regularMarketPreviousClose,5.01
fiftyDayAverage,4.237
trailingAnnualDividendRate,0.637
open,5.08
toCurrency,
averageVolume10days,56939710
expireDate,
algorithm,
dividendRate,0.14
exDividendDate,1643673600
circulatingSupply,
startDate,
regularMarketDayLow,5.03
currency,USD
trailingPE,9.619771
regularMarketVolume,59024786
lastMarket,
maxSupply,
openInterest,
marketCap,49486241792
volumeAllCurrencies,
strikePrice,
averageVolume,46541153
dayLow,5.03
ask,5.3
askSize,34100
volume,59024786
fiftyTwoWeekHigh,5.57296
fromCurrency,
fiveYearAvgDividendYield,2.03
fiftyTwoWeekLow,3.553174
bid,5.04
tradeable,False
dividendYield,0.0269
bidSize,42300
dayHigh,5.12
regularMarketPrice,5.06
preMarketPrice,
logo_url,https://logo.clearbit.com/itau.com.br
