,info
zip,10001
sector,Real Estate
fullTimeEmployees,183
longBusinessSummary,"W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $18 billion and a diversified portfolio of operationally-critical commercial real estate that includes 1,215 net lease properties covering approximately 142 million square feet as of September 30, 2020. For nearly five decades, the company has invested in high-quality single-tenant industrial, warehouse, office, retail and self-storage properties subject to long-term net leases with built-in rent escalators. Its portfolio is located primarily in the U.S. and Northern and Western Europe and is well-diversified by tenant, property type, geographic location and tenant industry."
city,New York
phone,212-492-8920
state,NY
country,United States
companyOfficers,[]
website,https://www.wpcarey.com
maxAge,1
address1,One Manhattan West
industry,REIT—Diversified
address2,"395 9th Avenue, 58th Floor"
ebitdaMargins,0.91025
profitMargins,0.31954
grossMargins,0.95499
operatingCashflow,926478976
revenueGrowth,0.009
operatingMargins,0.49397
ebitda,1167897984
targetLowPrice,80
recommendationKey,buy
grossProfits,1225309000
freeCashflow,795528768
targetMedianPrice,86
currentPrice,76.36
earningsGrowth,-0.301
currentRatio,1.707
returnOnAssets,0.02624
numberOfAnalystOpinions,8
targetMeanPrice,86.5
debtToEquity,91.501
returnOnEquity,0.05672
targetHighPrice,92
totalCash,165428000
totalDebt,6938960896
totalRevenue,1283054976
totalCashPerShare,0.868
financialCurrency,USD
revenuePerShare,7.031
quickRatio,1.536
recommendationMean,2.4
exchange,NYQ
shortName,W. P. Carey Inc. REIT
longName,W. P. Carey Inc.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,WPC
messageBoardId,finmb_24043
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,16.624
beta3Year,
enterpriseToEbitda,18.264
52WeekChange,0.109399915
morningStarRiskRating,
forwardEps,2.51
revenueQuarterlyGrowth,
sharesOutstanding,190607008
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,39.901
sharesShort,3511930
sharesPercentSharesOut,0.0189
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.60944
netIncomeToCommon,409988000
trailingEps,2.24
lastDividendValue,1.055
SandP52WeekChange,0.12185478
priceToBook,1.9137365
heldPercentInsiders,0.0109
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,4.13
sharesShortPreviousMonthDate,1640908800
floatShares,188655618
beta,0.778717
enterpriseValue,21329983488
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1640822400
morningStarOverallRating,
earningsQuarterlyGrowth,-0.26
priceToSalesTrailing12Months,11.343825
dateShortInterest,1643587200
pegRatio,
ytdReturn,
forwardPE,30.422312
lastCapGain,
shortPercentOfFloat,0.0219
sharesShortPriorMonth,3756891
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,76.07
regularMarketOpen,75.81
twoHundredDayAverage,77.46375
trailingAnnualDividendYield,0.055278033
payoutRatio,1.8772
volume24Hr,
regularMarketDayHigh,76.61
navPrice,
averageDailyVolume10Day,915760
regularMarketPreviousClose,76.07
fiftyDayAverage,78.4526
trailingAnnualDividendRate,4.205
open,75.81
toCurrency,
averageVolume10days,915760
expireDate,
algorithm,
dividendRate,4.22
exDividendDate,1640822400
circulatingSupply,
startDate,
regularMarketDayLow,75.7
currency,USD
trailingPE,34.089287
regularMarketVolume,810875
lastMarket,
maxSupply,
openInterest,
marketCap,14554750976
volumeAllCurrencies,
strikePrice,
averageVolume,878154
dayLow,75.7
ask,77.87
askSize,800
volume,810875
fiftyTwoWeekHigh,83.19
fromCurrency,
fiveYearAvgDividendYield,5.78
fiftyTwoWeekLow,66.12
bid,72
tradeable,False
dividendYield,0.0553
bidSize,800
dayHigh,76.61
regularMarketPrice,76.36
preMarketPrice,
logo_url,https://logo.clearbit.com/wpcarey.com
