,info
zip,75205
sector,Financial Services
fullTimeEmployees,4900
longBusinessSummary,"Hilltop Holdings Inc. provides business and consumer banking, and financial products and services. It operates through three segments: Banking, Broker-Dealer, and Mortgage Origination. The Banking segment offers savings, checking, interest-bearing checking, and money market accounts; certificates of deposit; lines and letters of credit, home improvement and equity loans, loans for purchasing and carrying securities, equipment loans and leases, agricultural and commercial real estate loans, and other loans; and commercial and industrial loans, and term and construction finance. This segment also provides treasury management, wealth management, asset management, check cards, safe deposit boxes, online banking, bill pay, trust, and overdraft services; and estate planning, management and administration, investment portfolio management, employee benefit accounts, and individual retirement accounts, as well as automated teller machines. The Broker-Dealer segment offers public finance services that assist public entities in originating, syndicating, and distributing securities of municipalities and political subdivisions; specialized advisory and investment banking services; advice and guidance to arbitrage rebate compliance, portfolio management, and local government investment pool administration; structured finance services, which include advisory services for derivatives and commodities; sells, trades in, and underwrites U.S. government and government agency bonds, corporate bonds, and municipal bonds, as well as mortgage-backed, asset-backed, and commercial mortgage-backed securities and structured products. This segment also provides asset and liability management advisory, clearing, retail, and securities lending services. The Mortgage Origination segment offers mortgage, jumbo, Federal Housing Administration, Veterans Affairs, and United States Department of Agriculture loans. Hilltop Holdings Inc. was founded in 1998 and is headquartered in Dallas, Texas."
city,Dallas
phone,214 855 2177
state,TX
country,United States
companyOfficers,[]
website,https://www.hilltop-holdings.com
maxAge,1
address1,6565 Hillcrest Avenue
industry,Banks—Regional
ebitdaMargins,0
profitMargins,0.20990999
grossMargins,0
operatingCashflow,1079341952
revenueGrowth,-0.209
operatingMargins,0.28151
ebitda,
targetLowPrice,35
recommendationKey,hold
grossProfits,2018155000
freeCashflow,
targetMedianPrice,37
currentPrice,32.205
earningsGrowth,-0.323
currentRatio,
returnOnAssets,0.025109999
numberOfAnalystOpinions,4
targetMeanPrice,36.75
debtToEquity,
returnOnEquity,0.17747
targetHighPrice,38
totalCash,3318678016
totalDebt,2659560960
totalRevenue,2042550016
totalCashPerShare,42.03
financialCurrency,USD
revenuePerShare,24.746
quickRatio,
recommendationMean,2.8
exchange,NYQ
shortName,Hilltop Holdings Inc.
longName,Hilltop Holdings Inc.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,HTH
messageBoardId,finmb_24451
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,1.002
beta3Year,
enterpriseToEbitda,
52WeekChange,0.12949395
morningStarRiskRating,
forwardEps,2.95
revenueQuarterlyGrowth,
sharesOutstanding,78960600
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,31.363
sharesShort,1933228
sharesPercentSharesOut,0.024500001
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.65602994
netIncomeToCommon,425020992
trailingEps,5.163
lastDividendValue,0.12
SandP52WeekChange,0.16484392
priceToBook,1.026847
heldPercentInsiders,0.24004999
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,4.41
sharesShortPreviousMonthDate,1639526400
floatShares,60134818
beta,1.093765
enterpriseValue,2045987328
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1636675200
morningStarOverallRating,
earningsQuarterlyGrowth,-0.394
priceToSalesTrailing12Months,1.2449763
dateShortInterest,1642118400
pegRatio,0.85
ytdReturn,
forwardPE,10.916949
lastCapGain,
shortPercentOfFloat,0.0555
sharesShortPriorMonth,2062177
impliedSharesOutstanding,
category,
fiveYearAverageReturn,
previousClose,33.93
regularMarketOpen,35.06
twoHundredDayAverage,34.87555
trailingAnnualDividendYield,0.013262599
payoutRatio,0.0881
volume24Hr,
regularMarketDayHigh,35.08
navPrice,
averageDailyVolume10Day,358710
regularMarketPreviousClose,33.93
fiftyDayAverage,35.6076
trailingAnnualDividendRate,0.45
open,35.06
toCurrency,
averageVolume10days,358710
expireDate,
algorithm,
dividendRate,0.48
exDividendDate,1636675200
circulatingSupply,
startDate,
regularMarketDayLow,31.71
currency,USD
trailingPE,6.237653
regularMarketVolume,942714
lastMarket,
maxSupply,
openInterest,
marketCap,2542926336
volumeAllCurrencies,
strikePrice,
averageVolume,386785
dayLow,31.71
ask,32.01
askSize,900
volume,942714
fiftyTwoWeekHigh,39.6
fromCurrency,
fiveYearAvgDividendYield,1.25
fiftyTwoWeekLow,29.78
bid,32
tradeable,False
dividendYield,0.014099999
bidSize,800
dayHigh,35.08
regularMarketPrice,32.205
preMarketPrice,35.09
logo_url,https://logo.clearbit.com/hilltop-holdings.com
