,info
zip,80237
sector,Financial Services
longBusinessSummary,"The Western Union Company provides money movement and payment services worldwide. It operates in two segments, Consumer-to-Consumer and Business Solutions. The Consumer-to-Consumer segment facilitates money transfers between two consumers, primarily through a network of third-party agents and sub-agents. This segment offers international cross-border transfers and intra-country transfers, as well as money transfer transactions through websites and mobile devices. The Business Solutions segment provides payment and foreign exchange solutions, primarily cross-border and cross-currency transactions for small and medium size enterprises, other organizations, and individuals; and foreign currency forward and option contracts. The company also offers bill payment services that facilitates payments from consumers to businesses and other organizations, as well as offers money order and other services. It serves primarily through a network of agents. The Western Union Company was founded in 1851 and is headquartered in Denver, Colorado."
city,Denver
phone,866-405-5012
state,CO
country,United States
companyOfficers,[]
website,https://www.westernunion.com
maxAge,1
address1,7001 East Belleview Avenue
industry,Credit Services
ebitdaMargins,0.26253998
profitMargins,0.15890999
grossMargins,0.42881
operatingCashflow,1045299968
revenueGrowth,0.01
operatingMargins,0.22148001
ebitda,1331299968
targetLowPrice,15.5
recommendationKey,hold
grossProfits,2174400000
freeCashflow,-966600000
targetMedianPrice,20
currentPrice,19.73
earningsGrowth,0.001
currentRatio,0.54
returnOnAssets,0.076630004
numberOfAnalystOpinions,15
targetMeanPrice,20.23
debtToEquity,846.007
returnOnEquity,2.97233
targetHighPrice,25
totalCash,1208300032
totalDebt,3008399872
totalRevenue,5070799872
totalCashPerShare,3.068
financialCurrency,USD
revenuePerShare,12.465
quickRatio,0.242
recommendationMean,3
exchange,NYQ
shortName,Western Union Company (The)
longName,The Western Union Company
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,WU
messageBoardId,finmb_909408
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,1.887
beta3Year,
enterpriseToEbitda,7.188
52WeekChange,-0.17447698
morningStarRiskRating,
forwardEps,2.1
revenueQuarterlyGrowth,
sharesOutstanding,393800000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,0.903
sharesShort,37959615
sharesPercentSharesOut,0.094399996
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.99832
netIncomeToCommon,805800000
trailingEps,1.97
lastDividendValue,0.235
SandP52WeekChange,0.12185478
priceToBook,21.84939
heldPercentInsiders,0.00593
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,6.02
sharesShortPreviousMonthDate,1640908800
floatShares,391555340
beta,0.908503
enterpriseValue,9569773568
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1639612800
morningStarOverallRating,
earningsQuarterlyGrowth,-0.047
priceToSalesTrailing12Months,1.5322382
dateShortInterest,1643587200
pegRatio,1.23
ytdReturn,
forwardPE,9.395238
lastCapGain,
shortPercentOfFloat,0.1251
sharesShortPriorMonth,41294502
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,19.81
regularMarketOpen,19.88
twoHundredDayAverage,20.7835
trailingAnnualDividendYield,0.047450785
payoutRatio,0.4772
volume24Hr,
regularMarketDayHigh,20.02
navPrice,
averageDailyVolume10Day,6313900
regularMarketPreviousClose,19.81
fiftyDayAverage,18.4662
trailingAnnualDividendRate,0.94
open,19.88
toCurrency,
averageVolume10days,6313900
expireDate,
algorithm,
dividendRate,0.94
exDividendDate,1647388800
circulatingSupply,
startDate,
regularMarketDayLow,19.42
currency,USD
trailingPE,10.015228
regularMarketVolume,5587915
lastMarket,
maxSupply,
openInterest,
marketCap,7769673728
volumeAllCurrencies,
strikePrice,
averageVolume,7738385
dayLow,19.42
ask,20
askSize,1100
volume,5587915
fiftyTwoWeekHigh,26.61
fromCurrency,
fiveYearAvgDividendYield,3.86
fiftyTwoWeekLow,15.69
bid,19.73
tradeable,False
dividendYield,0.0476
bidSize,2900
dayHigh,20.02
regularMarketPrice,19.73
preMarketPrice,
logo_url,https://logo.clearbit.com/westernunion.com
