,info
zip,201210
sector,Healthcare
fullTimeEmployees,1194
longBusinessSummary,"Zai Lab Limited develops and commercializes therapies to treat oncology, autoimmune disorders, and infectious diseases primarily in Greater China. The company's commercial products include Zejula for the treatment of breast cancer and non-small cell lung cancer; Optune, a device that delivers tumor treating fields; and Qinlock to treat gastrointestinal stromal tumors. It also develops Odronextamab to treat follicular lymphoma, diffuse large B-cell lymphoma, and other lymphomas; Repotrectinib, a tyrosine kinase inhibitor (TKI) to target ROS1 and TRK A/B/C in TKI-naÃ¯ve- or -pretreated cancer patients; Margetuximab for the treatment of breast and gastroesophageal cancers; and Bemarituzumab to treat gastric and gastroesophageal junction cancer. In addition, the company develops CLN-081 for the treatment of patients with EGFR exon 20 insertion NSCLC; TPX-0022, an orally bioavailable multi-targeted kinase inhibitor; Tebotelimab, a tetravalent IgG4 monoclonal antibody; Retifanlimab that inhibits interactions between PD-1 and its ligands; ZL-2309, an orally active, selective, and ATP-competitive cell division cycle 7 (CDC7) kinase inhibitor; ZL-1201, a humanized IgG4 monoclonal antibody; Efgartigimod to reduce disease-causing immunoglobulin G antibodies; ZL-1102, a human nanobody targeting interleukin-17; and Sulbactam/durlobactam for the treatment of serious infections caused by Acinetobacter. It has development, license, and collaboration agreements with GlaxoSmithKline; Paratek Bermuda, Ltd.; Five Prime Therapeutics, Inc.; Entasis Therapeutics Holdings, Inc.; Crescendo Biologics Ltd.; Novocure Limited; MacroGenics Inc.; Deciphera Pharmaceuticals, LLC; Incyte Corporation; Regeneron Ireland Designated Activity Company; Turning Point Therapeutics Inc; Cullinan Pearl Corp.; Takeda Pharmaceutical Company Limited; SchrÃ¶dinger, Inc.; argenx BV; and Geneseeq Technology Inc. The company was incorporated in 2013 and is headquartered in Shanghai, China."
city,Shanghai
phone,86 21 6163 2588
country,China
companyOfficers,[]
website,https://www.zailaboratory.com
maxAge,1
address1,Jinchuang Plaza
industry,Biotechnology
address2,"Building 1, Fourth Floor 4560 Jinke Road Pudong"
ebitdaMargins,0
profitMargins,0
grossMargins,0.67582
operatingCashflow,-440572000
revenueGrowth,1.942
operatingMargins,-4.99956
ebitda,-570124992
targetLowPrice,64
recommendationKey,strong_buy
grossProfits,32222000
freeCashflow,-355670496
targetMedianPrice,163.25
currentPrice,59.33
earningsGrowth,
currentRatio,14.455
returnOnAssets,-0.23801
numberOfAnalystOpinions,12
targetMeanPrice,159.53
debtToEquity,1.068
returnOnEquity,-0.41287
targetHighPrice,231
totalCash,1568498048
totalDebt,16964000
totalRevenue,115235000
totalCashPerShare,16.269
financialCurrency,USD
revenuePerShare,1.266
quickRatio,14.191
recommendationMean,1.5
exchange,NGM
shortName,Zai Lab Limited
longName,Zai Lab Limited
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,ZLAB
messageBoardId,finmb_271123063
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,36.173
beta3Year,
enterpriseToEbitda,-7.311
52WeekChange,-0.64428324
morningStarRiskRating,
forwardEps,-4.48
revenueQuarterlyGrowth,
sharesOutstanding,96408704
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,16.672
sharesShort,3511303
sharesPercentSharesOut,0.0364
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.70148003
netIncomeToCommon,-569193024
trailingEps,-6.254
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,3.5586612
heldPercentInsiders,0.00044
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,6.01
sharesShortPreviousMonthDate,1640908800
floatShares,84357650
beta,1.291739
enterpriseValue,4168396800
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,49.63708
dateShortInterest,1643587200
pegRatio,
ytdReturn,
forwardPE,-13.243304
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,2844450
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,56.68
regularMarketOpen,56.6
twoHundredDayAverage,113.42365
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,59.419
navPrice,
averageDailyVolume10Day,639280
regularMarketPreviousClose,56.68
fiftyDayAverage,57.0662
trailingAnnualDividendRate,0
open,56.6
toCurrency,
averageVolume10days,639280
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,56.01
currency,USD
regularMarketVolume,782686
lastMarket,
maxSupply,
openInterest,
marketCap,5719928832
volumeAllCurrencies,
strikePrice,
averageVolume,662462
dayLow,56.01
ask,60
askSize,1000
volume,782686
fiftyTwoWeekHigh,181.92
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,39.75
bid,48.88
tradeable,False
dividendYield,
bidSize,1800
dayHigh,59.419
regularMarketPrice,59.33
preMarketPrice,
logo_url,https://logo.clearbit.com/zailaboratory.com
