,info
zip,60015
sector,Financial Services
longBusinessSummary,"Discover Financial Services, through its subsidiaries, operates as a digital banking and payment services company in the United States. It operates in two segments, Digital Banking and Payment Services. The Digital Banking segment offers Discover-branded credit cards to individuals; and other consumer products and services, including private student loans, personal loans, home loans, and other consumer lending, as well as deposit products, such as certificates of deposit, money market accounts, IRA certificates of deposit, IRA savings accounts, checking accounts, and sweep accounts. The Payment Services segment operates the PULSE network, an automated teller machine, debit, and electronic funds transfer network; Diners Club International, a payments network that issues Diners Club branded charge cards and/or provides card acceptance services; and Discover Network that processes transactions for Discover-branded credit and debit cards, as well as offers payment transaction processing and settlement services. Discover has strategic network alliance agreement with Arab Financial Services. The company was incorporated in 1960 and is based in Riverwoods, Illinois."
city,Riverwoods
phone,224 405 0900
state,IL
country,United States
companyOfficers,[]
website,https://www.discover.com
maxAge,1
address1,2500 Lake Cook Road
industry,Credit Services
ebitdaMargins,0
profitMargins,0.37897998
grossMargins,0.79072
operatingCashflow,
revenueGrowth,1.26
operatingMargins,0.49131
ebitda,
targetLowPrice,127
recommendationKey,buy
grossProfits,11369000000
freeCashflow,
targetMedianPrice,144
currentPrice,123.81
earningsGrowth,0.405
currentRatio,1.35
returnOnAssets,0.048839998
numberOfAnalystOpinions,17
targetMeanPrice,144.41
debtToEquity,150.858
returnOnEquity,0.44862
targetHighPrice,160
totalCash,18236000256
totalDebt,20227000320
totalRevenue,14378000384
totalCashPerShare,63.319
financialCurrency,USD
revenuePerShare,47.927
quickRatio,1.35
recommendationMean,2
exchange,NYQ
shortName,Discover Financial Services
longName,Discover Financial Services
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,DFS
messageBoardId,finmb_3695566
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,2.618
beta3Year,
enterpriseToEbitda,
52WeekChange,0.29793477
morningStarRiskRating,
forwardEps,14.06
revenueQuarterlyGrowth,
sharesOutstanding,288000000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,46.556
sharesShort,4931274
sharesPercentSharesOut,0.0171
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.85008
netIncomeToCommon,5351000064
trailingEps,17.83
lastDividendValue,0.5
SandP52WeekChange,0.12185478
priceToBook,2.6593778
heldPercentInsiders,0.0054699997
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,2.51
sharesShortPreviousMonthDate,1640908800
floatShares,286096320
beta,1.640974
enterpriseValue,37648281600
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1644969600
morningStarOverallRating,
earningsQuarterlyGrowth,0.335
priceToSalesTrailing12Months,2.4799886
dateShortInterest,1643587200
pegRatio,0.16
ytdReturn,
forwardPE,8.805832
lastCapGain,
shortPercentOfFloat,0.0194
sharesShortPriorMonth,5091074
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,123.08
regularMarketOpen,122.18
twoHundredDayAverage,121.14395
trailingAnnualDividendYield,0.015274618
payoutRatio,0.105399996
volume24Hr,
regularMarketDayHigh,125.35
navPrice,
averageDailyVolume10Day,1615740
regularMarketPreviousClose,123.08
fiftyDayAverage,119.338
trailingAnnualDividendRate,1.88
open,122.18
toCurrency,
averageVolume10days,1615740
expireDate,
algorithm,
dividendRate,2
exDividendDate,1644969600
circulatingSupply,
startDate,
regularMarketDayLow,122.18
currency,USD
trailingPE,6.9439144
regularMarketVolume,1594997
lastMarket,
maxSupply,
openInterest,
marketCap,35657277440
volumeAllCurrencies,
strikePrice,
averageVolume,1835343
dayLow,122.18
ask,124.06
askSize,1000
volume,1594997
fiftyTwoWeekHigh,135.69
fromCurrency,
fiveYearAvgDividendYield,2.13
fiftyTwoWeekLow,89.83
bid,122.9
tradeable,False
dividendYield,0.0162
bidSize,800
dayHigh,125.35
regularMarketPrice,123.81
preMarketPrice,
logo_url,https://logo.clearbit.com/discover.com
