,info
zip,75024
sector,Industrials
fullTimeEmployees,14320
longBusinessSummary,"Rent-A-Center, Inc., together with its subsidiaries, leases household durable goods to customers on a lease-to-own basis. The company operates in four segments: Rent-A-Center Business, Preferred Lease, Mexico, and Franchising. It offers furniture and accessories, appliances, consumer electronics, computers, tablets and smartphones, tools, tires, handbags, and other accessories under rental purchase agreements. The company also provides merchandise on an installment sales basis; and the lease-to-own transaction to consumers who do not qualify for financing from the traditional retailer through kiosks located within retailer's locations. It operates retail installment sales stores under the Get It Now and Home Choice names; lease-to-own and franchised lease-to-own stores under the Rent-A-Centre, ColorTyme, and RimTyme names; and rentacenter.com, an e-commerce platform. As of December 31, 2020, the company owned and operated approximately 1,845 stores in the United States and Puerto Rico, including 44 retail installment sales stores; 45 preferred lease staffed locations in North Carolina; and 121 stores in Mexico, as well as franchised 462 lease-to-own stores in 33 states. Rent-A-Center, Inc. was founded in 1960 and is headquartered in Plano, Texas."
city,Plano
phone,972 801 1100
state,TX
country,United States
companyOfficers,[]
website,https://www.rentacenter.com
maxAge,1
address1,5501 Headquarters Drive
industry,Rental & Leasing Services
ebitdaMargins,0.12282
profitMargins,0.04394
grossMargins,0.50724
operatingCashflow,266480000
revenueGrowth,0.659
operatingMargins,0.08984
ebitda,507048992
targetLowPrice,52
recommendationKey,strong_buy
grossProfits,1672152000
freeCashflow,1401909888
targetMedianPrice,70
currentPrice,39.55
earningsGrowth,-0.73
currentRatio,0.637
returnOnAssets,0.09819999
numberOfAnalystOpinions,8
targetMeanPrice,69.13
debtToEquity,185.225
returnOnEquity,0.25985
targetHighPrice,94
totalCash,158830000
totalDebt,1581966976
totalRevenue,4128516096
totalCashPerShare,2.401
financialCurrency,USD
revenuePerShare,72.75
quickRatio,0.53
recommendationMean,1.5
exchange,NMS
shortName,Rent-A-Center Inc.
longName,"Rent-A-Center, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,RCII
messageBoardId,finmb_33765
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,0.978
beta3Year,
enterpriseToEbitda,7.966
52WeekChange,-0.2743119
morningStarRiskRating,
forwardEps,7.04
revenueQuarterlyGrowth,
sharesOutstanding,66140200
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,12.912
sharesShort,5596606
sharesPercentSharesOut,0.0846
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.74417
netIncomeToCommon,181428000
trailingEps,2.799
lastDividendValue,0.34
SandP52WeekChange,0.12185478
priceToBook,3.0630422
heldPercentInsiders,0.015700001
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,8.22
sharesShortPreviousMonthDate,1640908800
floatShares,60340401
beta,1.530084
enterpriseValue,4038983424
priceHint,2
threeYearAverageReturn,
lastSplitDate,1062460800
lastSplitFactor,5:2
legalType,
lastDividendDate,1639526400
morningStarOverallRating,
earningsQuarterlyGrowth,-0.668
priceToSalesTrailing12Months,0.6336041
dateShortInterest,1643587200
pegRatio,0.22
ytdReturn,
forwardPE,5.6178975
lastCapGain,
shortPercentOfFloat,0.1179
sharesShortPriorMonth,4953147
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,40.55
regularMarketOpen,40.35
twoHundredDayAverage,53.2354
trailingAnnualDividendYield,0.030086314
payoutRatio,0.4351
volume24Hr,
regularMarketDayHigh,41.1
navPrice,
averageDailyVolume10Day,763640
regularMarketPreviousClose,40.55
fiftyDayAverage,44.8838
trailingAnnualDividendRate,1.22
open,40.35
toCurrency,
averageVolume10days,763640
expireDate,
algorithm,
dividendRate,1.36
exDividendDate,1639526400
circulatingSupply,
startDate,
regularMarketDayLow,39.16
currency,USD
trailingPE,14.130046
regularMarketVolume,1616125
lastMarket,
maxSupply,
openInterest,
marketCap,2615844864
volumeAllCurrencies,
strikePrice,
averageVolume,817220
dayLow,39.16
ask,42
askSize,1200
volume,1616125
fiftyTwoWeekHigh,67.76
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,37.34
bid,39.1
tradeable,False
dividendYield,0.0344
bidSize,800
dayHigh,41.1
regularMarketPrice,39.55
preMarketPrice,
logo_url,https://logo.clearbit.com/rentacenter.com
