,info
zip,10019
sector,Basic Materials
longBusinessSummary,"International Flavors & Fragrances Inc., together with its subsidiaries, manufactures and sells cosmetic active and natural health ingredients for use in various consumer products in Europe, Africa, the Middle East, Greater Asia, North America, and Latin America. It operates through four segments: Nourish, Scent, Health & Biosciences, and Pharma Solutions. The Nourish segment offers flavor compounds; savory solutions, such as marinades or powder blends of flavors, natural colors, seasonings, functional ingredients, and natural anti-oxidants; and inclusions. It also provides nutrition and specialty ingredients primarily consist of natural health ingredients, natural food protection products, and natural colors and flavor ingredients. The Scent segment provides fragrance compounds, which include fine fragrances comprising perfumes and colognes, as well as consumer fragrances; fragrance ingredients comprising synthetic and natural ingredients that could be combined with other materials to create fragrance and consumer compounds; and cosmetic active ingredients consisting of active and functional ingredients, botanicals, and delivery systems to support its customers' cosmetic and personal care product lines. The Health & Biosciences segment develops and produces enzymes, food cultures, probiotics, and specialty ingredients. The Pharma Solutions segment produces and sells cellulosics and alginates-based pharma excipients. The company sells its products primarily to manufacturers of perfumes and cosmetics, hair and other personal care products, soaps and detergents, cleaning products, dairy, meat and other processed foods, beverages, snacks and savory foods, sweet and baked goods, dietary supplements, infant and elderly nutrition, functional food, and pharmaceutical and oral care products. International Flavors & Fragrances Inc. was founded in 1833 and is headquartered in New York, New York."
city,New York
phone,212 765 5500
state,NY
country,United States
companyOfficers,[]
website,https://www.iff.com
maxAge,1
address1,521 West 57th Street
industry,Specialty Chemicals
ebitdaMargins,0.20367001
profitMargins,0.02316
grossMargins,0.35244
operatingCashflow,1436999936
revenueGrowth,1.386
operatingMargins,0.104499996
ebitda,2374000128
targetLowPrice,159.56
recommendationKey,none
grossProfits,4108000000
freeCashflow,-697062016
targetMedianPrice,159.56
currentPrice,134.79
earningsGrowth,-0.386
currentRatio,1.923
returnOnAssets,0.0286
numberOfAnalystOpinions,1
targetMeanPrice,159.56
debtToEquity,53.715
returnOnEquity,0.020179998
targetHighPrice,159.56
totalCash,711000000
totalDebt,11399999488
totalRevenue,11655999488
totalCashPerShare,2.788
financialCurrency,USD
revenuePerShare,47.967
quickRatio,0.72
recommendationMean,
exchange,NYQ
shortName,International Flavors & Fragran
longName,International Flavors & Fragrances Inc.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,IFF
messageBoardId,finmb_281407
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,3.875
beta3Year,
enterpriseToEbitda,19.025
52WeekChange,-0.041050076
morningStarRiskRating,
forwardEps,5.86
revenueQuarterlyGrowth,
sharesOutstanding,254547008
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,82.816
sharesShort,4973263
sharesPercentSharesOut,0.0195
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.95754
netIncomeToCommon,270000000
trailingEps,1.1
lastDividendValue,0.79
SandP52WeekChange,0.12185478
priceToBook,1.627584
heldPercentInsiders,0.0012800001
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,3.24
sharesShortPreviousMonthDate,1640908800
floatShares,229362300
beta,1.079562
enterpriseValue,45165449216
priceHint,2
threeYearAverageReturn,
lastSplitDate,759024000
lastSplitFactor,3:1
legalType,
lastDividendDate,1640563200
morningStarOverallRating,
earningsQuarterlyGrowth,0.332
priceToSalesTrailing12Months,2.943582
dateShortInterest,1643587200
pegRatio,5.98
ytdReturn,
forwardPE,23.001705
lastCapGain,
shortPercentOfFloat,0.0217
sharesShortPriorMonth,4814228
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,135.7
regularMarketOpen,135.89
twoHundredDayAverage,144.3844
trailingAnnualDividendYield,0.022991894
payoutRatio,2.8364
volume24Hr,
regularMarketDayHigh,136.1
navPrice,
averageDailyVolume10Day,1928840
regularMarketPreviousClose,135.7
fiftyDayAverage,140.0968
trailingAnnualDividendRate,3.12
open,135.89
toCurrency,
averageVolume10days,1928840
expireDate,
algorithm,
dividendRate,3.16
exDividendDate,1640563200
circulatingSupply,
startDate,
regularMarketDayLow,133.965
currency,USD
trailingPE,122.536354
regularMarketVolume,1330265
lastMarket,
maxSupply,
openInterest,
marketCap,34310389760
volumeAllCurrencies,
strikePrice,
averageVolume,1460225
dayLow,133.965
ask,134.7
askSize,1200
volume,1330265
fiftyTwoWeekHigh,157.08
fromCurrency,
fiveYearAvgDividendYield,2.16
fiftyTwoWeekLow,125.39
bid,134.9
tradeable,False
dividendYield,0.0234
bidSize,800
dayHigh,136.1
regularMarketPrice,134.79
preMarketPrice,
logo_url,https://logo.clearbit.com/iff.com
