,info
zip,78738
sector,Real Estate
fullTimeEmployees,2988
longBusinessSummary,"American Campus Communities, Inc. is the largest owner, manager and developer of high-quality student housing communities in the United States. The company is a fully integrated, self-managed and self-administered equity real estate investment trust (REIT) with expertise in the design, finance, development, construction management and operational management of student housing properties. As of September 30, 2020, American Campus Communities owned 166 student housing properties containing approximately 111,900 beds. Including its owned and third-party managed properties, ACC's total managed portfolio consisted of 204 properties with approximately 139,900 beds."
city,Austin
phone,512-732-1000
state,TX
country,United States
companyOfficers,[]
website,https://www.americancampus.com
maxAge,1
address1,12700 Hill Country Boulevard
fax,512-732-2450
industry,REIT—Residential
address2,Suite T-200
ebitdaMargins,0.44974998
profitMargins,0.02168
grossMargins,0.51037
operatingCashflow,327367008
revenueGrowth,0.129
operatingMargins,0.14632
ebitda,406160992
targetLowPrice,56
recommendationKey,buy
grossProfits,456296000
freeCashflow,319952864
targetMedianPrice,60
currentPrice,50.83
earningsGrowth,
currentRatio,0.861
returnOnAssets,0.01092
numberOfAnalystOpinions,8
targetMeanPrice,60.25
debtToEquity,138.423
returnOnEquity,0.0051700003
targetHighPrice,65
totalCash,42334000
totalDebt,4218074112
totalRevenue,903078016
totalCashPerShare,0.304
financialCurrency,USD
revenuePerShare,6.538
quickRatio,0.656
recommendationMean,1.9
exchange,NYQ
shortName,American Campus Communities Inc
longName,"American Campus Communities, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
underlyingSymbol,
quoteType,EQUITY
symbol,ACC
underlyingExchangeSymbol,
headSymbol,
messageBoardId,finmb_4480780
uuid,c4fd1ef4-041f-3003-9def-6df0331841de
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,12.509
beta3Year,
enterpriseToEbitda,27.813
52WeekChange,
morningStarRiskRating,
forwardEps,0.65
revenueQuarterlyGrowth,
sharesOutstanding,139156992
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,21.453
sharesShort,2382664
sharesPercentSharesOut,0.0171
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.96184
netIncomeToCommon,17268000
trailingEps,0.125
lastDividendValue,
SandP52WeekChange,
priceToBook,2.3693657
heldPercentInsiders,0.00945
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,3.16
sharesShortPreviousMonthDate,1639526400
floatShares,137648213
beta,1.035305
enterpriseValue,11296613376
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,7.8324904
dateShortInterest,1642118400
pegRatio,7.31
ytdReturn,
forwardPE,78.200005
lastCapGain,
shortPercentOfFloat,0.0232
sharesShortPriorMonth,2484676
category,
fiveYearAverageReturn,
previousClose,51.78
regularMarketOpen,51.62
twoHundredDayAverage,50.9542
trailingAnnualDividendYield,0.036307454
payoutRatio,15.6667
volume24Hr,
regularMarketDayHigh,52.03
navPrice,
averageDailyVolume10Day,1146150
regularMarketPreviousClose,51.78
fiftyDayAverage,53.7468
trailingAnnualDividendRate,1.88
open,51.62
averageVolume10days,1146150
expireDate,
algorithm,
dividendRate,1.88
exDividendDate,1643846400
circulatingSupply,
startDate,
regularMarketDayLow,50.79
currency,USD
trailingPE,406.64
regularMarketVolume,746092
lastMarket,
maxSupply,
openInterest,
marketCap,7073350144
volumeAllCurrencies,
strikePrice,
averageVolume,852595
dayLow,50.79
ask,50.8
askSize,800
volume,746092
fiftyTwoWeekHigh,57.83
fromCurrency,
fiveYearAvgDividendYield,4.24
fiftyTwoWeekLow,40.01
bid,38
tradeable,False
dividendYield,0.037100002
bidSize,1000
dayHigh,52.03
regularMarketPrice,50.83
preMarketPrice,
logo_url,https://logo.clearbit.com/americancampus.com
