,info
zip,23116-7626
sector,Healthcare
fullTimeEmployees,18800
longBusinessSummary,"Owens & Minor, Inc., together with its subsidiaries, operates as a healthcare solutions company in the United States and internationally. It operates through two segments, Global Solutions and Global Products. The Global Solutions segment offers a portfolio of products and services to healthcare providers and manufacturers. Its portfolio of medical and surgical supplies includes branded products and its proprietary products. This segment also offers services to healthcare providers, which include supplier management, analytics, inventory management, and clinical supply management; and various programs to provide logistics and marketing solutions to its suppliers. The Global Products segment manufactures and sources medical surgical products for the prevention of healthcare-associated infections across the acute and alternate site channels. This segments products portfolio includes sterilization wraps, surgical drapes and gowns, facial protection products, protective apparel, medical exam gloves, custom and minor procedure kits, and other medical products. The company provides its products and services to multi-facility networks of healthcare providers, independent hospitals, surgery centers, physicians' practices, and networks of hospitals directly, as well as indirectly through third-party distributors. Owens & Minor, Inc. was founded in 1882 and is headquartered in Richmond, Virginia."
city,Mechanicsville
phone,804 723 7000
state,VA
country,United States
companyOfficers,[]
website,https://www.owens-minor.com
maxAge,1
address1,9120 Lockwood Boulevard
fax,804 723 7100
industry,Medical Distribution
ebitdaMargins,0.05426
profitMargins,0.0238
grossMargins,0.16221
operatingCashflow,144863008
revenueGrowth,0.144
operatingMargins,0.04581
ebitda,525208992
targetLowPrice,42
recommendationKey,buy
grossProfits,1280834000
freeCashflow,177899744
targetMedianPrice,58.5
currentPrice,37.46
earningsGrowth,-0.235
currentRatio,1.683
returnOnAssets,0.08055
numberOfAnalystOpinions,4
targetMeanPrice,56.75
debtToEquity,125.716
returnOnEquity,0.34424
targetHighPrice,68
totalCash,39759000
totalDebt,1115110016
totalRevenue,9680006144
totalCashPerShare,0.527
financialCurrency,USD
revenuePerShare,134.225
quickRatio,0.561
recommendationMean,2
exchange,NYQ
shortName,"Owens & Minor, Inc."
longName,"Owens & Minor, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,OMI
messageBoardId,finmb_294382
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,0.417
beta3Year,
enterpriseToEbitda,7.686
52WeekChange,0.47887886
morningStarRiskRating,
forwardEps,3.35
revenueQuarterlyGrowth,
sharesOutstanding,75455800
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,11.759
sharesShort,7434214
sharesPercentSharesOut,0.098500006
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.96975
netIncomeToCommon,230356000
trailingEps,3.102
lastDividendValue,0.003
SandP52WeekChange,0.12185478
priceToBook,3.185645
heldPercentInsiders,0.04224
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,8.4
sharesShortPreviousMonthDate,1640908800
floatShares,71630153
beta,0.354549
enterpriseValue,4036989696
priceHint,2
threeYearAverageReturn,
lastSplitDate,1270080000
lastSplitFactor,3:2
legalType,
lastDividendDate,1639440000
morningStarOverallRating,
earningsQuarterlyGrowth,-0.042
priceToSalesTrailing12Months,0.29200128
dateShortInterest,1643587200
pegRatio,0.54
ytdReturn,
forwardPE,11.18209
lastCapGain,
shortPercentOfFloat,0.123
sharesShortPriorMonth,5759822
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,39.25
regularMarketOpen,38.64
twoHundredDayAverage,40.1001
trailingAnnualDividendYield,0.00025477706
payoutRatio,0.0032
volume24Hr,
regularMarketDayHigh,39.18
navPrice,
averageDailyVolume10Day,722980
regularMarketPreviousClose,39.25
fiftyDayAverage,42.8288
trailingAnnualDividendRate,0.01
open,38.64
toCurrency,
averageVolume10days,722980
expireDate,
algorithm,
dividendRate,0.01
exDividendDate,1639440000
circulatingSupply,
startDate,
regularMarketDayLow,37.3
currency,USD
trailingPE,12.076079
regularMarketVolume,1007068
lastMarket,
maxSupply,
openInterest,
marketCap,2826574080
volumeAllCurrencies,
strikePrice,
averageVolume,722511
dayLow,37.3
ask,43.9
askSize,800
volume,1007068
fiftyTwoWeekHigh,49.16
fromCurrency,
fiveYearAvgDividendYield,4.17
fiftyTwoWeekLow,23.58
bid,30.12
tradeable,False
dividendYield,0.00029999999
bidSize,1200
dayHigh,39.18
regularMarketPrice,37.46
preMarketPrice,
logo_url,https://logo.clearbit.com/owens-minor.com
