,info
zip,10022
sector,Real Estate
fullTimeEmployees,93
longBusinessSummary,"VICI Properties is an experiential real estate investment trust that owns one of the largest portfolios of market-leading gaming, hospitality and entertainment destinations, including the world-renowned Caesars Palace. VICI Properties' national, geographically diverse portfolio consists of 29 gaming facilities comprising over 48 million square feet and features approximately 19,200 hotel rooms and more than 200 restaurants, bars and nightclubs. Its properties are leased to industry leading gaming and hospitality operators, including Caesars Entertainment, Inc., Century Casinos Inc., Hard Rock International, JACK Entertainment and Penn National Gaming, Inc. VICI Properties also owns four championship golf courses and 34 acres of undeveloped land adjacent to the Las Vegas Strip. VICI Properties' strategy is to create the nation's highest quality and most productive experiential real estate portfolio."
city,New York
phone,646-949-4631
state,NY
country,United States
companyOfficers,[]
website,https://www.viciproperties.com
maxAge,1
address1,535 Madison Avenue
industry,REIT—Diversified
address2,20th Floor
ebitdaMargins,0.96721
profitMargins,0.68051004
grossMargins,0.97999
operatingCashflow,955043008
revenueGrowth,0.106
operatingMargins,0.96516997
ebitda,1450264960
targetLowPrice,31
recommendationKey,buy
grossProfits,1199258000
freeCashflow,681580352
targetMedianPrice,35
currentPrice,27.92
earningsGrowth,-0.622
currentRatio,46.787
returnOnAssets,0.052589998
numberOfAnalystOpinions,20
targetMeanPrice,35.81
debtToEquity,41.14
returnOnEquity,0.0958
targetHighPrice,51
totalCash,669513984
totalDebt,4989790208
totalRevenue,1499431936
totalCashPerShare,1.065
financialCurrency,USD
revenuePerShare,2.77
quickRatio,46.778
recommendationMean,1.6
exchange,NYQ
shortName,VICI Properties Inc.
longName,VICI Properties Inc.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,VICI
messageBoardId,finmb_430871960
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,14.645
beta3Year,
enterpriseToEbitda,15.141
52WeekChange,-0.017247438
morningStarRiskRating,
forwardEps,1.98
revenueQuarterlyGrowth,
sharesOutstanding,628945984
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,19.159
sharesShort,85131163
sharesPercentSharesOut,0.1354
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,1.2468901
netIncomeToCommon,1020382016
trailingEps,1.84
lastDividendValue,0.36
SandP52WeekChange,0.12185478
priceToBook,1.4572785
heldPercentInsiders,0.00196
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,14.99
sharesShortPreviousMonthDate,1640908800
floatShares,627461720
beta,1.140784
enterpriseValue,21959129088
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1640131200
morningStarOverallRating,
earningsQuarterlyGrowth,-0.594
priceToSalesTrailing12Months,11.711217
dateShortInterest,1643587200
pegRatio,2.26
ytdReturn,
forwardPE,14.10101
lastCapGain,
shortPercentOfFloat,0.1711
sharesShortPriorMonth,81351500
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,27.91
regularMarketOpen,27.94
twoHundredDayAverage,29.8489
trailingAnnualDividendYield,0.04836976
payoutRatio,0.7297
volume24Hr,
regularMarketDayHigh,28.29
navPrice,
averageDailyVolume10Day,8508430
regularMarketPreviousClose,27.91
fiftyDayAverage,28.4496
trailingAnnualDividendRate,1.35
open,27.94
toCurrency,
averageVolume10days,8508430
expireDate,
algorithm,
dividendRate,1.44
exDividendDate,1640131200
circulatingSupply,
startDate,
regularMarketDayLow,27.65
currency,USD
trailingPE,15.173913
regularMarketVolume,6953443
lastMarket,
maxSupply,
openInterest,
marketCap,17560172544
volumeAllCurrencies,
strikePrice,
averageVolume,6109470
dayLow,27.65
ask,30.28
askSize,1000
volume,6953443
fiftyTwoWeekHigh,33.35
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,26.23
bid,27.61
tradeable,False
dividendYield,0.051599998
bidSize,1400
dayHigh,28.29
regularMarketPrice,27.92
preMarketPrice,
logo_url,https://logo.clearbit.com/viciproperties.com
