,info
zip,22042
sector,Industrials
fullTimeEmployees,88000
longBusinessSummary,"Northrop Grumman Corporation operates as an aerospace and defense company worldwide. The company's Aeronautics Systems segment designs, develops, manufactures, integrates, and sustains aircraft systems. This segment also offers unmanned autonomous aircraft systems, including high-altitude long-endurance strategic ISR systems and vertical take-off and landing tactical ISR systems; and strategic long-range strike aircraft, tactical fighter and air dominance aircraft, and airborne battle management and command and control systems. Its Defense Systems segment designs, develops, and produces weapons and mission systems. It offers products and services, such as integrated battle management systems, weapons systems and aircraft, and mission systems. This segment also provides command and control and weapons systems, including munitions and missiles; precision strike weapons; propulsion, such as air-breathing and hypersonic systems; gun systems and precision munitions; life cycle service and support for software, weapons systems, and aircraft; and logistics support, sustainment, operation, and modernization for air, sea, and ground systems. The company's Mission Systems segment offers cyber, command, control, communications and computers, intelligence, surveillance, and reconnaissance systems; radar, electro-optical/infrared and acoustic sensors; electronic warfare systems; advanced communications and network systems; cyber solutions; intelligence processing systems; navigation; and maritime power, propulsion, and payload launch systems. This segment also provides airborne multifunction sensors; maritime/land systems and sensors; navigation, targeting, and survivability solutions; and networked information solutions. Its Space Systems segment offers satellites and payloads; ground systems; missile defense systems and interceptors; launch vehicles and related propulsion systems; and strategic missiles. The company was founded in 1939 and is based in Falls Church, Virginia."
city,Falls Church
phone,703 280 2900
state,VA
country,United States
companyOfficers,[]
website,https://www.northropgrumman.com
maxAge,1
address1,2980 Fairview Park Drive
industry,Aerospace & Defense
ebitdaMargins,0.24488
profitMargins,0.19639999
grossMargins,0.20377001
operatingCashflow,3567000064
revenueGrowth,-0.154
operatingMargins,0.21014
ebitda,8734000128
targetLowPrice,348
recommendationKey,buy
grossProfits,7268000000
freeCashflow,6460874752
targetMedianPrice,404
currentPrice,391.25
earningsGrowth,7.695
currentRatio,1.304
returnOnAssets,0.10762999
numberOfAnalystOpinions,16
targetMeanPrice,408.56
debtToEquity,113.392
returnOnEquity,0.59604
targetHighPrice,520
totalCash,3529999872
totalDebt,14657000448
totalRevenue,35667001344
totalCashPerShare,22.613
financialCurrency,USD
revenuePerShare,222.502
quickRatio,1.161
recommendationMean,2.3
exchange,NYQ
shortName,Northrop Grumman Corporation
longName,Northrop Grumman Corporation
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,NOC
messageBoardId,finmb_97199
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,2.024
beta3Year,
enterpriseToEbitda,8.267
52WeekChange,0.3131839
morningStarRiskRating,
forwardEps,27.02
revenueQuarterlyGrowth,
sharesOutstanding,156102000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,82.708
sharesShort,1372320
sharesPercentSharesOut,0.0088
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.85111
netIncomeToCommon,7005000192
trailingEps,43.54
lastDividendValue,1.57
SandP52WeekChange,0.12185478
priceToBook,4.730498
heldPercentInsiders,0.00238
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,1.53
sharesShortPreviousMonthDate,1640908800
floatShares,155680459
beta,0.836897
enterpriseValue,72201879552
priceHint,2
threeYearAverageReturn,
lastSplitDate,1301529600
lastSplitFactor,10000:9035
legalType,
lastDividendDate,1637884800
morningStarOverallRating,
earningsQuarterlyGrowth,7.212
priceToSalesTrailing12Months,1.7123646
dateShortInterest,1643587200
pegRatio,3.35
ytdReturn,
forwardPE,14.480015
lastCapGain,
shortPercentOfFloat,0.0088
sharesShortPriorMonth,1673844
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,398.11
regularMarketOpen,397.5
twoHundredDayAverage,371.52094
trailingAnnualDividendYield,0.015473111
payoutRatio,0.1415
volume24Hr,
regularMarketDayHigh,399.4
navPrice,
averageDailyVolume10Day,1047070
regularMarketPreviousClose,398.11
fiftyDayAverage,386.6478
trailingAnnualDividendRate,6.16
open,397.5
toCurrency,
averageVolume10days,1047070
expireDate,
algorithm,
dividendRate,6.28
exDividendDate,1645747200
circulatingSupply,
startDate,
regularMarketDayLow,391.115
currency,USD
trailingPE,8.98599
regularMarketVolume,1472275
lastMarket,
maxSupply,
openInterest,
marketCap,61074907136
volumeAllCurrencies,
strikePrice,
averageVolume,830614
dayLow,391.115
ask,393.95
askSize,1000
volume,1472275
fiftyTwoWeekHigh,408.97
fromCurrency,
fiveYearAvgDividendYield,1.56
fiftyTwoWeekLow,291.6
bid,382
tradeable,False
dividendYield,0.0161
bidSize,1000
dayHigh,399.4
regularMarketPrice,391.25
preMarketPrice,
logo_url,https://logo.clearbit.com/northropgrumman.com
