,info
zip,90266
sector,Consumer Cyclical
longBusinessSummary,"Skechers U.S.A., Inc. designs, develops, markets, and distributes footwear for men, women, and children; and performance footwear for men and women under the Skechers brand worldwide. It operates through three segments: Domestic Wholesale, International Wholesale, and Direct-to-Consumer. The company offers casual, casual athletic, sport athletic, trail, sandals, boots, and retro fashion footwear for men and women under the Skechers USA, Skechers Sport, Skechers Active, Modern Comfort, Skechers Street, Mark Nason, and BOBS brands; sneakers, casuals, boots, and sandals for boys and girls under the Skechers Mega-Craft, S-Lights, SKECH-AIR, Foamies, Twinkle Toes, Z-Strap, Skechers Stretch Fit, and Skechers Street brands; technical footwear under the Skechers GOrun, Skechers GOwalk, Skechers GOtrain, Skechers GOtrail, and Skechers GO Golf brands; sneakers, casuals, boots, and sandals for boys and girls; men's and women's slip-resistant and safety-toe casuals, boots, hikers, and athletic shoes; and lifestyle apparel for men, women, and kids. As of December 31, 2020, it operated approximately 3,891 company- and third party-owned Skechers stores. The company sells its products through department and specialty stores, athletic and independent retailers, boutiques, and online retailers; and through its e-commerce sites, concept stores, and factory and warehouse outlet stores. Skechers U.S.A., Inc. was incorporated in 1992 and is headquartered in Manhattan Beach, California."
city,Manhattan Beach
phone,310 318 3100
state,CA
country,United States
companyOfficers,[]
website,https://www.skechers.com
maxAge,1
address1,228 Manhattan Beach Boulevard
industry,Footwear & Accessories
ebitdaMargins,0.11607
profitMargins,0.117510006
grossMargins,0.49513
operatingCashflow,
revenueGrowth,0.245
operatingMargins,0.094799995
ebitda,732397632
targetLowPrice,50
recommendationKey,buy
grossProfits,3124371000
freeCashflow,
targetMedianPrice,62
currentPrice,47.72
earningsGrowth,6.426
currentRatio,2.333
returnOnAssets,0.06077
numberOfAnalystOpinions,13
targetMeanPrice,61.54
debtToEquity,46.922
returnOnEquity,0.26026
targetHighPrice,72
totalCash,894862976
totalDebt,1662013056
totalRevenue,6310188032
totalCashPerShare,5.74
financialCurrency,USD
revenuePerShare,40.57
quickRatio,1.181
recommendationMean,2.1
exchange,NYQ
shortName,"Skechers U.S.A., Inc."
longName,"Skechers U.S.A., Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,SKX
messageBoardId,finmb_399462
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,1.345
beta3Year,
enterpriseToEbitda,11.592
52WeekChange,0.28141785
morningStarRiskRating,
forwardEps,3.57
revenueQuarterlyGrowth,
sharesOutstanding,134903008
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,20.905
sharesShort,3002576
sharesPercentSharesOut,0.019299999
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.93691003
netIncomeToCommon,741502976
trailingEps,4.73
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,2.2827075
heldPercentInsiders,0.01626
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,2.26
sharesShortPreviousMonthDate,1640908800
floatShares,132028418
beta,1.447538
enterpriseValue,8489855488
priceHint,2
threeYearAverageReturn,
lastSplitDate,1444953600
lastSplitFactor,3:1
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,6.553
priceToSalesTrailing12Months,1.1785278
dateShortInterest,1643587200
pegRatio,0.23
ytdReturn,
forwardPE,13.366947
lastCapGain,
shortPercentOfFloat,0.0269
sharesShortPriorMonth,3122630
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,47.51
regularMarketOpen,47.75
twoHundredDayAverage,46.88365
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,47.965
navPrice,
averageDailyVolume10Day,1532580
regularMarketPreviousClose,47.51
fiftyDayAverage,44.0714
trailingAnnualDividendRate,0
open,47.75
toCurrency,
averageVolume10days,1532580
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,46.755
currency,USD
trailingPE,10.088795
regularMarketVolume,1205912
lastMarket,
maxSupply,
openInterest,
marketCap,7436732416
volumeAllCurrencies,
strikePrice,
averageVolume,1358856
dayLow,46.755
ask,49.88
askSize,1200
volume,1205912
fiftyTwoWeekHigh,55.87
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,35.78
bid,47.67
tradeable,False
dividendYield,
bidSize,1000
dayHigh,47.965
regularMarketPrice,47.72
preMarketPrice,
logo_url,https://logo.clearbit.com/skechers.com
