,info
zip,100102
sector,Communication Services
fullTimeEmployees,2394
longBusinessSummary,"Hello Group Inc. provides mobile-based social and entertainment services in the People's Republic of China. It operates Momo platform that includes its Momo mobile application, as well as various related properties, features, functionalities, tools, and services. The company's Momo mobile application connects people and facilitates interactions based on location and interests; and various recreational activities, including live talent shows, short videos, and social games, as well as other video- and audio-based interactive experiences, such as live chats and mobile karaoke experience. It also operates Tantan, a social and dating application for younger generation, which enables users to find and establish romantic connections, and meet interesting people; and provides live video, value-added, mobile marketing, and other services, as well as mobile games. The company was formerly known as Momo Inc. and changed its name to Hello Group Inc. in August 2021. Hello Group Inc. was incorporated in 2011 and is headquartered in Beijing, the People's Republic of China."
city,Beijing
phone,86 10 5731 0567
country,China
companyOfficers,[]
website,https://ir.hellogroup.com
maxAge,1
address1,"Tower 2, Wangjing SOHO"
industry,Internet Content & Information
address2,"20th Floor, Block B No.1 Futongdong Street Chaoyang District"
ebitdaMargins,0.17302
profitMargins,0.13475999
grossMargins,0.43969002
operatingCashflow,1932777984
revenueGrowth,-0.002
operatingMargins,0.1511
ebitda,2542870016
targetLowPrice,11.03
recommendationKey,buy
grossProfits,7047407000
freeCashflow,1880270592
targetMedianPrice,14.03
currentPrice,10.52
earningsGrowth,-0.086
currentRatio,4.229
returnOnAssets,0.061690003
numberOfAnalystOpinions,19
targetMeanPrice,15.44
debtToEquity,33.399
returnOnEquity,0.13572
targetHighPrice,28.06
totalCash,9293840384
totalDebt,4918325248
totalRevenue,14696690688
totalCashPerShare,47.188
financialCurrency,CNY
revenuePerShare,71.729
quickRatio,3.893
recommendationMean,2.4
exchange,NMS
shortName,Hello Group Inc.
longName,Hello Group Inc.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,MOMO
messageBoardId,finmb_215125097
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,-0.157
beta3Year,
enterpriseToEbitda,-0.906
52WeekChange,-0.379717
morningStarRiskRating,
forwardEps,1.7
revenueQuarterlyGrowth,
sharesOutstanding,196952000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,74.769
sharesShort,8566901
sharesPercentSharesOut,0.0435
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.73353
netIncomeToCommon,1980460032
trailingEps,1.451
lastDividendValue,0.64
SandP52WeekChange,0.12185478
priceToBook,0.14070003
heldPercentInsiders,0.03235
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,4.05
sharesShortPreviousMonthDate,1640908800
floatShares,139849543
beta,1.436101
enterpriseValue,-2303582464
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1618185600
morningStarOverallRating,
earningsQuarterlyGrowth,-0.117
priceToSalesTrailing12Months,0.14754939
dateShortInterest,1643587200
pegRatio,-223.55
ytdReturn,
forwardPE,6.1882353
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,8003590
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,10.84
regularMarketOpen,10.67
twoHundredDayAverage,12.05715
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,10.735
navPrice,
averageDailyVolume10Day,1633470
regularMarketPreviousClose,10.84
fiftyDayAverage,9.3846
trailingAnnualDividendRate,0
open,10.67
toCurrency,
averageVolume10days,1633470
expireDate,
algorithm,
dividendRate,
exDividendDate,1618185600
circulatingSupply,
startDate,
regularMarketDayLow,10.34
currency,USD
trailingPE,7.2501726
regularMarketVolume,1405739
lastMarket,
maxSupply,
openInterest,
marketCap,2168487680
volumeAllCurrencies,
strikePrice,
averageVolume,2374335
dayLow,10.34
ask,10.56
askSize,800
volume,1405739
fiftyTwoWeekHigh,18
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,8.17
bid,10.42
tradeable,False
dividendYield,
bidSize,1200
dayHigh,10.735
regularMarketPrice,10.52
preMarketPrice,
logo_url,https://logo.clearbit.com/ir.hellogroup.com
