,info
zip,75024
sector,Energy
fullTimeEmployees,698
longBusinessSummary,"Denbury Inc., an independent energy company, focuses on producing oil from mature oil fields in the Gulf Coast and Rocky Mountain regions. The company holds interests in various oil and natural gas properties located in Mississippi, Texas, and Louisiana in the Gulf Coast region; and in Montana, North Dakota, and Wyoming in the Rocky Mountain region. As of December 31, 2020, it had 143 million barrels of oil equivalent of estimated proved oil and natural gas reserves. The company was formerly known as Denbury Resources Inc. and changed its name to Denbury Inc. in September 2020. Denbury Inc. was incorporated in 2003 and is headquartered in Plano, Texas."
city,Plano
phone,972 673 2000
state,TX
country,United States
companyOfficers,[]
website,https://www.denbury.com
maxAge,1
address1,5851 Legacy Circle
industry,Oil & Gas E&P
address2,Suite 1200
ebitdaMargins,0.061950002
profitMargins,-0.10797
grossMargins,0.57307
operatingCashflow,254972992
revenueGrowth,0.776
operatingMargins,-0.08297
ebitda,67737000
targetLowPrice,78.75
recommendationKey,buy
grossProfits,328186000
freeCashflow,216637504
targetMedianPrice,97.5
currentPrice,67.34
earningsGrowth,
currentRatio,0.359
returnOnAssets,-0.03249
numberOfAnalystOpinions,10
targetMeanPrice,100.08
debtToEquity,3.755
returnOnEquity,-0.11184
targetHighPrice,119
totalCash,1783000
totalDebt,38032000
totalRevenue,1093329024
totalCashPerShare,0.036
financialCurrency,USD
revenuePerShare,21.856
quickRatio,0.337
recommendationMean,1.8
exchange,NYQ
shortName,Denbury Inc.
longName,Denbury Inc.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,DEN
messageBoardId,finmb_27490
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,3.1
beta3Year,
enterpriseToEbitda,50.031
52WeekChange,0.8457506
morningStarRiskRating,
forwardEps,5.67
revenueQuarterlyGrowth,
sharesOutstanding,50122400
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,20.207
sharesShort,3441636
sharesPercentSharesOut,0.0687
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,1.008
netIncomeToCommon,-118045000
trailingEps,-2.36
lastDividendValue,
SandP52WeekChange,0.17128062
priceToBook,3.3325083
heldPercentInsiders,0.028239999
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,6.58
sharesShortPreviousMonthDate,1640908800
floatShares,45244002
beta,
enterpriseValue,3388937472
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,3.0871239
dateShortInterest,1643587200
pegRatio,0.81
ytdReturn,
forwardPE,11.876542
lastCapGain,
shortPercentOfFloat,0.113299996
sharesShortPriorMonth,3392679
impliedSharesOutstanding,
category,
fiveYearAverageReturn,
previousClose,66.89
regularMarketOpen,65.87
twoHundredDayAverage,72.3287
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,70.49
navPrice,
averageDailyVolume10Day,660000
regularMarketPreviousClose,66.89
fiftyDayAverage,75.7756
trailingAnnualDividendRate,0
open,65.87
toCurrency,
averageVolume10days,660000
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,66.48
currency,USD
regularMarketVolume,229448
lastMarket,
maxSupply,
openInterest,
marketCap,3375242240
volumeAllCurrencies,
strikePrice,
averageVolume,567540
dayLow,66.48
ask,68.02
askSize,1200
volume,229448
fiftyTwoWeekHigh,91.3
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,34.31
bid,67.96
tradeable,False
dividendYield,
bidSize,1000
dayHigh,70.49
regularMarketPrice,67.34
preMarketPrice,66.86
logo_url,https://logo.clearbit.com/denbury.com
