,info
zip,47708
sector,Financial Services
fullTimeEmployees,2374
longBusinessSummary,"Old National Bancorp operates as the bank holding company for Old National Bank that provides various financial services to individual and commercial customers in the United States. It accepts deposit accounts, including noninterest-bearing demand, interest-bearing checking, negotiable order of withdrawal, savings and money market, and time deposits; and offers loans, such as home equity lines of credit, residential real estate loans, consumer loans, commercial loans, commercial real estate loans, letters of credit, and lease financing. The company also provides debit and automated teller machine cards, telephone access, online banking, and other electronic and mobile banking services; cash management, private banking, brokerage, trust, investment advisory, and other traditional banking services; wealth management, investment, and foreign currency services; and treasury management, merchant, health savings, and capital markets services, as well as community development lending and equity investment solutions. As of December 31, 2021, it operated a total of 162 banking centers located primarily in the states of Indiana, Kentucky, Michigan, Minnesota, and Wisconsin. Old National Bancorp was founded in 1834 and is headquartered in Evansville, Indiana."
city,Evansville
phone,800 731 2265
state,IN
country,United States
companyOfficers,[]
website,https://www.oldnational.com
maxAge,1
address1,One Main Street
industry,Banks—Regional
ebitdaMargins,0
profitMargins,0.33331
grossMargins,0
operatingCashflow,330380000
revenueGrowth,-0.06
operatingMargins,0.43986
ebitda,
targetLowPrice,20
recommendationKey,hold
grossProfits,832661000
freeCashflow,
targetMedianPrice,22
currentPrice,18.3
earningsGrowth,-0.228
currentRatio,
returnOnAssets,0.01171
numberOfAnalystOpinions,6
targetMeanPrice,22
debtToEquity,
returnOnEquity,0.09275
targetHighPrice,24
totalCash,896244992
totalDebt,2693348096
totalRevenue,832660992
totalCashPerShare,5.404
financialCurrency,USD
revenuePerShare,5.041
quickRatio,
recommendationMean,2.6
exchange,NMS
shortName,Old National Bancorp
longName,Old National Bancorp
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,ONB
messageBoardId,finmb_293447
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,5.803
beta3Year,
enterpriseToEbitda,
52WeekChange,-0.008130074
morningStarRiskRating,
forwardEps,1.86
revenueQuarterlyGrowth,
sharesOutstanding,165844992
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,18.162
sharesShort,9992000
sharesPercentSharesOut,0.060300004
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.44915
netIncomeToCommon,277537984
trailingEps,1.67
lastDividendValue,0.14
SandP52WeekChange,0.12185478
priceToBook,1.0075982
heldPercentInsiders,0.0072600003
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,5.7
sharesShortPreviousMonthDate,1640908800
floatShares,165077138
beta,0.836399
enterpriseValue,4832066560
priceHint,2
threeYearAverageReturn,
lastSplitDate,1104710400
lastSplitFactor,105:100
legalType,
lastDividendDate,1638489600
morningStarOverallRating,
earningsQuarterlyGrowth,-0.242
priceToSalesTrailing12Months,6.488288
dateShortInterest,1643587200
pegRatio,1.42
ytdReturn,
forwardPE,9.838709
lastCapGain,
shortPercentOfFloat,0.081499994
sharesShortPriorMonth,9234008
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,17.61
regularMarketOpen,17.81
twoHundredDayAverage,17.73985
trailingAnnualDividendYield,0.031800114
payoutRatio,0.3353
volume24Hr,
regularMarketDayHigh,18.325
navPrice,
averageDailyVolume10Day,10548660
regularMarketPreviousClose,17.61
fiftyDayAverage,18.5056
trailingAnnualDividendRate,0.56
open,17.81
toCurrency,
averageVolume10days,10548660
expireDate,
algorithm,
dividendRate,0.56
exDividendDate,1646265600
circulatingSupply,
startDate,
regularMarketDayLow,17.7
currency,USD
trailingPE,10.958084
regularMarketVolume,8568821
lastMarket,
maxSupply,
openInterest,
marketCap,5402544128
volumeAllCurrencies,
strikePrice,
averageVolume,3060138
dayLow,17.7
ask,19.81
askSize,800
volume,8568821
fiftyTwoWeekHigh,21.28
fromCurrency,
fiveYearAvgDividendYield,3.17
fiftyTwoWeekLow,15.53
bid,17.05
tradeable,False
dividendYield,0.0306
bidSize,3000
dayHigh,18.325
regularMarketPrice,18.3
preMarketPrice,
logo_url,https://logo.clearbit.com/oldnational.com
