,info
zip,85004-2189
sector,Basic Materials
fullTimeEmployees,24700
longBusinessSummary,"Freeport-McMoRan Inc. engages in the mining of mineral properties in North America, South America, and Indonesia. The company primarily explores for copper, gold, molybdenum, silver, and other metals, as well as oil and gas. Its assets include the Grasberg minerals district in Indonesia; Morenci, Bagdad, Safford, Sierrita, and Miami in Arizona; Tyrone and Chino in New Mexico; and Henderson and Climax in Colorado, North America, as well as Cerro Verde in Peru and El Abra in Chile. The company also operates a portfolio of oil and gas properties primarily located in offshore California and the Gulf of Mexico. As of December 31, 2021, it operated approximately 135 wells. The company was formerly known as Freeport-McMoRan Copper & Gold Inc. and changed its name to Freeport-McMoRan Inc. in July 2014. Freeport-McMoRan Inc. was incorporated in 1987 and is headquartered in Phoenix, Arizona."
city,Phoenix
phone,602 366 8100
state,AZ
country,United States
companyOfficers,[]
website,https://fcx.com
maxAge,1
address1,333 North Central Avenue
industry,Copper
ebitdaMargins,0.45992002
profitMargins,0.18849
grossMargins,0.47332
operatingCashflow,7714999808
revenueGrowth,0.371
operatingMargins,0.36301
ebitda,10506999808
targetLowPrice,28
recommendationKey,buy
grossProfits,10813000000
freeCashflow,6041874944
targetMedianPrice,46.5
currentPrice,43.02
earningsGrowth,0.538
currentRatio,2.517
returnOnAssets,0.11497
numberOfAnalystOpinions,20
targetMeanPrice,44.85
debtToEquity,42.439
returnOnEquity,0.25739
targetHighPrice,55
totalCash,8182000128
totalDebt,9768999936
totalRevenue,22844999680
totalCashPerShare,5.624
financialCurrency,USD
revenuePerShare,15.583
quickRatio,1.684
recommendationMean,2.1
exchange,NYQ
shortName,"Freeport-McMoRan, Inc."
longName,Freeport-McMoRan Inc.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,FCX
messageBoardId,finmb_273607
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,3.205
beta3Year,
enterpriseToEbitda,6.968
52WeekChange,0.12972689
morningStarRiskRating,
forwardEps,3.11
revenueQuarterlyGrowth,
sharesOutstanding,1454780032
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,9.595
sharesShort,29838209
sharesPercentSharesOut,0.020299999
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.79119
netIncomeToCommon,4298999808
trailingEps,2.9
lastDividendValue,0.15
SandP52WeekChange,0.12185478
priceToBook,4.4835854
heldPercentInsiders,0.00696
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,1.44
sharesShortPreviousMonthDate,1640908800
floatShares,1448772809
beta,2.069119
enterpriseValue,73210683392
priceHint,2
threeYearAverageReturn,
lastSplitDate,1296604800
lastSplitFactor,2:1
legalType,
lastDividendDate,1642032000
morningStarOverallRating,
earningsQuarterlyGrowth,0.562
priceToSalesTrailing12Months,2.7395334
dateShortInterest,1643587200
pegRatio,0.39
ytdReturn,
forwardPE,13.832798
lastCapGain,
shortPercentOfFloat,0.0228
sharesShortPriorMonth,31443325
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,43.21
regularMarketOpen,43.37
twoHundredDayAverage,38.1321
trailingAnnualDividendYield,0.0069428375
payoutRatio,0.0776
volume24Hr,
regularMarketDayHigh,43.845
navPrice,
averageDailyVolume10Day,18445120
regularMarketPreviousClose,43.21
fiftyDayAverage,40.8278
trailingAnnualDividendRate,0.3
open,43.37
toCurrency,
averageVolume10days,18445120
expireDate,
algorithm,
dividendRate,0.3
exDividendDate,1642032000
circulatingSupply,
startDate,
regularMarketDayLow,42.79
currency,USD
trailingPE,14.834482
regularMarketVolume,15846697
lastMarket,
maxSupply,
openInterest,
marketCap,62584639488
volumeAllCurrencies,
strikePrice,
averageVolume,18140396
dayLow,42.79
ask,42.93
askSize,1200
volume,15846697
fiftyTwoWeekHigh,46.2
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,29.45
bid,40.52
tradeable,False
dividendYield,0.0069999998
bidSize,1400
dayHigh,43.845
regularMarketPrice,43.02
preMarketPrice,
logo_url,https://logo.clearbit.com/fcx.com
