,info
zip,94538
sector,Industrials
fullTimeEmployees,129
longBusinessSummary,"Enovix Corporation designs, develops, and manufactures lithium-ion batteries. The company was incorporated in 2006 and is headquartered in Fremont, California."
city,Fremont
phone,510-695-2350
state,CA
country,United States
companyOfficers,[]
website,https://www.enovix.com
maxAge,1
address1,3501 West Warren Avenue
industry,Electrical Equipment & Parts
ebitdaMargins,0
profitMargins,0
grossMargins,0
operatingCashflow,-39033000
revenueGrowth,
operatingMargins,0
ebitda,-51883000
targetLowPrice,32
recommendationKey,buy
grossProfits,-3375000
freeCashflow,
targetMedianPrice,38
currentPrice,14.48
earningsGrowth,
currentRatio,22.387
returnOnAssets,
numberOfAnalystOpinions,5
targetMeanPrice,44
debtToEquity,2.861
returnOnEquity,
targetHighPrice,65
totalCash,338745984
totalDebt,9263000
totalRevenue,
totalCashPerShare,2.332
financialCurrency,USD
revenuePerShare,
quickRatio,21.862
recommendationMean,1.6
exchange,NMS
shortName,Enovix Corporation
longName,Enovix Corporation
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,ENVX
messageBoardId,finmb_33112010
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,
beta3Year,
enterpriseToEbitda,-34.186
52WeekChange,-0.30384618
morningStarRiskRating,
forwardEps,-0.67
revenueQuarterlyGrowth,
sharesOutstanding,145246000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,2.23
sharesShort,3210547
sharesPercentSharesOut,0.0221
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.62209
netIncomeToCommon,-54648000
trailingEps,-0.639
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,6.4932733
heldPercentInsiders,0.20061001
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1633219200
shortRatio,2.2
sharesShortPreviousMonthDate,1640908800
floatShares,76946776
beta,
enterpriseValue,1773673728
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,
dateShortInterest,1643587200
pegRatio,
ytdReturn,
forwardPE,-21.611938
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,3262637
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,14.61
regularMarketOpen,14.6
twoHundredDayAverage,20.388575
trailingAnnualDividendYield,0
payoutRatio,
volume24Hr,
regularMarketDayHigh,14.86
navPrice,
averageDailyVolume10Day,821090
regularMarketPreviousClose,14.61
fiftyDayAverage,20.1632
trailingAnnualDividendRate,0
open,14.6
toCurrency,
averageVolume10days,821090
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,14.27
currency,USD
regularMarketVolume,819243
lastMarket,
maxSupply,
openInterest,
marketCap,2103161984
volumeAllCurrencies,
strikePrice,
averageVolume,1183945
dayLow,14.27
ask,14.67
askSize,1400
volume,819243
fiftyTwoWeekHigh,39.48
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,11.65
bid,14.01
tradeable,False
dividendYield,
bidSize,1100
dayHigh,14.86
regularMarketPrice,14.48
preMarketPrice,
logo_url,https://logo.clearbit.com/enovix.com
