,info
zip,31757
sector,Consumer Defensive
longBusinessSummary,"Flowers Foods, Inc. produces and markets packaged bakery products in the United States. It offers fresh breads, buns, rolls, snack cakes, and tortillas, as well as frozen breads and rolls under the Nature's Own, Dave's Killer Bread, Wonder, Canyon Bakehouse, Mrs. Freshley's, and Tastykake brand names. The company distributes its products through a direct-store-delivery distribution and a warehouse delivery system, as well as operates 46 bakeries comprising 44 owned and 2 leased. Its customers include mass merchandisers, supermarkets and other retailers, convenience stores, national and regional restaurants, quick-serve chains, retail in-store bakeries, foodservice distributors, food wholesalers, institutions, dollar stores, and vending companies. The company was formerly known as Flowers Industries and changed its name to Flowers Foods, Inc. in 2001. Flowers Foods, Inc. was founded in 1919 and is headquartered in Thomasville, Georgia."
city,Thomasville
phone,229 226 9110
state,GA
country,United States
companyOfficers,[]
website,https://www.flowersfoods.com
maxAge,1
address1,1919 Flowers Circle
industry,Packaged Foods
ebitdaMargins,0.11405
profitMargins,0.04761
grossMargins,0.49772
operatingCashflow,344609984
revenueGrowth,-0.039
operatingMargins,0.08251
ebitda,493910016
targetLowPrice,25
recommendationKey,hold
grossProfits,2155520000
freeCashflow,215864752
targetMedianPrice,29
currentPrice,28.67
earningsGrowth,-0.315
currentRatio,1.435
returnOnAssets,0.06792
numberOfAnalystOpinions,6
targetMeanPrice,29
debtToEquity,84.401
returnOnEquity,0.14811
targetHighPrice,32
totalCash,185871008
totalDebt,1191131008
totalRevenue,4330766848
totalCashPerShare,0.872
financialCurrency,USD
revenuePerShare,20.329
quickRatio,0.358
recommendationMean,2.8
exchange,NYQ
shortName,"Flowers Foods, Inc."
longName,"Flowers Foods, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,FLO
messageBoardId,finmb_972115
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,1.643
beta3Year,
enterpriseToEbitda,14.409
52WeekChange,0.29846013
morningStarRiskRating,
forwardEps,1.39
revenueQuarterlyGrowth,
sharesOutstanding,211395008
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,6.621
sharesShort,8626068
sharesPercentSharesOut,0.040799998
fundFamily,
lastFiscalYearEnd,1640995200
heldPercentInstitutions,0.74275
netIncomeToCommon,206187008
trailingEps,0.968
lastDividendValue,0.21
SandP52WeekChange,0.12185478
priceToBook,4.3301616
heldPercentInsiders,0.0735
nextFiscalYearEnd,1704067200
yield,
mostRecentQuarter,1640995200
shortRatio,4.96
sharesShortPreviousMonthDate,1640908800
floatShares,197277813
beta,0.256588
enterpriseValue,7116700672
priceHint,2
threeYearAverageReturn,
lastSplitDate,1371686400
lastSplitFactor,3:2
legalType,
lastDividendDate,1638403200
morningStarOverallRating,
earningsQuarterlyGrowth,-0.296
priceToSalesTrailing12Months,1.3994508
dateShortInterest,1643587200
pegRatio,6.67
ytdReturn,
forwardPE,20.6259
lastCapGain,
shortPercentOfFloat,0.0462
sharesShortPriorMonth,11977564
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,28.33
regularMarketOpen,28.28
twoHundredDayAverage,25.30705
trailingAnnualDividendYield,0.029297564
payoutRatio,0.8557
volume24Hr,
regularMarketDayHigh,28.735
navPrice,
averageDailyVolume10Day,1469000
regularMarketPreviousClose,28.33
fiftyDayAverage,27.8018
trailingAnnualDividendRate,0.83
open,28.28
toCurrency,
averageVolume10days,1469000
expireDate,
algorithm,
dividendRate,0.84
exDividendDate,1638403200
circulatingSupply,
startDate,
regularMarketDayLow,28.28
currency,USD
trailingPE,29.61777
regularMarketVolume,1743428
lastMarket,
maxSupply,
openInterest,
marketCap,6060695040
volumeAllCurrencies,
strikePrice,
averageVolume,1383287
dayLow,28.28
ask,29
askSize,1800
volume,1743428
fiftyTwoWeekHigh,29.73
fromCurrency,
fiveYearAvgDividendYield,3.39
fiftyTwoWeekLow,21.72
bid,26.91
tradeable,False
dividendYield,0.0293
bidSize,1200
dayHigh,28.735
regularMarketPrice,28.67
preMarketPrice,
logo_url,https://logo.clearbit.com/flowersfoods.com
