,info
zip,94041
sector,Technology
longBusinessSummary,"Confluent, Inc. designs and develops a data platform that provides real-time data integration, stream processing, and analytics for organizations, governments, and the public sector. The company offers Apache Kafka, an open-source technology that operates as a messaging system and is used for collecting user activity data, logs, application metrics, stock ticker data, and device instrumentation. It also offers Confluent Cloud, a managed streaming data service that allows developers to build streaming applications with Apache Kafka; Confluent Operator, a solution to provide and manage Apache Kafka on Kubernetes for scalability and deployment flexibility; KSQL, an open source streaming SQL engine that enables continuous, interactive queries on Apache Kafka; Connector for Oracle Change Data Capture (CDC) to identify and capture data that has been added to, updated, or removed from Oracle databases; and ksqlDB, an event streaming database. The company has strategic alliances with Microsoft Corporation and Elastic N.V. Confluent, Inc. was formerly known as Infinitem, Inc. and changed its name to Confluent, Inc. in September 2014. Confluent, Inc. was incorporated in 2014 and is headquartered in Mountain View, California. It has additional locations in San Francisco, California; New York, New York; Minneapolis, Minnesota; Chicago, Illinois; Boston, Massachusetts; Philadelphia, Pennsylvania; Reston, Virginia; Austin, Texas; Denver, Colorado; Raleigh, North Carolina; London, United Kingdom; France; Munich, Germany; Sydney, Melbourne, and Brisbane, Australia; and Singapore."
city,Mountain View
phone,800 439 3207
state,CA
country,United States
companyOfficers,[]
website,https://www.confluent.io
maxAge,1
address1,899 West Evelyn
industry,Software—Infrastructure
ebitdaMargins,-0.86625
profitMargins,-0.88382006
grossMargins,0.64864
operatingCashflow,-105060000
revenueGrowth,0.705
operatingMargins,-0.87561995
ebitda,-335988000
targetLowPrice,55
recommendationKey,buy
grossProfits,251585000
freeCashflow,49673500
targetMedianPrice,80
currentPrice,47.01
earningsGrowth,
currentRatio,6.393
returnOnAssets,-0.14798
numberOfAnalystOpinions,15
targetMeanPrice,83
debtToEquity,131.907
returnOnEquity,-0.61287
targetHighPrice,135
totalCash,2016017024
totalDebt,1121581952
totalRevenue,387864000
totalCashPerShare,7.57
financialCurrency,USD
revenuePerShare,2.056
quickRatio,6.185
recommendationMean,2.4
exchange,NMS
shortName,"Confluent, Inc."
longName,"Confluent, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,CFLT
messageBoardId,finmb_276431142
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,29.973
beta3Year,
enterpriseToEbitda,-34.601
52WeekChange,0.044202566
morningStarRiskRating,
forwardEps,-0.57
revenueQuarterlyGrowth,
sharesOutstanding,69539000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,3.193
sharesShort,10807564
sharesPercentSharesOut,0.040900003
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,1.35909
netIncomeToCommon,-342800992
trailingEps,-1.817
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,14.722831
heldPercentInsiders,0.00245
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,3.71
sharesShortPreviousMonthDate,1640908800
floatShares,61324063
beta,
enterpriseValue,11625517056
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,32.05485
dateShortInterest,1643587200
pegRatio,-3.4
ytdReturn,
forwardPE,-82.47368
lastCapGain,
shortPercentOfFloat,0.1554
sharesShortPriorMonth,7703050
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,52.31
regularMarketOpen,52.26
twoHundredDayAverage,61.89925
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,52.4343
navPrice,
averageDailyVolume10Day,4157690
regularMarketPreviousClose,52.31
fiftyDayAverage,65.093
trailingAnnualDividendRate,0
open,52.26
toCurrency,
averageVolume10days,4157690
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,46.71
currency,USD
regularMarketVolume,4612730
lastMarket,
maxSupply,
openInterest,
marketCap,12432922624
volumeAllCurrencies,
strikePrice,
averageVolume,3026964
dayLow,46.71
ask,46.54
askSize,1100
volume,4612730
fiftyTwoWeekHigh,94.97
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,37.71
bid,46
tradeable,False
dividendYield,
bidSize,800
dayHigh,52.4343
regularMarketPrice,47.01
preMarketPrice,
logo_url,https://logo.clearbit.com/confluent.io
