,info
zip,10016
sector,Healthcare
fullTimeEmployees,383
longBusinessSummary,"Intra-Cellular Therapies, Inc., a biopharmaceutical company, develops novel drugs for the treatment of neuropsychiatric and neurologic diseases, and other disorders of the central nervous system (CNS) in the United States. The company offers CAPLYTA for the treatment of schizophrenia in adults. It is also developing lumateperone, which is in Phase 3 clinical trials for the treatment of bipolar depression, as well as to treat autism spectrum disorder, and sleep disorders associated with neuropsychiatric and neurological disorders. In addition, the company is developing ITI-002 that inhibits the enzyme phosphodiesterase type 1; ITI-214 for the treatment of Parkinson's disease and heart failure; ITI-1284 for the treatment of neuropsychiatric disorders and behavioral disturbances in dementia; and ITI-333, for substance use disorders, pain, and psychiatric comorbidities, including depression and anxiety. Intra-Cellular Therapies, Inc. is headquartered in New York, New York."
city,New York
phone,646 440 9333
state,NY
country,United States
companyOfficers,[]
website,https://www.intracellulartherapies.com
maxAge,1
address1,430 East 29th Street
industry,Drug Manufacturers—Specialty & Generic
address2,Suite 900
ebitdaMargins,0
profitMargins,0
grossMargins,-0.13793
operatingCashflow,-254601664
revenueGrowth,2.014
operatingMargins,-3.69784
ebitda,-260504400
targetLowPrice,40
recommendationKey,strong_buy
grossProfits,-44864187
freeCashflow,-155124320
targetMedianPrice,59.5
currentPrice,56.63
earningsGrowth,
currentRatio,10.687
returnOnAssets,-0.24564
numberOfAnalystOpinions,10
targetMeanPrice,61.6
debtToEquity,5.425
returnOnEquity,-0.43321
targetHighPrice,88
totalCash,477283936
totalDebt,26405972
totalRevenue,70586360
totalCashPerShare,5.859
financialCurrency,USD
revenuePerShare,0.872
quickRatio,9.905
recommendationMean,1.5
exchange,NMS
shortName,Intra-Cellular Therapies Inc.
longName,"Intra-Cellular Therapies, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,ITCI
messageBoardId,finmb_9425271
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,58.969
beta3Year,
enterpriseToEbitda,-15.978
52WeekChange,0.4531691
morningStarRiskRating,
forwardEps,-2.9
revenueQuarterlyGrowth,
sharesOutstanding,92415600
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,5.981
sharesShort,4730651
sharesPercentSharesOut,0.0512
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.81137
netIncomeToCommon,-259090912
trailingEps,-3.2
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,9.468317
heldPercentInsiders,0.043520004
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,2.83
sharesShortPreviousMonthDate,1640908800
floatShares,75264714
beta,1.184982
enterpriseValue,4162386176
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,74.14316
dateShortInterest,1643587200
pegRatio,-0.07
ytdReturn,
forwardPE,-19.527586
lastCapGain,
shortPercentOfFloat,0.065799996
sharesShortPriorMonth,4534219
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,57.49
regularMarketOpen,56.8
twoHundredDayAverage,40.200874
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,57.74
navPrice,
averageDailyVolume10Day,1119760
regularMarketPreviousClose,57.49
fiftyDayAverage,46.3834
trailingAnnualDividendRate,0
open,56.8
toCurrency,
averageVolume10days,1119760
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,55.32
currency,USD
regularMarketVolume,1517585
lastMarket,
maxSupply,
openInterest,
marketCap,5233495552
volumeAllCurrencies,
strikePrice,
averageVolume,1208085
dayLow,55.32
ask,60
askSize,1100
volume,1517585
fiftyTwoWeekHigh,58.22
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,28.4
bid,41.15
tradeable,False
dividendYield,
bidSize,1000
dayHigh,57.74
regularMarketPrice,56.63
preMarketPrice,
logo_url,https://logo.clearbit.com/intracellulartherapies.com
