,info
zip,050040
sector,Financial Services
fullTimeEmployees,2028
longBusinessSummary,"Freedom Holding Corp., through its subsidiaries, provides retail securities brokerage, research, investment counseling, securities trading, market making, corporate investment banking, and underwriting services. The company offers investment brokerage services for exchange-traded and over-the-counter corporate equity and debt securities, money market instruments, exchange traded options and futures contracts, government bonds, and mutual funds; Margin Lending services collateralized by securities and cash in the customer's account; various investment education and training courses; and investment research services. It also provides capital raising solutions for corporate clients through initial public offerings and follow-on offerings; and debt capital markets solutions that focuses on structuring and distributing private and public debt for various purposes, including buyouts, acquisitions, growth capital financings, and recapitalizations. In addition, the company is involved in trading, investment, and brokerage activities. Further, it acts as an intermediary between borrowers and lenders of short-term funds and provide funding for various inventory positions; and employs repurchase and reverse repurchase agreements in proprietary trading activities. Additionally, the company offers Tradernet software platform for client margin risk evaluation and for middle office security transfer requests. It operates in Kazakhstan, Kyrgyzstan, Russia, Ukraine, Uzbekistan, Germany, Azerbaijan, and Cyprus. The company was formerly known as BMB Munai, Inc. and changed its name to Freedom Holding Corp. Freedom Holding Corp. was incorporated in 1981 and is headquartered in Almaty, Kazakhstan."
city,Almaty
phone,7 727 311 1064
country,Kazakhstan
companyOfficers,[]
website,https://www.freedomholdingcorp.com
maxAge,1
address1,Esentai Tower BC
industry,Capital Markets
address2,Floor 7 77/7 Al Farabi Avenue
ebitdaMargins,0
profitMargins,0.57275003
grossMargins,0.67014
operatingCashflow,122122000
revenueGrowth,3.759
operatingMargins,0.66760004
ebitda,
targetLowPrice,
recommendationKey,none
grossProfits,171223000
freeCashflow,
targetMedianPrice,
currentPrice,60.2
earningsGrowth,7.592
currentRatio,1.294
returnOnAssets,0.19642
numberOfAnalystOpinions,
targetMeanPrice,
debtToEquity,113.232
returnOnEquity,0.97707003
targetHighPrice,
totalCash,1714905984
totalDebt,615276992
totalRevenue,612907008
totalCashPerShare,28.805
financialCurrency,USD
revenuePerShare,10.42
quickRatio,1.102
recommendationMean,
exchange,NCM
shortName,Freedom Holding Corp.
longName,Freedom Holding Corp.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,FRHC
messageBoardId,finmb_317578100
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,4.099
beta3Year,
enterpriseToEbitda,
52WeekChange,0.20207667
morningStarRiskRating,
forwardEps,4.35
revenueQuarterlyGrowth,
sharesOutstanding,59534700
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,9.136
sharesShort,731060
sharesPercentSharesOut,0.0123000005
fundFamily,
lastFiscalYearEnd,1617148800
heldPercentInstitutions,0.022249999
netIncomeToCommon,351041984
trailingEps,5.963
lastDividendValue,
SandP52WeekChange,0.16484392
priceToBook,6.5893173
heldPercentInsiders,0.7157
nextFiscalYearEnd,1680220800
yield,
mostRecentQuarter,1632960000
shortRatio,1.34
sharesShortPreviousMonthDate,1639526400
floatShares,16925719
beta,1.090217
enterpriseValue,2512436224
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,7.634
priceToSalesTrailing12Months,5.847525
dateShortInterest,1642118400
pegRatio,
ytdReturn,
forwardPE,13.839081
lastCapGain,
shortPercentOfFloat,0.0432
sharesShortPriorMonth,761394
impliedSharesOutstanding,
category,
fiveYearAverageReturn,
previousClose,60.68
regularMarketOpen,61.21
twoHundredDayAverage,61.91265
trailingAnnualDividendYield,
payoutRatio,0
volume24Hr,
regularMarketDayHigh,61.71
navPrice,
averageDailyVolume10Day,853940
regularMarketPreviousClose,60.68
fiftyDayAverage,67.1388
trailingAnnualDividendRate,
open,61.21
toCurrency,
averageVolume10days,853940
expireDate,
algorithm,
dividendRate,
exDividendDate,1031011200
circulatingSupply,
startDate,
regularMarketDayLow,60.11
currency,USD
trailingPE,10.09559
regularMarketVolume,308659
lastMarket,
maxSupply,
openInterest,
marketCap,3583988992
volumeAllCurrencies,
strikePrice,
averageVolume,552079
dayLow,60.11
ask,61
askSize,800
volume,308659
fiftyTwoWeekHigh,72.43
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,42.03
bid,59
tradeable,False
dividendYield,
bidSize,1200
dayHigh,61.71
regularMarketPrice,60.2
preMarketPrice,59.9
logo_url,https://logo.clearbit.com/freedomholdingcorp.com
