,info
zip,80112
sector,Communication Services
fullTimeEmployees,13500
longBusinessSummary,"DISH Network Corporation, together with its subsidiaries, provides pay-TV services in the United States. The company operates in two segments, Pay-TV and Wireless. It offers video services under the DISH TV brand; and programming packages that include programming through national broadcast networks, local broadcast networks, and national and regional cable networks, as well as regional and specialty sports channels, premium movie channels, and Latino and international programming packages. The company also provides access to movies and television shows through TV or Internet-connected devices; and dishanywhere.com and mobile applications on Internet-connected devices to view authorized content, search program listings, and remotely control certain features of their DVRs. In addition, it offers Sling TV services, including Sling domestic, Sling International, Sling Latino, Sling Orange, and Sling Blue services that require an Internet connection and are available on streaming-capable devices, such as streaming media devices, TVs, tablets, computers, game consoles, and phones primarily to consumers who do not subscribe to traditional satellite and cable pay-TV services. As of December 31, 2020, it had 11.290 million Pay-TV subscribers in the United States, including 8.816 million DISH TV subscribers and 2.474 million SLING TV subscribers. The company offers receiver systems and programming through direct sales channels, as well as independent third parties, such as small retailers, direct marketing groups, local and regional consumer electronics stores, retailers, and telecommunications companies. DISH Network Corporation was founded in 1980 and is headquartered in Englewood, Colorado."
city,Englewood
phone,303-723-1000
state,CO
country,United States
companyOfficers,[]
website,https://www.dish.com
maxAge,1
address1,9601 South Meridian Boulevard
industry,Entertainment
ebitdaMargins,0.23506
profitMargins,0.14401
grossMargins,0.34765
operatingCashflow,3853752064
revenueGrowth,-0.018
operatingMargins,0.19334999
ebitda,4229249024
targetLowPrice,28
recommendationKey,buy
grossProfits,5459707000
freeCashflow,947998656
targetMedianPrice,49
currentPrice,28.96
earningsGrowth,0.023
currentRatio,1.154
returnOnAssets,0.05624
numberOfAnalystOpinions,17
targetMeanPrice,49.82
debtToEquity,111.333
returnOnEquity,0.18503
targetHighPrice,88
totalCash,5247822848
totalDebt,17076376576
totalRevenue,17991813120
totalCashPerShare,9.924
financialCurrency,USD
revenuePerShare,34.131
quickRatio,0.991
recommendationMean,2.4
exchange,NMS
shortName,DISH Network Corporation
longName,DISH Network Corporation
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,DISH
messageBoardId,finmb_110001
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,1.53
beta3Year,
enterpriseToEbitda,6.508
52WeekChange,-0.10229385
morningStarRiskRating,
forwardEps,2.85
revenueQuarterlyGrowth,
sharesOutstanding,290366016
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,28.282
sharesShort,23756534
sharesPercentSharesOut,0.044899996
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.86191005
netIncomeToCommon,2590945024
trailingEps,4.159
lastDividendValue,1
SandP52WeekChange,0.12185478
priceToBook,1.0239729
heldPercentInsiders,0.14130001
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,7.28
sharesShortPreviousMonthDate,1640908800
floatShares,251007118
beta,2.040775
enterpriseValue,27525736448
priceHint,2
threeYearAverageReturn,
lastSplitDate,953769600
lastSplitFactor,2:1
legalType,
lastDividendDate,1355270400
morningStarOverallRating,
earningsQuarterlyGrowth,0.104
priceToSalesTrailing12Months,0.8511708
dateShortInterest,1643587200
pegRatio,-0.32
ytdReturn,
forwardPE,10.161404
lastCapGain,
shortPercentOfFloat,0.1105
sharesShortPriorMonth,23295255
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,29.88
regularMarketOpen,29.92
twoHundredDayAverage,39.22685
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,29.9236
navPrice,
averageDailyVolume10Day,2095250
regularMarketPreviousClose,29.88
fiftyDayAverage,32.3762
trailingAnnualDividendRate,0
open,29.92
toCurrency,
averageVolume10days,2095250
expireDate,
algorithm,
dividendRate,
exDividendDate,1355270400
circulatingSupply,
startDate,
regularMarketDayLow,28.84
currency,USD
trailingPE,6.963212
regularMarketVolume,3156151
lastMarket,
maxSupply,
openInterest,
marketCap,15314105344
volumeAllCurrencies,
strikePrice,
averageVolume,2838670
dayLow,28.84
ask,29.45
askSize,900
volume,3156151
fiftyTwoWeekHigh,47.05
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,28.84
bid,29
tradeable,False
dividendYield,
bidSize,800
dayHigh,29.9236
regularMarketPrice,28.96
preMarketPrice,
logo_url,https://logo.clearbit.com/dish.com
