,info
zip,76102
sector,Financial Services
fullTimeEmployees,16000
longBusinessSummary,"FirstCash Holdings, Inc., together with its subsidiaries, operates retail pawn stores in the United States and Latin America. Its pawn stores lend money on the collateral of pledged personal property, including jewelry, electronics, tools, appliances, sporting goods, and musical instruments; and retails merchandise acquired through collateral forfeitures on forfeited pawn loans and over-the-counter purchases of merchandise directly from customers. The company is also involved in melting scrap jewelry, as well as sells gold, silver, and diamonds in commodity markets. As of September 30, 2021, it operated 1,069 stores in the United States and the District of Columbia; 1,651 stores in Mexico; 60 stores in Guatemala; 13 stores in El Salvador; and 15 stores in Colombia. FirstCash Holdings, Inc. was founded in 1988 and is headquartered in Fort Worth, Texas."
city,Fort Worth
phone,817 335 1100
state,TX
country,United States
companyOfficers,[]
website,https://www.firstcash.com
maxAge,1
address1,1600 West 7th Street
industry,Credit Services
ebitdaMargins,0.15878999
profitMargins,0.080699995
grossMargins,0.5769
operatingCashflow,182748000
revenueGrowth,0.111
operatingMargins,0.13148
ebitda,252380000
targetLowPrice,78
recommendationKey,buy
grossProfits,911139000
freeCashflow,-27633500
targetMedianPrice,99
currentPrice,67.05
earningsGrowth,1.278
currentRatio,3.171
returnOnAssets,0.054770004
numberOfAnalystOpinions,6
targetMeanPrice,97
debtToEquity,79.348
returnOnEquity,0.10108
targetHighPrice,118
totalCash,49907000
totalDebt,1026619008
totalRevenue,1589348992
totalCashPerShare,1.234
financialCurrency,USD
revenuePerShare,38.895
quickRatio,1.993
recommendationMean,2.5
exchange,NMS
shortName,"FirstCash Holdings, Inc."
longName,"FirstCash Holdings, Inc"
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,FCFS
messageBoardId,finmb_324004
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,2.356
beta3Year,
enterpriseToEbitda,14.835
52WeekChange,0.1867522
morningStarRiskRating,
forwardEps,4.48
revenueQuarterlyGrowth,
sharesOutstanding,48483400
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,31.999
sharesShort,838476
sharesPercentSharesOut,0.0173
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.82121
netIncomeToCommon,128264000
trailingEps,3.131
lastDividendValue,0.3
SandP52WeekChange,0.17435467
priceToBook,2.095378
heldPercentInsiders,0.18983999
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,2.92
sharesShortPreviousMonthDate,1639526400
floatShares,32387175
beta,0.8667
enterpriseValue,3743975680
priceHint,2
threeYearAverageReturn,
lastSplitDate,1140566400
lastSplitFactor,2:1
legalType,
lastDividendDate,1636675200
morningStarOverallRating,
earningsQuarterlyGrowth,1.217
priceToSalesTrailing12Months,2.0453734
dateShortInterest,1642118400
pegRatio,0.82
ytdReturn,
forwardPE,14.966518
lastCapGain,
shortPercentOfFloat,0.0221
sharesShortPriorMonth,913452
impliedSharesOutstanding,
category,
fiveYearAverageReturn,
previousClose,68.44
regularMarketOpen,67.73
twoHundredDayAverage,78.3582
trailingAnnualDividendYield,0.016656926
payoutRatio,0.3642
volume24Hr,
regularMarketDayHigh,68.505
navPrice,
averageDailyVolume10Day,238440
regularMarketPreviousClose,68.44
fiftyDayAverage,68.5874
trailingAnnualDividendRate,1.14
open,67.73
toCurrency,
averageVolume10days,238440
expireDate,
algorithm,
dividendRate,1.2
exDividendDate,1636675200
circulatingSupply,
startDate,
regularMarketDayLow,65.57
currency,USD
trailingPE,21.414885
regularMarketVolume,38953
lastMarket,
maxSupply,
openInterest,
marketCap,3250812160
volumeAllCurrencies,
strikePrice,
averageVolume,303387
dayLow,65.57
ask,66.3
askSize,900
volume,38953
fiftyTwoWeekHigh,97.04
fromCurrency,
fiveYearAvgDividendYield,1.3
fiftyTwoWeekLow,56.82
bid,66.03
tradeable,False
dividendYield,0.0175
bidSize,1300
dayHigh,68.505
regularMarketPrice,67.05
preMarketPrice,
logo_url,https://logo.clearbit.com/firstcash.com
