,info
zip,02111
sector,Technology
fullTimeEmployees,433
longBusinessSummary,"Flywire Corporation operates as a payment enablement and software company in the United States and internationally. Its payment platform and network, and vertical-specific software help clients to get paid and help their customers to pay. The company's platform facilitates payment flows across multiple currencies, payment types, and payment options; and provides direct connections to alternative payment methods, such as Alipay, Boleto, PayPal/Venmo, and Trustly. It serves education, healthcare, travel, and business to business organizations. Flywire Corporation was formerly known as peerTransfer Corporation and changed its name to Flywire Corporation in December 2016. The company was incorporated in 2009 and is based in Boston, Massachusetts."
city,Boston
phone,617 329 4524
state,MA
country,United States
companyOfficers,[]
website,https://www.flywire.com
maxAge,1
address1,141 Tremont Street
industry,Information Technology Services
address2,10th Floor
ebitdaMargins,0.04546
profitMargins,-0.113859996
grossMargins,0.65850997
operatingCashflow,38148000
revenueGrowth,0.611
operatingMargins,0.00265
ebitda,8319000
targetLowPrice,36
recommendationKey,buy
grossProfits,83978000
freeCashflow,
targetMedianPrice,48
currentPrice,29.3
earningsGrowth,1
currentRatio,4.668
returnOnAssets,
numberOfAnalystOpinions,8
targetMeanPrice,47.13
debtToEquity,5.317
returnOnEquity,
targetHighPrice,57
totalCash,449129984
totalDebt,25933000
totalRevenue,182986000
totalCashPerShare,4.29
financialCurrency,USD
revenuePerShare,3.695
quickRatio,4.536
recommendationMean,1.6
exchange,NMS
shortName,Flywire Corporation - Voting
longName,Flywire Corporation
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,FLYW
messageBoardId,finmb_707979303
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,13.374
beta3Year,
enterpriseToEbitda,294.166
52WeekChange,-0.2188034
morningStarRiskRating,
forwardEps,-0.08
revenueQuarterlyGrowth,
sharesOutstanding,98693104
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,4.651
sharesShort,4466976
sharesPercentSharesOut,0.0427
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.89278
netIncomeToCommon,-20852000
trailingEps,-0.421
lastDividendValue,
SandP52WeekChange,0.14938748
priceToBook,6.2997203
heldPercentInsiders,0.02577
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,3.4
sharesShortPreviousMonthDate,1639526400
floatShares,48513581
beta,
enterpriseValue,2447169024
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,0.914
priceToSalesTrailing12Months,16.761683
dateShortInterest,1642118400
pegRatio,
ytdReturn,
forwardPE,-366.25
lastCapGain,
shortPercentOfFloat,0.091000006
sharesShortPriorMonth,3903088
impliedSharesOutstanding,104681000
category,
fiveYearAverageReturn,
previousClose,27.42
regularMarketOpen,27.66
twoHundredDayAverage,38.40322
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,29.36
navPrice,
averageDailyVolume10Day,1048650
regularMarketPreviousClose,27.42
fiftyDayAverage,34.3366
trailingAnnualDividendRate,0
open,27.66
toCurrency,
averageVolume10days,1048650
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,27.01
currency,USD
regularMarketVolume,1261448
lastMarket,
maxSupply,
openInterest,
marketCap,3067153152
volumeAllCurrencies,
strikePrice,
averageVolume,1283311
dayLow,27.01
ask,28.96
askSize,1100
volume,1261448
fiftyTwoWeekHigh,57.41
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,24.85
bid,28.94
tradeable,False
dividendYield,
bidSize,1100
dayHigh,29.36
regularMarketPrice,29.3
preMarketPrice,
logo_url,https://logo.clearbit.com/flywire.com
