,info
zip,59715
sector,Technology
fullTimeEmployees,3516
longBusinessSummary,"Fair Isaac Corporation develops analytic, software, and data management products and services that enable businesses to automate, enhance, and connect decisions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Scores and Software. The Software segment offers pre-configured decision management solution designed for various business problems or processes, such as marketing, account origination, customer management, customer engagement, fraud detection, financial crimes compliance, collection, and marketing, as well as associated professional services. This segment also provides FICO Platform, a modular software offering designed to support advanced analytic and decision use cases, as well as stand-alone analytic and decisioning software that can be configured by customers to address a wide range of business use cases. The Scores segment provides business-to-business scoring solutions and services for consumers that give clients access to analytics to be integrated into their transaction streams and decision-making processes, as well as business-to-consumer scoring solutions comprising myFICO.com subscription offerings. Fair Isaac Corporation markets its products and services primarily through its direct sales organization and indirect channels, as well as online. The company was formerly known as Fair Isaac & Company, Inc. and changed its name to Fair Isaac Corporation in July 1992. Fair Isaac Corporation was founded in 1956 and is headquartered in Bozeman, Montana."
city,Bozeman
phone,406 982 7276
state,MT
country,United States
companyOfficers,[]
website,https://www.fico.com
maxAge,1
address1,5 West Mendenhall
industry,Software—Application
address2,Suite 105
ebitdaMargins,0.35015
profitMargins,0.29442
grossMargins,0.76469004
operatingCashflow,470751008
revenueGrowth,0.032
operatingMargins,0.33284
ebitda,464468992
targetLowPrice,463
recommendationKey,buy
grossProfits,984074000
freeCashflow,445559488
targetMedianPrice,535
currentPrice,498.76
earningsGrowth,0.066
currentRatio,1.436
returnOnAssets,0.18153
numberOfAnalystOpinions,7
targetMeanPrice,557
debtToEquity,
returnOnEquity,
targetHighPrice,670
totalCash,162156992
totalDebt,1684263936
totalRevenue,1326482944
totalCashPerShare,6.17
financialCurrency,USD
revenuePerShare,46.965
quickRatio,1.312
recommendationMean,2
exchange,NYQ
shortName,Fair Isaac Corproation
longName,Fair Isaac Corporation
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,FICO
messageBoardId,finmb_270427
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,11.146
beta3Year,
enterpriseToEbitda,31.831
52WeekChange,0.056768894
morningStarRiskRating,
forwardEps,17.5
revenueQuarterlyGrowth,
sharesOutstanding,26279600
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,-20.306
sharesShort,783527
sharesPercentSharesOut,0.0294
fundFamily,
lastFiscalYearEnd,1632960000
heldPercentInstitutions,0.90579003
netIncomeToCommon,390551008
trailingEps,13.618
lastDividendValue,0.02
SandP52WeekChange,0.1853534
priceToBook,
heldPercentInsiders,0.01546
nextFiscalYearEnd,1696032000
yield,
mostRecentQuarter,1640908800
shortRatio,2.76
sharesShortPreviousMonthDate,1639526400
floatShares,25356148
beta,1.178518
enterpriseValue,14784376832
priceHint,2
threeYearAverageReturn,
lastSplitDate,1078963200
lastSplitFactor,3:2
legalType,
lastDividendDate,1488326400
morningStarOverallRating,
earningsQuarterlyGrowth,-0.018
priceToSalesTrailing12Months,9.881177
dateShortInterest,1642118400
pegRatio,1.79
ytdReturn,
forwardPE,28.500572
lastCapGain,
shortPercentOfFloat,0.0419
sharesShortPriorMonth,895939
impliedSharesOutstanding,
category,
fiveYearAverageReturn,
previousClose,504.66
regularMarketOpen,493.26
twoHundredDayAverage,454.1495
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,502.01
navPrice,
averageDailyVolume10Day,333010
regularMarketPreviousClose,504.66
fiftyDayAverage,420.6884
trailingAnnualDividendRate,0
open,493.26
toCurrency,
averageVolume10days,333010
expireDate,
algorithm,
dividendRate,
exDividendDate,1488326400
circulatingSupply,
startDate,
regularMarketDayLow,490.51
currency,USD
trailingPE,36.625057
regularMarketVolume,97636
lastMarket,
maxSupply,
openInterest,
marketCap,13107213312
volumeAllCurrencies,
strikePrice,
averageVolume,351051
dayLow,490.51
ask,499.87
askSize,1000
volume,97636
fiftyTwoWeekHigh,553.97
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,342.89
bid,498.78
tradeable,False
dividendYield,
bidSize,1000
dayHigh,502.01
regularMarketPrice,498.76
preMarketPrice,497.65
logo_url,https://logo.clearbit.com/fico.com
