,info
zip,11529
sector,Communication Services
fullTimeEmployees,182858
longBusinessSummary,"AmÃ©rica MÃ³vil, S.A.B. de C.V. provides telecommunications services in Latin America and internationally. The company offers wireless and fixed voice services, including airtime, local, domestic, and international long-distance services; and network interconnection services. It also provides data services, such as data centers, data administration, and hosting services to residential and corporate clients; value-added services, including Internet access, messaging, and other wireless entertainment and corporate services; data transmission, email services, instant messaging, content streaming, and interactive applications; and wireless security services, mobile payment solutions, machine-to-machine services, mobile banking, virtual private network services, and video calls and personal communications services. In addition, the company offers residential broadband services; IT solutions for small businesses and large corporations; and cable and satellite pay television subscriptions. Further, it sells equipment, accessories, and computers; and offers telephone directories, publishing, wireless security, call center, advertising, media, and software development services. Additionally, the company provides video, audio, and other media content through the internet directly from the content provider to the end user. It sells its products and services under the Telcel, Telmex Infinitum, TracFone, Straight Talk, and A1 brands through a network of retailers and service centers to retail customers; and through sales force to corporate customers. As of December 31, 2020, the company had approximately 287 million wireless voice and data subscribers. AmÃ©rica MÃ³vil, S.A.B. de C.V. was incorporated in 2000 and is based in Mexico City, Mexico."
city,Mexico City
phone,52 55 2581 3700
state,DF
country,Mexico
companyOfficers,[]
website,https://www.americamovil.com
maxAge,1
address1,Lago Zurich 245
fax,52 55 2581 4422
industry,Telecom Services
address2,"Plaza Carso / Edificio Telcel, Piso 16 Colonia AmpliaciÃ³n Granada Miguel Hidalgo"
ebitdaMargins,0.29031
profitMargins,0.096870005
grossMargins,0.53635
operatingCashflow,282376372224
revenueGrowth,-0.026
operatingMargins,0.15923001
ebitda,292954570752
targetLowPrice,15
recommendationKey,buy
grossProfits,546459054000
freeCashflow,121705988096
targetMedianPrice,21
currentPrice,18.15
earningsGrowth,-0.172
currentRatio,0.687
returnOnAssets,0.06302
numberOfAnalystOpinions,9
targetMeanPrice,20.83
debtToEquity,212.944
returnOnEquity,0.37094003
targetHighPrice,25
totalCash,108572229632
totalDebt,686191542272
totalRevenue,1009097310208
totalCashPerShare,33.177
financialCurrency,MXN
revenuePerShare,310.66
quickRatio,0.595
recommendationMean,2.5
exchange,NYQ
shortName,"America Movil, S.A.B. de C.V. A"
longName,"América Móvil, S.A.B. de C.V."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,AMX
messageBoardId,finmb_813607
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,0.699
beta3Year,
enterpriseToEbitda,2.409
52WeekChange,0.40354764
morningStarRiskRating,
forwardEps,1.35
revenueQuarterlyGrowth,
sharesOutstanding,3234129920
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,78.32
sharesShort,8126005
sharesPercentSharesOut,0.0025
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.09924
netIncomeToCommon,97749024768
trailingEps,1.46
lastDividendValue,0.197
SandP52WeekChange,0.17128062
priceToBook,0.23174156
heldPercentInsiders,0
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,2.25
sharesShortPreviousMonthDate,1640908800
floatShares,806180375
beta,0.333184
enterpriseValue,705670217728
priceHint,2
threeYearAverageReturn,
lastSplitDate,1309478400
lastSplitFactor,2:1
legalType,
lastDividendDate,1635984000
morningStarOverallRating,
earningsQuarterlyGrowth,-0.164
priceToSalesTrailing12Months,0.058170263
dateShortInterest,1643587200
pegRatio,0.36
ytdReturn,
forwardPE,13.444444
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,10298125
impliedSharesOutstanding,
category,
fiveYearAverageReturn,
previousClose,18.99
regularMarketOpen,18.88
twoHundredDayAverage,17.4446
trailingAnnualDividendYield,0.021063719
payoutRatio,0.1297
volume24Hr,
regularMarketDayHigh,18.98
navPrice,
averageDailyVolume10Day,3530810
regularMarketPreviousClose,18.99
fiftyDayAverage,19.5574
trailingAnnualDividendRate,0.4
open,18.88
toCurrency,
averageVolume10days,3530810
expireDate,
algorithm,
dividendRate,0.4
exDividendDate,1635984000
circulatingSupply,
startDate,
regularMarketDayLow,18.135
currency,USD
trailingPE,12.431506
regularMarketVolume,1966321
lastMarket,
maxSupply,
openInterest,
marketCap,58699456512
volumeAllCurrencies,
strikePrice,
averageVolume,2543937
dayLow,18.135
ask,18.14
askSize,1800
volume,1966321
fiftyTwoWeekHigh,21.37
fromCurrency,
fiveYearAvgDividendYield,2.22
fiftyTwoWeekLow,12.7
bid,18.13
tradeable,False
dividendYield,0.0209
bidSize,1800
dayHigh,18.98
regularMarketPrice,18.15
preMarketPrice,18.99
logo_url,https://logo.clearbit.com/americamovil.com
