,info
zip,12
sector,Financial Services
fullTimeEmployees,36358
longBusinessSummary,"Credicorp Ltd., a financial services holding company, provides various financial, insurance, and health services and products primarily in Peru and internationally. The company's Universal Banking segment offers deposits and current accounts, and various credits and financial instruments to individuals and legal entities. Its Insurance and Pensions segment issues insurance policies to cover losses in commercial property, transportation, marine vessels, automobile, life, health, and pensions, as well as provides private pension fund management services. The company's Microfinance segment manages loans, credits, deposits, and current accounts of the small and microenterprises. Its Investment Banking and Wealth Management segment offers its services to corporations, institutional investors, governments, and foundations; engages in structuring and placement of issues in the primary market, as well as the execution and negotiation of operations in the secondary market; and structures securitization processes for corporate customers and manages mutual funds. The company was founded in 1889 and is headquartered in Lima, Peru."
city,Lima
phone,51 1 313 2000
country,Peru
companyOfficers,[]
website,https://www.grupocredicorp.com
maxAge,1
address1,Calle Centenario N Â° 156
industry,Banks—Regional
address2,La Molina
ebitdaMargins,0
profitMargins,0.2742
grossMargins,0
operatingCashflow,
revenueGrowth,0.286
operatingMargins,0.41154
ebitda,
targetLowPrice,501.57
recommendationKey,hold
grossProfits,13072902000
freeCashflow,
targetMedianPrice,510
currentPrice,154.68
earningsGrowth,0.6
currentRatio,
returnOnAssets,0.01523
numberOfAnalystOpinions,3
targetMeanPrice,526.36
debtToEquity,
returnOnEquity,0.13992
targetHighPrice,567.52
totalCash,46223900672
totalDebt,46305640448
totalRevenue,13072902144
totalCashPerShare,581.674
financialCurrency,PEN
revenuePerShare,163.895
quickRatio,
recommendationMean,3
exchange,NYQ
shortName,Credicorp Ltd.
longName,Credicorp Ltd.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,BAP
messageBoardId,finmb_396812
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,0.988
beta3Year,
enterpriseToEbitda,
52WeekChange,-0.09008628
morningStarRiskRating,
forwardEps,60.1
revenueQuarterlyGrowth,
sharesOutstanding,79516000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,333.431
sharesShort,946682
sharesPercentSharesOut,0.0119
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.62403
netIncomeToCommon,3584581888
trailingEps,11.503
lastDividendValue,0.44
SandP52WeekChange,0.16578865
priceToBook,0.46390405
heldPercentInsiders,0.30475
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,3.01
sharesShortPreviousMonthDate,1640908800
floatShares,67122596
beta,0.721531
enterpriseValue,12914367488
priceHint,2
threeYearAverageReturn,
lastSplitDate,1397606400
lastSplitFactor,1039:1000
legalType,
lastDividendDate,1523923200
morningStarOverallRating,
earningsQuarterlyGrowth,0.623
priceToSalesTrailing12Months,0.9410312
dateShortInterest,1643587200
pegRatio,0.9
ytdReturn,
forwardPE,2.5737104
lastCapGain,
shortPercentOfFloat,0.0188
sharesShortPriorMonth,948065
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,150.8
regularMarketOpen,150
twoHundredDayAverage,121.5821
trailingAnnualDividendYield,0.0331565
payoutRatio,0.127
volume24Hr,
regularMarketDayHigh,157.66
navPrice,
averageDailyVolume10Day,528070
regularMarketPreviousClose,150.8
fiftyDayAverage,128.0664
trailingAnnualDividendRate,5
open,150
toCurrency,
averageVolume10days,528070
expireDate,
algorithm,
dividendRate,1.21
exDividendDate,1631577600
circulatingSupply,
startDate,
regularMarketDayLow,149.82
currency,USD
trailingPE,13.446926
regularMarketVolume,839843
lastMarket,
maxSupply,
openInterest,
marketCap,12302009344
volumeAllCurrencies,
strikePrice,
averageVolume,400536
dayLow,149.82
ask,154.33
askSize,1200
volume,839843
fiftyTwoWeekHigh,169.5
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,88.67
bid,154.2
tradeable,False
dividendYield,0.0078
bidSize,900
dayHigh,157.66
regularMarketPrice,154.68
preMarketPrice,
logo_url,https://logo.clearbit.com/grupocredicorp.com
