,info
zip,04539
sector,Communication Services
longBusinessSummary,"SK Telecom Co., Ltd. provides wireless telecommunication services in South Korea and internationally. The Cellular Services segment offers wireless voice and data transmission, cellular global roaming, interconnection, Internet of Things, and platform services, as well as sells smartphones, basic phones, tablets and other Internet access devices, and wearable devices. The Fixed-Line Telecommunication Services segment provides local, domestic and international long distance, and voice over Internet protocol services; broadband Internet access; Internet protocol TV and mobile over-the-top; and leased line solutions, Internet data center, and network solution services. The Commerce Services segment operates 11st, an online open marketplace; and T-commerce network that offer assortment of goods and services through pre-recorded television programming. The Other Businesses segment provides marketing platform services, such as Syrup Wallet, a mobile wallet service; OK Cashbag, a loyalty points program; and One Store, a mobile application marketplace. The Security Services segment offers physical security services, which includes centralized monitoring system; information security solutions, such as information security consulting, managed security, and cyber threat intelligence solutions; and operates parking management and security solutions business. In addition, it offers call center management, base station maintenance, information gathering and consulting, system software development and supply, quantum information and communications, data base and internet website, and digital contents sourcing services; manufactures and sells e-book; sells and trades in anti-theft and surveillance devices; and operates information and communications facilities. As of December 31, 2020, the company had 3.8 million fixed-line telephone and 31.4 million wireless subscribers. The company was incorporated in 1984 and is headquartered in Seoul, South Korea."
city,Seoul
phone,82 2 6100 2114
country,South Korea
companyOfficers,[]
website,https://www.sktelecom.com
maxAge,1
address1,SK T-Tower
fax,82 2 6100 7825
industry,Telecom Services
address2,"65, Eulji-ro Jung-gu"
ebitdaMargins,0.30548
profitMargins,0.14374
grossMargins,0.08282
operatingCashflow,
revenueGrowth,-0.112
operatingMargins,0.08282
ebitda,5116321071104
targetLowPrice,
recommendationKey,none
grossProfits,1387200000000
freeCashflow,
targetMedianPrice,
currentPrice,25.2
earningsGrowth,
currentRatio,
returnOnAssets,
numberOfAnalystOpinions,
targetMeanPrice,
debtToEquity,
returnOnEquity,
targetHighPrice,
totalCash,
totalDebt,
totalRevenue,16748600360960
totalCashPerShare,
financialCurrency,KRW
revenuePerShare,43091.883
quickRatio,
recommendationMean,
exchange,NYQ
shortName,"SK Telecom Co., Ltd."
longName,"SK Telecom Co.,Ltd"
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,SKM
messageBoardId,finmb_352642
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,0.001
beta3Year,
enterpriseToEbitda,0.002
52WeekChange,-0.38071257
morningStarRiskRating,
forwardEps,4.56
revenueQuarterlyGrowth,
sharesOutstanding,392784000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,67585.34
sharesShort,442656
sharesPercentSharesOut,0.0011
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.04994
netIncomeToCommon,2407500087296
trailingEps,5.165796
lastDividendValue,1.140033
SandP52WeekChange,0.12185478
priceToBook,0.00037286192
heldPercentInsiders,0
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,1.07
sharesShortPreviousMonthDate,1640908800
floatShares,264689394
beta,0.75459
enterpriseValue,9794529280
priceHint,2
threeYearAverageReturn,
lastSplitDate,1638230400
lastSplitFactor,607:1000
legalType,
lastDividendDate,1230508800
morningStarOverallRating,
earningsQuarterlyGrowth,-0.214
priceToSalesTrailing12Months,0.00059707626
dateShortInterest,1643587200
pegRatio,
ytdReturn,
forwardPE,5.526316
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,275778
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,25.57
regularMarketOpen,25.51
twoHundredDayAverage,44.620853
trailingAnnualDividendYield,260.4615
payoutRatio,0.32349998
volume24Hr,
regularMarketDayHigh,25.65
navPrice,
averageDailyVolume10Day,281650
regularMarketPreviousClose,25.57
fiftyDayAverage,30.688
trailingAnnualDividendRate,6660
open,25.51
toCurrency,
averageVolume10days,281650
expireDate,
algorithm,
dividendRate,1.87
exDividendDate,1624924800
circulatingSupply,
startDate,
regularMarketDayLow,25.19
currency,USD
trailingPE,4.8782415
regularMarketVolume,259760
lastMarket,
maxSupply,
openInterest,
marketCap,10000191488
volumeAllCurrencies,
strikePrice,
averageVolume,298138
dayLow,25.19
ask,35.89
askSize,800
volume,259760
fiftyTwoWeekHigh,55.337727
fromCurrency,
fiveYearAvgDividendYield,4.15
fiftyTwoWeekLow,25.05
bid,25.26
tradeable,False
dividendYield,0.074099995
bidSize,900
dayHigh,25.65
regularMarketPrice,25.2
preMarketPrice,
logo_url,https://logo.clearbit.com/sktelecom.com
