,info
zip,37129
sector,Real Estate
fullTimeEmployees,19
longBusinessSummary,"Incorporated in 1991, National Health Investors, Inc. (NYSE: NHI) is a real estate investment trust specializing in sale-leaseback, joint-venture, mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent, assisted and memory care communities, entrance-fee retirement communities, skilled nursing facilities, medical office buildings and specialty hospitals."
city,Murfreesboro
phone,615-890-9100
state,TN
country,United States
companyOfficers,[]
website,https://www.nhireit.com
maxAge,1
address1,222 Robert Rose Drive
industry,REIT—Healthcare Facilities
ebitdaMargins,0.90319
profitMargins,0.4642
grossMargins,0.96748
operatingCashflow,213122000
revenueGrowth,-0.123
operatingMargins,0.6343
ebitda,277193984
targetLowPrice,51
recommendationKey,hold
grossProfits,320032000
freeCashflow,142089248
targetMedianPrice,57
currentPrice,54.5
earningsGrowth,-0.295
currentRatio,2.921
returnOnAssets,0.040209997
numberOfAnalystOpinions,7
targetMeanPrice,59.29
debtToEquity,83.082
returnOnEquity,0.093430005
targetHighPrice,68
totalCash,48393000
totalDebt,1287115008
totalRevenue,306904992
totalCashPerShare,1.055
financialCurrency,USD
revenuePerShare,6.75
quickRatio,2.611
recommendationMean,2.9
exchange,NYQ
shortName,"National Health Investors, Inc."
longName,"National Health Investors, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,NHI
messageBoardId,finmb_320908
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,12.211
beta3Year,
enterpriseToEbitda,13.52
52WeekChange,-0.21908581
morningStarRiskRating,
forwardEps,3.17
revenueQuarterlyGrowth,
sharesOutstanding,45850600
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,33.567
sharesShort,1297645
sharesPercentSharesOut,0.028299998
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.65966004
netIncomeToCommon,142467008
trailingEps,3.133
lastDividendValue,0.9
SandP52WeekChange,0.12185478
priceToBook,1.6236184
heldPercentInsiders,0.045819998
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,4.08
sharesShortPreviousMonthDate,1640908800
floatShares,44001903
beta,0.935852
enterpriseValue,3747728640
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,1640822400
morningStarOverallRating,
earningsQuarterlyGrowth,-0.277
priceToSalesTrailing12Months,8.142121
dateShortInterest,1643587200
pegRatio,1.73
ytdReturn,
forwardPE,17.192429
lastCapGain,
shortPercentOfFloat,0.0348
sharesShortPriorMonth,1203963
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,54.97
regularMarketOpen,54.8
twoHundredDayAverage,60.19035
trailingAnnualDividendYield,0.072857924
payoutRatio,1.2755
volume24Hr,
regularMarketDayHigh,55.7
navPrice,
averageDailyVolume10Day,241120
regularMarketPreviousClose,54.97
fiftyDayAverage,56.8586
trailingAnnualDividendRate,4.005
open,54.8
toCurrency,
averageVolume10days,241120
expireDate,
algorithm,
dividendRate,3.6
exDividendDate,1640822400
circulatingSupply,
startDate,
regularMarketDayLow,54.37
currency,USD
trailingPE,17.395468
regularMarketVolume,143904
lastMarket,
maxSupply,
openInterest,
marketCap,2498857728
volumeAllCurrencies,
strikePrice,
averageVolume,307491
dayLow,54.37
ask,54.5
askSize,900
volume,143904
fiftyTwoWeekHigh,78.56
fromCurrency,
fiveYearAvgDividendYield,5.82
fiftyTwoWeekLow,50.88
bid,54.35
tradeable,False
dividendYield,0.0661
bidSize,800
dayHigh,55.7
regularMarketPrice,54.5
preMarketPrice,
logo_url,https://logo.clearbit.com/nhireit.com
