,info
zip,100086
sector,Real Estate
fullTimeEmployees,119658
longBusinessSummary,"KE Holdings Inc., through its subsidiaries, engages in operating an integrated online and offline platform for housing transactions and services in the People's Republic of China. The company operates in three segments: Existing Home Transaction Services, New Home Transaction Services, and Emerging and Other Services. It facilitates various housing transactions ranging from existing and new home sales and home rentals to home renovation, real estate financial solutions, and other services. The company also owns and operates Lianjia, a real estate brokerage branded store; and owns Deyou, a franchise model for connected brokerage stores. The company was founded in 2001 and is headquartered in Beijing, China."
city,Beijing
phone,86 10 5810 4689
country,China
companyOfficers,[]
website,https://ke.com
maxAge,1
address1,Oriental Electronic Technology Building
industry,Real Estate Services
address2,No. 2 Chuangye Road Haidian District
ebitdaMargins,0.03531
profitMargins,0.01752
grossMargins,0.21402
operatingCashflow,3420421120
revenueGrowth,-0.119
operatingMargins,0.02019
ebitda,3024084992
targetLowPrice,18.73
recommendationKey,buy
grossProfits,16859857000
freeCashflow,2023469824
targetMedianPrice,26.09
currentPrice,20.12
earningsGrowth,
currentRatio,2.392
returnOnAssets,0.01119
numberOfAnalystOpinions,16
targetMeanPrice,27.8
debtToEquity,11.905
returnOnEquity,0.025220001
targetHighPrice,39.18
totalCash,45124272128
totalDebt,8114251776
totalRevenue,85637365760
totalCashPerShare,37.891
financialCurrency,CNY
revenuePerShare,73.151
quickRatio,2.002
recommendationMean,2.2
exchange,NYQ
shortName,KE Holdings Inc
longName,KE Holdings Inc.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,BEKE
messageBoardId,finmb_665898843
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,-0.152
beta3Year,
enterpriseToEbitda,-4.298
52WeekChange,-0.73764503
morningStarRiskRating,
forwardEps,0.59
revenueQuarterlyGrowth,
sharesOutstanding,1190899968
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,57.186
sharesShort,23677442
sharesPercentSharesOut,0.0199
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.48004
netIncomeToCommon,1198631936
trailingEps,0.157
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,0.3518344
heldPercentInsiders,0.0089300005
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,2.49
sharesShortPreviousMonthDate,1640908800
floatShares,531533346
beta,
enterpriseValue,-12996011008
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,0.27979502
dateShortInterest,1643587200
pegRatio,128.76
ytdReturn,
forwardPE,34.101696
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,26233439
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,20.77
regularMarketOpen,21.34
twoHundredDayAverage,27.20505
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,21.4
navPrice,
averageDailyVolume10Day,9141590
regularMarketPreviousClose,20.77
fiftyDayAverage,20.2116
trailingAnnualDividendRate,0
open,21.34
toCurrency,
averageVolume10days,9141590
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,19.42
currency,USD
trailingPE,128.15286
regularMarketVolume,7266002
lastMarket,
maxSupply,
openInterest,
marketCap,23960907776
volumeAllCurrencies,
strikePrice,
averageVolume,10391137
dayLow,19.42
ask,20.11
askSize,800
volume,7266002
fiftyTwoWeekHigh,76.92
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,15.15
bid,20
tradeable,False
dividendYield,
bidSize,1400
dayHigh,21.4
regularMarketPrice,20.12
preMarketPrice,
logo_url,https://logo.clearbit.com/ke.com
