,info
zip,94089
sector,Technology
longBusinessSummary,"Matterport, Inc., a spatial data company, focuses on digitizing and indexing the built world. It offers Matterport digital twins, a 3D data platform to design, build, operate, promote, and understand spaces. The company offers Matterport Capture, an application that enables to capture depth, data, and imagery of a space using 3D cameras, 360 cameras, and iPhones; Matterport Workshop application to customize, add additional details, and share spaces; Matterport Showcase application for audience view and explore space in its final format; and Matterport VR to experience virtual reality. It offers solutions for real estate, photography, travel and hospitality, retail, insurance and restoration, industrial and facilities management, architecture, and engineering and construction industries. Matterport, Inc. was founded in 2011 and is headquartered in Sunnyvale, California."
city,Sunnyvale
phone,650 641 2241
state,CA
country,United States
companyOfficers,[]
website,https://matterport.com
maxAge,1
address1,352 East Java Drive
industry,Software—Application
ebitdaMargins,-1.27677
profitMargins,0
grossMargins,0.53943
operatingCashflow,-38808000
revenueGrowth,0.148
operatingMargins,-1.32916
ebitda,-141944000
targetLowPrice,9
recommendationKey,buy
grossProfits,59971000
freeCashflow,1238500
targetMedianPrice,12.5
currentPrice,6.83
earningsGrowth,
currentRatio,13.134
returnOnAssets,-0.23351
numberOfAnalystOpinions,6
targetMeanPrice,15.33
debtToEquity,
returnOnEquity,-2.16962
targetHighPrice,25
totalCash,404449984
totalDebt,0
totalRevenue,111174000
totalCashPerShare,1.653
financialCurrency,USD
revenuePerShare,0.847
quickRatio,12.462
recommendationMean,1.8
exchange,NGM
shortName,"Matterport, Inc."
longName,"Matterport, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,MTTR
messageBoardId,finmb_216217917
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,11.394
beta3Year,
enterpriseToEbitda,-8.924
52WeekChange,-0.68883824
morningStarRiskRating,
forwardEps,-0.24
revenueQuarterlyGrowth,
sharesOutstanding,260294000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,1.096
sharesShort,29105163
sharesPercentSharesOut,0.1118
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.37609002
netIncomeToCommon,-338060000
trailingEps,-2.575
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,6.231752
heldPercentInsiders,0.04527
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,2.21
sharesShortPreviousMonthDate,1640908800
floatShares,182835636
beta,
enterpriseValue,1266700800
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,15.991221
dateShortInterest,1643587200
pegRatio,-0.73
ytdReturn,
forwardPE,-28.458334
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,14604660
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,6.54
regularMarketOpen,6.5888
twoHundredDayAverage,17.0391
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,7.18
navPrice,
averageDailyVolume10Day,16255710
regularMarketPreviousClose,6.54
fiftyDayAverage,14.7994
trailingAnnualDividendRate,0
open,6.5888
toCurrency,
averageVolume10days,16255710
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,6.32
currency,USD
regularMarketVolume,16669443
lastMarket,
maxSupply,
openInterest,
marketCap,1777808000
volumeAllCurrencies,
strikePrice,
averageVolume,11386866
dayLow,6.32
ask,6.9
askSize,3100
volume,16669443
fiftyTwoWeekHigh,37.6
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,6.2
bid,6.75
tradeable,False
dividendYield,
bidSize,800
dayHigh,7.18
regularMarketPrice,6.83
preMarketPrice,
logo_url,https://logo.clearbit.com/matterport.com
