,info
zip,10019
sector,Real Estate
fullTimeEmployees,3224
longBusinessSummary,"Vornado's portfolio is concentrated in the nation's key market Â New York City Â along with the premier asset in both Chicago and San Francisco. Vornado is also the real estate industry leader in sustainability policy. The company owns and manages over 23 million square feet of LEED certified buildings and received the Energy Star Partner of the Year Award, Sustained Excellence 2019. In 2012, Vornado commemorated 50 years on the NYSE."
city,New York
phone,212-894-7000
state,NY
country,United States
companyOfficers,[]
website,https://www.vno.com
maxAge,1
address1,888 Seventh Avenue
industry,REIT—Office
ebitdaMargins,0.44807997
profitMargins,0.10321999
grossMargins,0.53241
operatingCashflow,761806016
revenueGrowth,0.13
operatingMargins,0.21168
ebitda,764041984
targetLowPrice,36
recommendationKey,hold
grossProfits,907836000
freeCashflow,686537600
targetMedianPrice,46
currentPrice,44.49
earningsGrowth,
currentRatio,4.448
returnOnAssets,0.01347
numberOfAnalystOpinions,11
targetMeanPrice,45.36
debtToEquity,125.885
returnOnEquity,0.02813
targetHighPrice,52
totalCash,1779154048
totalDebt,9068649472
totalRevenue,1705150976
totalCashPerShare,9.28
financialCurrency,USD
revenuePerShare,8.902
quickRatio,3.963
recommendationMean,2.8
exchange,NYQ
shortName,Vornado Realty Trust
longName,Vornado Realty Trust
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,VNO
messageBoardId,finmb_312648
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,10.605
beta3Year,
enterpriseToEbitda,23.667
52WeekChange,0.21020138
morningStarRiskRating,
forwardEps,0.82
revenueQuarterlyGrowth,
sharesOutstanding,191724000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,26.36
sharesShort,13652681
sharesPercentSharesOut,0.0712
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.79845
netIncomeToCommon,101052000
trailingEps,0.528
lastDividendValue,0.53
SandP52WeekChange,0.12121451
priceToBook,1.6877846
heldPercentInsiders,0.085109994
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,9.33
sharesShortPreviousMonthDate,1640908800
floatShares,178264611
beta,1.24167
enterpriseValue,18082428928
priceHint,2
threeYearAverageReturn,
lastSplitDate,1500336000
lastSplitFactor,1237:1000
legalType,
lastDividendDate,1643328000
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,5.36588
dateShortInterest,1643587200
pegRatio,3.66
ytdReturn,
forwardPE,54.2561
lastCapGain,
shortPercentOfFloat,0.0916
sharesShortPriorMonth,14466688
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,45.08
regularMarketOpen,44.89
twoHundredDayAverage,43.9422
trailingAnnualDividendYield,0.047027502
payoutRatio,4.0306
volume24Hr,
regularMarketDayHigh,45.8
navPrice,
averageDailyVolume10Day,1820370
regularMarketPreviousClose,45.08
fiftyDayAverage,42.412
trailingAnnualDividendRate,2.12
open,44.89
toCurrency,
averageVolume10days,1820370
expireDate,
algorithm,
dividendRate,2.12
exDividendDate,1643328000
circulatingSupply,
startDate,
regularMarketDayLow,44.455
currency,USD
trailingPE,84.26137
regularMarketVolume,2041095
lastMarket,
maxSupply,
openInterest,
marketCap,9149635584
volumeAllCurrencies,
strikePrice,
averageVolume,1459190
dayLow,44.455
ask,44.95
askSize,900
volume,2041095
fiftyTwoWeekHigh,50.91
fromCurrency,
fiveYearAvgDividendYield,4.48
fiftyTwoWeekLow,36.11
bid,42
tradeable,False
dividendYield,0.047
bidSize,900
dayHigh,45.8
regularMarketPrice,44.49
preMarketPrice,43.33
logo_url,https://logo.clearbit.com/vno.com
