,info
zip,02451
sector,Technology
fullTimeEmployees,2779
longBusinessSummary,"Dynatrace, Inc. provides a software intelligence platform for dynamic multi-cloud environments. It operates Dynatrace, a software intelligence platform for running and optimizing the applications and services. The company's products include AppMon that works in various application environments, such as Java, .NET, PHP, Node.js, GoLang, SQL, NoSQL, CICS, IMS, AWS Lambda, Google Cloud Functions, and Microsoft Azure Functions; and Classic Real User Monitoring. Its platform allows its customers to modernize and automate IT operations, develop and release software, and enhance user experiences. The company also offers implementation, consulting, and training services. Dynatrace, Inc. markets its products through a combination of direct sales team and a network of partners, including resellers, system integrators, and managed service providers. It serves customers in various industries comprising banking, insurance, retail, manufacturing, travel, and software. The company operates in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. Dynatrace, Inc. was founded in 2005 and is headquartered in Waltham, Massachusetts."
city,Waltham
phone,781 530 1000
state,MA
country,United States
companyOfficers,[]
website,https://www.dynatrace.com
maxAge,1
address1,1601 Trapelo Road
industry,Software—Application
address2,Suite 116
ebitdaMargins,0.14313
profitMargins,0.08984999
grossMargins,0.83417
operatingCashflow,248483008
revenueGrowth,0.316
operatingMargins,0.096829996
ebitda,125003000
targetLowPrice,48
recommendationKey,buy
grossProfits,591118000
freeCashflow,205819872
targetMedianPrice,65
currentPrice,41.64
earningsGrowth,-0.167
currentRatio,1.139
returnOnAssets,0.02316
numberOfAnalystOpinions,17
targetMeanPrice,64.76
debtToEquity,28.847
returnOnEquity,0.0672
targetHighPrice,80
totalCash,408723008
totalDebt,368091008
totalRevenue,873363968
totalCashPerShare,1.43
financialCurrency,USD
revenuePerShare,3.083
quickRatio,0.944
recommendationMean,2
exchange,NYQ
shortName,"Dynatrace, Inc."
longName,"Dynatrace, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,DT
messageBoardId,finmb_628406634
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,13.577
beta3Year,
enterpriseToEbitda,94.86
52WeekChange,-0.17528224
morningStarRiskRating,
forwardEps,0.74
revenueQuarterlyGrowth,
sharesOutstanding,285744992
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,4.466
sharesShort,5757600
sharesPercentSharesOut,0.0201
fundFamily,
lastFiscalYearEnd,1617148800
heldPercentInstitutions,0.97047997
netIncomeToCommon,78476000
trailingEps,0.27
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,9.323779
heldPercentInsiders,0.00667
nextFiscalYearEnd,1680220800
yield,
mostRecentQuarter,1640908800
shortRatio,1.99
sharesShortPreviousMonthDate,1640908800
floatShares,199481171
beta,1.441645
enterpriseValue,11857773568
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,-0.208
priceToSalesTrailing12Months,13.623669
dateShortInterest,1643587200
pegRatio,4.38
ytdReturn,
forwardPE,56.270267
lastCapGain,
shortPercentOfFloat,0.028800001
sharesShortPriorMonth,5691157
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,41.76
regularMarketOpen,41.76
twoHundredDayAverage,61.22755
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,42.22
navPrice,
averageDailyVolume10Day,2966490
regularMarketPreviousClose,41.76
fiftyDayAverage,53.0242
trailingAnnualDividendRate,0
open,41.76
toCurrency,
averageVolume10days,2966490
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,41
currency,USD
trailingPE,154.22221
regularMarketVolume,1992498
lastMarket,
maxSupply,
openInterest,
marketCap,11898421248
volumeAllCurrencies,
strikePrice,
averageVolume,2908472
dayLow,41
ask,41.56
askSize,900
volume,1992498
fiftyTwoWeekHigh,80.128
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,41
bid,41.65
tradeable,False
dividendYield,
bidSize,900
dayHigh,42.22
regularMarketPrice,41.64
preMarketPrice,
logo_url,https://logo.clearbit.com/dynatrace.com
