,info
zip,77046-0521
sector,Energy
fullTimeEmployees,11800
longBusinessSummary,"Occidental Petroleum Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in the United States, the Middle East, Africa, and Latin America. The company operates through three segments: Oil and Gas, Chemical, and Marketing and Midstream. The company's Oil and Gas segment explores for, develops, and produces oil and condensate, natural gas liquids (NGLs), and natural gas. Its Chemical segment manufactures and markets basic chemicals, including chlorine, caustic soda, chlorinated organics, potassium chemicals, ethylene dichloride, chlorinated isocyanurates, sodium silicates, and calcium chloride; vinyls comprising vinyl chloride monomer, polyvinyl chloride, and ethylene. The company's Midstream and Marketing segment gathers, processes, transports, stores, purchases, and markets oil, condensate, NGLs, natural gas, carbon dioxide, and power. This segment also trades around its assets consisting of transportation and storage capacity; and invests in entities. Occidental Petroleum Corporation was founded in 1920 and is headquartered in Houston, Texas."
city,Houston
phone,713 215 7000
state,TX
country,United States
companyOfficers,[]
website,https://www.oxy.com
maxAge,1
address1,5 Greenway Plaza
industry,Oil & Gas E&P
address2,Suite 110
ebitdaMargins,0.46368
profitMargins,-0.014730001
grossMargins,0.59626997
operatingCashflow,8746000384
revenueGrowth,0.653
operatingMargins,0.081070006
ebitda,10295000064
targetLowPrice,24
recommendationKey,buy
grossProfits,9341000000
freeCashflow,8693125120
targetMedianPrice,44
currentPrice,39.56
earningsGrowth,
currentRatio,1.085
returnOnAssets,0.014049999
numberOfAnalystOpinions,25
targetMeanPrice,44.08
debtToEquity,176.321
returnOnEquity,0.00413
targetHighPrice,60
totalCash,2059000064
totalDebt,33276999680
totalRevenue,22203000832
totalCashPerShare,2.205
financialCurrency,USD
revenuePerShare,23.77
quickRatio,0.607
recommendationMean,2.5
exchange,NYQ
shortName,Occidental Petroleum Corporatio
longName,Occidental Petroleum Corporation
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,OXY
messageBoardId,finmb_293286
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,3.51
beta3Year,
enterpriseToEbitda,7.57
52WeekChange,0.4945221
morningStarRiskRating,
forwardEps,3.52
revenueQuarterlyGrowth,
sharesOutstanding,933980992
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,9.755
sharesShort,34949959
sharesPercentSharesOut,0.0374
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.73103
netIncomeToCommon,-721000000
trailingEps,-1.212
lastDividendValue,0.01
SandP52WeekChange,0.12185478
priceToBook,4.0553565
heldPercentInsiders,0.00229
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,1.83
sharesShortPreviousMonthDate,1640908800
floatShares,931608669
beta,2.117851
enterpriseValue,77928284160
priceHint,2
threeYearAverageReturn,
lastSplitDate,1456358400
lastSplitFactor,10000:9983
legalType,
lastDividendDate,1639008000
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,1.6641123
dateShortInterest,1643587200
pegRatio,0.49
ytdReturn,
forwardPE,11.238637
lastCapGain,
shortPercentOfFloat,0.0591
sharesShortPriorMonth,33673322
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,39.86
regularMarketOpen,39.18
twoHundredDayAverage,30.178
trailingAnnualDividendYield,0.0010035123
payoutRatio,
volume24Hr,
regularMarketDayHigh,40.15
navPrice,
averageDailyVolume10Day,18747940
regularMarketPreviousClose,39.86
fiftyDayAverage,34.4478
trailingAnnualDividendRate,0.04
open,39.18
toCurrency,
averageVolume10days,18747940
expireDate,
algorithm,
dividendRate,0.04
exDividendDate,1639008000
circulatingSupply,
startDate,
regularMarketDayLow,39.03
currency,USD
regularMarketVolume,14462708
lastMarket,
maxSupply,
openInterest,
marketCap,36948287488
volumeAllCurrencies,
strikePrice,
averageVolume,17082159
dayLow,39.03
ask,40.19
askSize,800
volume,14462708
fiftyTwoWeekHigh,43.16
fromCurrency,
fiveYearAvgDividendYield,6.17
fiftyTwoWeekLow,21.62
bid,39.8
tradeable,False
dividendYield,0.001
bidSize,1300
dayHigh,40.15
regularMarketPrice,39.56
preMarketPrice,
logo_url,https://logo.clearbit.com/oxy.com
