,info
zip,200051
sector,Consumer Cyclical
fullTimeEmployees,7986
longBusinessSummary,"Pinduoduo Inc., through its subsidiaries, operates an e-commerce platform in the People's Republic of China. It operates Pinduoduo, a mobile platform that offers a range of products, including apparel, shoes, bags, mother and childcare products, food and beverage, fresh produce, electronic appliances, furniture and household goods, cosmetics and other personal care items, sports and fitness items, and auto accessories. The company was formerly known as Walnut Street Group Holding Limited and changed its name to Pinduoduo Inc. in July 2018. Pinduoduo Inc. was incorporated in 2015 and is headquartered in Shanghai, the People's Republic of China."
city,Shanghai
phone,86 21 5266 1300
country,China
companyOfficers,[]
website,https://www.pinduoduo.com
maxAge,1
address1,No. 533 Loushanguan Road
industry,Internet Retail
address2,28th Floor Changning District
ebitdaMargins,-0.01497
profitMargins,-0.00244
grossMargins,0.6062
operatingCashflow,27329804288
revenueGrowth,0.513
operatingMargins,-0.02207
ebitda,-1396184960
targetLowPrice,60.42
recommendationKey,buy
grossProfits,40213224000
freeCashflow,12190976000
targetMedianPrice,95.84
currentPrice,56.03
earningsGrowth,
currentRatio,1.82
returnOnAssets,-0.0096700005
numberOfAnalystOpinions,35
targetMeanPrice,102.71
debtToEquity,18.296
returnOnEquity,-0.00471
targetHighPrice,155.75
totalCash,97917829120
totalDebt,12461133824
totalRevenue,93266788352
totalCashPerShare,78.004
financialCurrency,CNY
revenuePerShare,75.086
quickRatio,1.188
recommendationMean,1.8
exchange,NMS
shortName,Pinduoduo Inc.
longName,Pinduoduo Inc.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,PDD
messageBoardId,finmb_572577901
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,-0.162
beta3Year,
enterpriseToEbitda,10.831
52WeekChange,-0.70234805
morningStarRiskRating,
forwardEps,1.36
revenueQuarterlyGrowth,
sharesOutstanding,1253289984
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,54.257
sharesShort,24101560
sharesPercentSharesOut,0.019199999
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.22374001
netIncomeToCommon,-227232000
trailingEps,-0.035
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,1.0326778
heldPercentInsiders,0.00029
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,2.55
sharesShortPreviousMonthDate,1640908800
floatShares,529017286
beta,1.331091
enterpriseValue,-15122739200
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,0.7529136
dateShortInterest,1643587200
pegRatio,-10.33
ytdReturn,
forwardPE,41.19853
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,21969065
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,59.64
regularMarketOpen,56.739
twoHundredDayAverage,90.14885
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,57.89
navPrice,
averageDailyVolume10Day,6878230
regularMarketPreviousClose,59.64
fiftyDayAverage,58.2408
trailingAnnualDividendRate,0
open,56.739
toCurrency,
averageVolume10days,6878230
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,54.76
currency,USD
regularMarketVolume,8325155
lastMarket,
maxSupply,
openInterest,
marketCap,70221832192
volumeAllCurrencies,
strikePrice,
averageVolume,8734069
dayLow,54.76
ask,55.89
askSize,800
volume,8325155
fiftyTwoWeekHigh,196.44
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,47.67
bid,55.6
tradeable,False
dividendYield,
bidSize,1400
dayHigh,57.89
regularMarketPrice,56.03
preMarketPrice,
logo_url,https://logo.clearbit.com/pinduoduo.com
