,info
zip,H3B 2M9
sector,Industrials
fullTimeEmployees,22604
longBusinessSummary,"Canadian National Railway Company, together with its subsidiaries, engages in the rail and related transportation business. The company's portfolio of goods includes petroleum and chemicals, grain and fertilizers, coal, metals and minerals, forest products, intermodal, and automotive products serving exporters, importers, retailers, farmers, and manufacturers. It operates a network of 19,500 route miles of track spanning Canada and the United States. The company also provides vessels and docks, transloading and distribution, automotive logistics, and freight forwarding and transportation management services. Canadian National Railway Company was incorporated in 1919 and is headquartered in Montreal, Canada."
city,Montreal
state,QC
country,Canada
companyOfficers,[]
website,https://www.cn.ca
maxAge,1
address1,935 de La Gauchetiere Street West
industry,Railroads
ebitdaMargins,0.55978
profitMargins,0.33791
grossMargins,0.55978
operatingCashflow,6970999808
revenueGrowth,0.027
operatingMargins,0.44939998
ebitda,8104000000
targetLowPrice,108.18
recommendationKey,buy
grossProfits,8104000000
freeCashflow,2761999872
targetMedianPrice,121.51
currentPrice,124.69
earningsGrowth,0.184
currentRatio,1.098
returnOnAssets,0.08713
numberOfAnalystOpinions,22
targetMeanPrice,124.18
debtToEquity,56.784
returnOnEquity,0.23077999
targetHighPrice,142.19
totalCash,838000000
totalDebt,12915000320
totalRevenue,14476999680
totalCashPerShare,1.197
financialCurrency,CAD
revenuePerShare,20.433
quickRatio,0.613
recommendationMean,2.5
exchange,NYQ
shortName,Canadian National Railway Compa
longName,Canadian National Railway Company
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,CNI
messageBoardId,finmb_353020
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,6.862
beta3Year,
enterpriseToEbitda,12.258
52WeekChange,0.16120315
morningStarRiskRating,
forwardEps,5.29
revenueQuarterlyGrowth,
sharesOutstanding,699800000
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,32.45
sharesShort,3309818
sharesPercentSharesOut,0.0047
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.78292
netIncomeToCommon,4892000256
trailingEps,5.397
lastDividendValue,0.449
SandP52WeekChange,0.12185478
priceToBook,3.842527
heldPercentInsiders,0.00337
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,2.38
sharesShortPreviousMonthDate,1640908800
floatShares,573031230
beta,0.629865
enterpriseValue,99335061504
priceHint,2
threeYearAverageReturn,
lastSplitDate,1385942400
lastSplitFactor,2:1
legalType,
lastDividendDate,1607385600
morningStarOverallRating,
earningsQuarterlyGrowth,0.174
priceToSalesTrailing12Months,6.052474
dateShortInterest,1643587200
pegRatio,4.05
ytdReturn,
forwardPE,23.570889
lastCapGain,
shortPercentOfFloat,
sharesShortPriorMonth,4213955
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,126.17
regularMarketOpen,126.54
twoHundredDayAverage,117.3998
trailingAnnualDividendYield,0.019497504
payoutRatio,0.357
volume24Hr,
regularMarketDayHigh,127.6
navPrice,
averageDailyVolume10Day,1205140
regularMarketPreviousClose,126.17
fiftyDayAverage,123.1234
trailingAnnualDividendRate,2.46
open,126.54
toCurrency,
averageVolume10days,1205140
expireDate,
algorithm,
dividendRate,2.32
exDividendDate,1646784000
circulatingSupply,
startDate,
regularMarketDayLow,124.67
currency,USD
trailingPE,23.103577
regularMarketVolume,884062
lastMarket,
maxSupply,
openInterest,
marketCap,87621664768
volumeAllCurrencies,
strikePrice,
averageVolume,1358864
dayLow,124.67
ask,125.21
askSize,1100
volume,884062
fiftyTwoWeekHigh,136.22
fromCurrency,
fiveYearAvgDividendYield,1.64
fiftyTwoWeekLow,100.66
bid,125.12
tradeable,False
dividendYield,0.0186
bidSize,1300
dayHigh,127.6
regularMarketPrice,124.69
preMarketPrice,
logo_url,https://logo.clearbit.com/cn.ca
