,info
zip,1118 BG
sector,Communication Services
fullTimeEmployees,18004
longBusinessSummary,"Yandex N.V., a technology company, builds intelligent products and services powered by machine learning and other technologies, focusing on to help consumers and businesses navigate the online and offline world. The company operates through Search and Portal, Taxi, Yandex.Market, Media Services, Classifieds, and Other Bets and Experiments segments. It provides locally relevant search and information services. The company also develops on-demand transportation, delivery, and navigation services and products, as well as operates in the e-commerce, online entertainment, and cloud computing markets to address the needs of customers in Russia and various international markets. In addition, it operates subscription loyalty program, Yandex.Plus; and develops FinTech offerings to integrate payment and financial services across its services. The company was founded in 1997 and is based in Schiphol, the Netherlands."
city,Schiphol
phone,31 20 206 6970
country,Netherlands
companyOfficers,[]
website,https://ir.yandex.com
maxAge,1
address1,Schiphol Boulevard 165
industry,Internet Content & Information
ebitdaMargins,0.03042
profitMargins,-0.04119
grossMargins,0.5116
operatingCashflow,9292999680
revenueGrowth,0.541
operatingMargins,-0.03728
ebitda,10833999872
targetLowPrice,5300
recommendationKey,strong_buy
grossProfits,182219000000
freeCashflow,27140499456
targetMedianPrice,6554
currentPrice,44.75
earningsGrowth,
currentRatio,1.8
returnOnAssets,-0.0161
numberOfAnalystOpinions,6
targetMeanPrice,6511.17
debtToEquity,46.103
returnOnEquity,-0.0471
targetHighPrice,7600
totalCash,107191001088
totalDebt,125826998272
totalRevenue,356170989568
totalCashPerShare,298.829
financialCurrency,RUB
revenuePerShare,982.848
quickRatio,1.534
recommendationMean,1.4
exchange,NMS
shortName,Yandex N.V.
longName,Yandex N.V.
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,YNDX
messageBoardId,finmb_52034495
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,0.139
beta3Year,
enterpriseToEbitda,4.563
52WeekChange,-0.32114685
morningStarRiskRating,
forwardEps,136.45
revenueQuarterlyGrowth,
sharesOutstanding,323004992
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,719.748
sharesShort,4665777
sharesPercentSharesOut,0.012999999
fundFamily,
lastFiscalYearEnd,1640908800
heldPercentInstitutions,0.83593005
netIncomeToCommon,-14668999680
trailingEps,-0.532
lastDividendValue,
SandP52WeekChange,0.12185478
priceToBook,0.06217454
heldPercentInsiders,0.02783
nextFiscalYearEnd,1703980800
yield,
mostRecentQuarter,1640908800
shortRatio,1.17
sharesShortPreviousMonthDate,1640908800
floatShares,314084243
beta,1.309298
enterpriseValue,49436975104
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,0.04506938
dateShortInterest,1643587200
pegRatio,27.98
ytdReturn,
forwardPE,0.32795897
lastCapGain,
shortPercentOfFloat,0.0162
sharesShortPriorMonth,6594588
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,48.94
regularMarketOpen,46.7
twoHundredDayAverage,68.13435
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,47.28
navPrice,
averageDailyVolume10Day,4030450
regularMarketPreviousClose,48.94
fiftyDayAverage,53.5136
trailingAnnualDividendRate,0
open,46.7
toCurrency,
averageVolume10days,4030450
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,44.69
currency,USD
regularMarketVolume,6898969
lastMarket,
maxSupply,
openInterest,
marketCap,16052406272
volumeAllCurrencies,
strikePrice,
averageVolume,3018345
dayLow,44.69
ask,45.11
askSize,1300
volume,6898969
fiftyTwoWeekHigh,87.11
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,39
bid,44.5
tradeable,False
dividendYield,
bidSize,900
dayHigh,47.28
regularMarketPrice,44.75
preMarketPrice,
logo_url,https://logo.clearbit.com/ir.yandex.com
