,info
zip,91203
sector,Communication Services
fullTimeEmployees,1055
longBusinessSummary,"LegalZoom.com, Inc. operates an online platform for legal and compliance solutions in the United States. The company's platform offers products and services, including business formations, creating estate planning documents, protecting intellectual property, completing certain forms and agreements, providing access to independent attorney advice, and connecting customers with experts for tax preparation and bookkeeping services. It serves small businesses and individuals. The company was founded in 1999 and is headquartered in Glendale, California."
city,Glendale
phone,323-962-8600
state,CA
country,United States
companyOfficers,[]
website,https://www.legalzoom.com
maxAge,1
address1,101 North Brand Boulevard
industry,Internet Content & Information
address2,11th Floor
ebitdaMargins,-0.06726
profitMargins,-0.14134
grossMargins,0.67408997
operatingCashflow,71136000
revenueGrowth,0.124
operatingMargins,-0.07669
ebitda,-37339000
targetLowPrice,17
recommendationKey,buy
grossProfits,316073000
freeCashflow,
targetMedianPrice,30
currentPrice,15.2502
earningsGrowth,
currentRatio,1.42
returnOnAssets,
numberOfAnalystOpinions,8
targetMeanPrice,28.5
debtToEquity,
returnOnEquity,
targetHighPrice,40
totalCash,310704000
totalDebt,0
totalRevenue,555182016
totalCashPerShare,1.577
financialCurrency,USD
revenuePerShare,3.879
quickRatio,1.352
recommendationMean,2.4
exchange,NMS
shortName,"LegalZoom.com, Inc."
longName,"LegalZoom.com, Inc."
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EST
isEsgPopulated,False
gmtOffSetMilliseconds,-18000000
quoteType,EQUITY
symbol,LZ
messageBoardId,finmb_11677383
market,us_market
annualHoldingsTurnover,
enterpriseToRevenue,5.368
beta3Year,
enterpriseToEbitda,-79.81
52WeekChange,-0.5606341
morningStarRiskRating,
forwardEps,0.17
revenueQuarterlyGrowth,
sharesOutstanding,197048992
fundInceptionDate,
annualReportExpenseRatio,
totalAssets,
bookValue,0.97
sharesShort,7596948
sharesPercentSharesOut,0.038599998
fundFamily,
lastFiscalYearEnd,1609372800
heldPercentInstitutions,0.61662996
netIncomeToCommon,-81018000
trailingEps,-0.567
lastDividendValue,
SandP52WeekChange,0.12121451
priceToBook,15.721855
heldPercentInsiders,0.06889
nextFiscalYearEnd,1672444800
yield,
mostRecentQuarter,1632960000
shortRatio,8.72
sharesShortPreviousMonthDate,1640908800
floatShares,92002074
beta,
enterpriseValue,2980010496
priceHint,2
threeYearAverageReturn,
lastSplitDate,
lastSplitFactor,
legalType,
lastDividendDate,
morningStarOverallRating,
earningsQuarterlyGrowth,
priceToSalesTrailing12Months,5.412705
dateShortInterest,1643587200
pegRatio,-89.5
ytdReturn,
forwardPE,89.70706
lastCapGain,
shortPercentOfFloat,0.0691
sharesShortPriorMonth,7552793
impliedSharesOutstanding,0
category,
fiveYearAverageReturn,
previousClose,16.63
regularMarketOpen,16.53
twoHundredDayAverage,25.703457
trailingAnnualDividendYield,0
payoutRatio,0
volume24Hr,
regularMarketDayHigh,16.53
navPrice,
averageDailyVolume10Day,749830
regularMarketPreviousClose,16.63
fiftyDayAverage,15.8774
trailingAnnualDividendRate,0
open,16.53
toCurrency,
averageVolume10days,749830
expireDate,
algorithm,
dividendRate,
exDividendDate,
circulatingSupply,
startDate,
regularMarketDayLow,15.08
currency,USD
regularMarketVolume,826847
lastMarket,
maxSupply,
openInterest,
marketCap,3005036544
volumeAllCurrencies,
strikePrice,
averageVolume,1024909
dayLow,15.08
ask,15.39
askSize,800
volume,826847
fiftyTwoWeekHigh,40.94
fromCurrency,
fiveYearAvgDividendYield,
fiftyTwoWeekLow,13.9
bid,15.38
tradeable,False
dividendYield,
bidSize,800
dayHigh,16.53
regularMarketPrice,15.2502
preMarketPrice,
logo_url,https://logo.clearbit.com/legalzoom.com
