contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
GE220211C00065000,65.0,USD,24.65,0.0,0.0,1,33.9,34.9,REGULAR,2022-02-11,2022-01-27 20:27:38,2.1796920507812496,True,
GE220211C00075000,75.0,USD,23.9,0.0,0.0,3,24.0,24.55,REGULAR,2022-02-11,2022-02-07 14:38:21,1.79296978515625,True,1.0
GE220211C00080000,80.0,USD,19.45,1.0,5.420054,16,18.5,19.5,REGULAR,2022-02-11,2022-02-08 15:01:02,1.3789093554687497,True,1.0
GE220211C00084000,84.0,USD,16.05,1.8999996,13.42756,2,14.45,15.5,REGULAR,2022-02-11,2022-02-08 17:03:51,1.1171919140625,True,2.0
GE220211C00085000,85.0,USD,13.3,0.0,0.0,10,14.0,14.6,REGULAR,2022-02-11,2022-02-02 20:58:01,1.154301103515625,True,2.0
GE220211C00086000,86.0,USD,10.35,0.0,0.0,22,13.0,13.6,REGULAR,2022-02-11,2022-02-01 15:40:06,1.0859420703125,True,1.0
GE220211C00088000,88.0,USD,11.0,0.0,0.0,53,10.95,11.7,REGULAR,2022-02-11,2022-02-07 14:38:21,0.5625043750000001,True,1.0
GE220211C00089000,89.0,USD,8.85,0.0,0.0,18,10.15,10.5,REGULAR,2022-02-11,2022-02-02 14:34:43,0.51562984375,True,1.0
GE220211C00090000,90.0,USD,10.18,0.1800003,1.800003,92,9.2,10.1,REGULAR,2022-02-11,2022-02-08 15:54:56,0.8447281152343749,True,1.0
GE220211C00091000,91.0,USD,9.17,1.1700001,14.625001,106,8.2,8.65,REGULAR,2022-02-11,2022-02-08 15:54:56,0.59570716796875,True,13.0
GE220211C00092000,92.0,USD,8.3,0.9000001,12.162163,95,6.55,7.7,REGULAR,2022-02-11,2022-02-08 16:18:00,0.7304714453125,True,2.0
GE220211C00093000,93.0,USD,6.15,-0.36000013,-5.529956,129,6.3,6.55,REGULAR,2022-02-11,2022-02-08 19:59:04,0.569340244140625,True,13.0
GE220211C00094000,94.0,USD,5.4,-0.69000006,-11.33005,350,5.3,5.55,REGULAR,2022-02-11,2022-02-08 20:24:27,0.500005,True,50.0
GE220211C00095000,95.0,USD,4.45,-1.1700001,-20.818508,274,4.4,4.65,REGULAR,2022-02-11,2022-02-08 20:24:27,0.4804739453125,True,32.0
GE220211C00096000,96.0,USD,3.35,-1.3699999,-29.025423,252,3.5,3.7,REGULAR,2022-02-11,2022-02-08 19:21:54,0.42383388671875,True,13.0
GE220211C00097000,97.0,USD,2.53,-1.06,-29.52646,462,2.57,2.88,REGULAR,2022-02-11,2022-02-08 19:59:04,0.405279384765625,True,48.0
GE220211C00098000,98.0,USD,2.0,-0.4100001,-17.012451,337,1.81,2.07,REGULAR,2022-02-11,2022-02-08 20:40:26,0.3676821044921875,True,50.0
GE220211C00099000,99.0,USD,1.33,-0.62,-31.79487,505,1.26,1.4,REGULAR,2022-02-11,2022-02-08 20:46:50,0.34570966796874997,True,142.0
GE220211C00100000,100.0,USD,0.85,-0.53,-38.405792,800,0.76,0.85,REGULAR,2022-02-11,2022-02-08 20:57:12,0.32227240234374993,False,574.0
GE220211C00101000,101.0,USD,0.42,-0.35,-45.454548,433,0.4,0.48,REGULAR,2022-02-11,2022-02-08 20:38:16,0.31153032226562494,False,351.0
GE220211C00102000,102.0,USD,0.2,-0.5,-71.42857,560,0.2,0.26,REGULAR,2022-02-11,2022-02-08 20:05:11,0.31055376953124997,False,135.0
GE220211C00103000,103.0,USD,0.11,-0.17,-60.714287,400,0.09,0.14,REGULAR,2022-02-11,2022-02-08 20:14:12,0.31641308593749995,False,270.0
GE220211C00104000,104.0,USD,0.05,-0.120000005,-70.588234,569,0.04,0.06,REGULAR,2022-02-11,2022-02-08 20:57:52,0.31055376953124997,False,168.0
GE220211C00105000,105.0,USD,0.04,-0.08,-66.66667,242,0.02,0.03,REGULAR,2022-02-11,2022-02-08 20:38:16,0.31836619140624994,False,113.0
